Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
精锐剑士	精锐剑士	737		0	5	1				enemy113	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillrange	intensity0	sc	12	7	600	700	900		18	\image\item\other\sculpt\enemy098.spr	1			
郦秋水	郦秋水_[春梅]	738		3	5	2				passerby035	0	0	0	0	0	36	36	20	11	10	27	liqiushui		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy025.spr	1			
麻衣神相	麻衣神相_[春梅]	739		3	5	2				enemy149	0	0	0	0	0	36	36	20	11	10	27	mayishenxiang		sk	pp	sc	6	6	400	700	510		18	passerby046	1			
剑士头领	剑士头领	740		0	5	1				enemy113	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillrange	intensity3	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy098.spr	1	2		
野狼	野狼_[百花阵]	741		0	5	1				ani012	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillsword	intensity0	sc	7	7	300	700	540		18	ani012	1			
红衣高手	红衣高手	742		0	5	1				enemy147	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillsword	intensity0	sc	7	7	250	700	540		18	\image\item\other\sculpt\enemy081.spr	1			
紫衣高手	紫衣高手	743		0	5	1				enemy143	0	0	0	0	0	24	26	20	10	20	27		activeflee	fleeskillrange	intensity2	sc	7	7	350	700	1080		18	\image\item\other\sculpt\enemy082.spr	1	1		
夺宝人	夺宝人_[百花阵]	744		0	5	1				enemy097	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity0	sc	6	6	300	700	540		18	\image\item\other\sculpt\enemy097.spr	1			
丹碧秀	丹碧秀_[春梅]	745		3	5	2				enemy032	0	0	0	0	0	36	36	20	11	10	27	danbixiu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy032.spr	1			
钟灵秀	钟灵秀_[春梅]	746		3	5	2				passerby037	0	0	0	0	0	36	36	20	11	10	27	zhonglingxiu1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy036.spr	1			
雁巧云	雁巧云_[春梅]	747		3	5	2				enemy033	0	0	0	0	0	36	36	20	11	10	27	yanqiaoyun		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy033.spr	1			
姑月华	姑月华_[春梅]	748		3	5	2				enemy034	0	0	0	0	0	36	36	20	11	10	27	guyuehua		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy034.spr	1			
翠烟门弟子	翠烟门弟子_[春梅]	749		3	5	2				enemy031	0	0	0	0	0	36	36	20	11	10	27	cuiyanmendizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy031.spr	1			
黑衣人	黑衣人_[百花阵]	750		0	5	1				enemy098	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity0	sc	7	7	350	700	540		18	\image\item\other\sculpt\enemy098.spr	1			
钟灵秀	钟灵秀_[下层阵法]	751		3	5	2				passerby037	0	0	0	0	0	36	36	20	11	10	27	zhonglingxiu1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy036.spr	1			
夏盛	夏盛	752		3	5	2				enemy030	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy030.spr	1			
冬淮	冬淮	753		3	5	2				enemy030	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy030.spr	1			
钟灵秀	钟灵秀_[玄月大阵]	754		3	5	2				passerby037	0	0	0	0	0	36	36	20	11	10	27	zhonglingxiu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy036.spr	1			
黄队小队长	黄队小队长	755		0	5	1				enemy134	0	0	0	0	0	24	26	20	10	20	27		activeflee	fleeskillmelee	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy107.spr	1	3		
红队小队长	红队小队长	756		0	5	1				enemy140	0	0	0	0	0	24	26	20	10	20	27		activeflee	fleeskillmelee	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy108.spr	1	3		
蓝队小队长	蓝队小队长	757		0	5	1				enemy143	0	0	0	0	0	24	26	20	10	20	27		activeflee	fleeskillmelee	intensity5	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy109.spr	1	3		
来敌首领	来敌首领	758		0	5	1				enemy133	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity6	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy112.spr	1	3		
唐一尘	唐一尘_[春梅]	759		3	5	2				enemy051	0	0	0	0	0	36	36	20	11	10	27	tangyichen		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy051.spr	1			
尹含烟	尹含烟_[春梅]	760		3	5	2				passerby029	0	0	0	0	0	36	36	20	11	10	27	yinhanyan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy031.spr	1			
尹筱雨	尹筱雨_[春梅]	761		3	5	2				enemy036	0	0	0	0	0	36	36	20	11	10	27	yinyouyu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
三妹	三妹	762		3	5	2				enemy139	0	0	0	0	0	36	36	20	11	10	27	sanmei		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy036.spr	1			
三妹	三妹_[护送]	763		0	5	1				enemy139	0	0	0	0	0	24	26	20	10	20	27		noaction	noskill	fellow1	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy036.spr	1			
玄慈	玄慈_[百花阵]	764		3	5	2				enemy012	0	0	0	0	0	36	36	20	11	10	27	xuanci		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
王重阳	王重阳_[百花阵]	765		3	5	2				enemy054	0	0	0	0	0	36	36	20	11	10	27	wangchongyang1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy054.spr	1			
无想师太	无想师太_[百花阵]	766		3	5	2				enemy030	0	0	0	0	0	36	36	20	11	10	27	wuxiangshitai		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy030.spr	1			
谢雨田	谢雨田_[百花阵]	767		3	5	2				enemy059	0	0	0	0	0	36	36	20	11	10	27	xieyutian		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy059.spr	1			
石轩辕	石轩辕_[百花阵]	768		3	5	2				enemy042	0	0	0	0	0	36	36	20	11	10	27	shixuanyuan1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy065.spr	1			
装有刺绣的马车	装有刺绣的马车	769		3	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy156.spr	1			
装有刺绣的马车	装有刺绣的马车	770		0	5	1				enemy156	0	0	0	0	0	24	26	20	10	20	27		noaction	noskill	fellow4	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy156.spr	1			
采花贼	采花贼_[百花阵]	771		0	5	1				enemy146	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillrange	intensity0	sc	6	6	350	700	540		18	\image\item\other\sculpt\enemy061.spr	1			
石城士兵	石城士兵	772		0	5	1				enemy091	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity0	sc	6	6	300	700	360		18	\image\item\other\sculpt\enemy091.spr	1			
石城校尉	石城校尉	773		0	5	1				enemy092	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillrange	intensity4	sc	7	7	400	700	900		18	\image\item\other\sculpt\enemy092.spr	1	2		
士兵长	士兵长	774		0	5	1				enemy093	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillsword	intensity2	sc	7	7	400	700	540		18	\image\item\other\sculpt\enemy093.spr	1	1		
罗雪	罗雪_[秋霜阁]	775		3	5	2				enemy148	0	0	0	0	0	36	36	20	11	10	27	luoxue		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
罗雪	罗雪_[室外]	776		3	5	2				enemy148	0	0	0	0	0	36	36	20	11	10	27	luoxue		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
罗雪	罗雪_[护送]	777		0	5	1				enemy148	0	0	0	0	0	24	26	20	10	20	27		noaction	noskill	fellow2	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy019.spr	1			
罗雪	罗雪_[春梅]	778		3	5	2				enemy148	0	0	0	0	0	36	36	20	11	10	27	luoxue		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
富商	富商_[室外]	779		3	5	2				enemy145	0	0	0	0	0	36	36	20	11	10	27	fushang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy015.spr	1			
富商	富商_[护送]	780		0	5	1				enemy145	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	fellow1	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy015.spr	1			
尹含烟	尹含烟_[品荷堂]	781		3	5	2				passerby029	0	0	0	0	0	36	36	20	11	10	27	yinhanyan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy031.spr	1			
段智兴	段智兴_[馆驿]	782		3	5	2				enemy145	0	0	0	0	0	36	36	20	11	10	27	duanzhixing		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy080.spr	1			
随从	随从_[馆驿]	783		3	5	2				enemy061	0	0	0	0	0	36	36	20	11	10	27	suicong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
段智兴	段智兴_[品荷堂]	784		3	5	2				enemy145	0	0	0	0	0	36	36	20	11	10	27	duanzhixing		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy080.spr	1			
猛虎	猛虎_[龙虎东部]	785		0	5	1				ani019	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillrange	intensity0	sc	6	6	350	700	540		18	ani019	1			
武当弟子	武当弟子	786		0	5	1				enemy049	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillrange	intensity1	sc	7	7	400	700	450		18	\image\item\other\sculpt\enemy049.spr	1	1		
武当执事弟子	武当执事弟子	787		3	5	2				enemy049	0	0	0	0	0	36	36	20	11	10	27	wudangzhishidizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy049.spr	1			
一叶真人	一叶真人_[青虚1]	788		3	5	2				enemy052	0	0	0	0	0	36	36	20	11	10	27	yiyezhenren		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy052.spr	1			
蒲察风奴	浦察风奴_[战斗]	789		0	5	1				enemy046	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillrange	intensity6	sc	7	7	400	700	810		18	\image\item\other\sculpt\enemy061.spr	1	3		
蒲察风奴	浦察风奴_[非战斗]	790		3	5	2				enemy046	0	0	0	0	0	36	36	20	11	10	27	puchafengnu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
裴翼飞	裴翼飞_[葛霞岭4非战]	791		3	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27	peiyifei1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy001.spr	1			
裴翼飞	裴翼飞_[葛霞岭4战]	792		0	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity6	sc	6	6	300	700	810		18	\image\item\other\sculpt\enemy001.spr	1	3		
运送药草的大车	运送药草的大车3	793		3	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy156.spr	1			
运送药草的大车	运送药草的大车4	794		3	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy156.spr	1			
运送药草的大车	运送药草的大车4	795		0	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	fellow4	sc	6	6	400	700	450		18	\image\item\other\sculpt\enemy156.spr	1			
运送粮食的车	运送粮食的车	796		3	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy156.spr	1			
运送粮食的车	运送粮食的车	797		0	5	2				enemy156	0	0	0	0	0	36	36	20	11	10	27		noaction	noskill	fellow4	sc	6	6	400	700	450		18	\image\item\other\sculpt\enemy156.spr	1			
石像守护者	石像守护者	798		0	5	1				enemy134	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity0	sc	5	7	400	600	450		18	\image\item\other\sculpt\enemy099.spr	1			
守护者首领	守护者首领	799		0	5	1				enemy133	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity5	sc	12	7	500	800	900		18	\image\item\other\sculpt\enemy098.spr	1	3		
段智兴	段智兴_大理	800		3	5	2				enemy080	0	0	0	0	0	36	36	20	11	10	27	duanzhixing		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy080.spr	1			
殷卜元	殷卜元_襄阳	801	漕帮帮主	3	5	2				passerby049	0	0	0	0	0	36	36	20	11	10	27	yinbuyuan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy074.spr	1			
毕舒扬	毕舒扬_襄阳	802	巡游使	3	5	2				passerby085	0	0	0	0	0	36	36	20	11	10	27	bishuyang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy079.spr	1			
顾重颜	顾重颜_汉水古渡	803		3	5	2				enemy029	0	0	0	0	0	36	36	20	11	10	27	guchongyan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy029.spr	1			
田十山	田十山_汉水古渡	804	阴山三恶	0	5	1				enemy128	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity4	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy128.spr	1	2		
田百山	田百山_汉水古渡	805	阴山三恶	0	5	1				enemy123	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity4	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy114.spr	1	2		
田万山	田万山_汉水古渡	806	阴山三恶	0	5	1				enemy127	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity4	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy127.spr	1	2		
飞龙先生	飞龙先生_麻衣谷	807		3	5	2				passerby105	0	0	0	0	0	36	36	20	11	10	27	feilongxiansheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy130.spr	1			
冷云	冷云	808	活死人墓大弟子	3	5	2				enemy072	0	0	0	0	0	36	36	20	11	10	27	lengyun		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy073.spr	1			
赵扩	赵扩_汉水古渡1	809	嘉王	3	5	2				passerby094	0	0	0	0	0	36	36	20	11	10	27	zhaokuo		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy005.spr	1			
禁军	禁军_汉水古渡	810		0	5	1				enemy082	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby064.spr	1	1		
豹眼	豹眼_守卫	811		0	0	1				enemy071	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy158.spr	1	2		
岳稷山	岳稷山	812		3	5	2				passerby079	0	0	0	0	0	36	36	20	11	10	27	yuejishan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy120.spr	1			
赵汝愚	赵汝愚_临安	813		3	5	2				enemy159	0	0	0	0	0	36	36	20	11	10	27	zhaoruyu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby075.spr	1			
顾重颜	顾重颜_汉水古渡2	814		0	5	1				enemy106	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy029.spr	1	3		
乔装的禁军	乔装的禁军_剑冢	815		0	5	1				enemy116	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby064.spr	1	1		
陆展元	陆展元	816	开碑手	0	5	1				enemy120	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby088.spr	1	3		
鹰羽	鹰羽_知命先生家	817	嘉王侍卫	0	5	1				enemy113	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy153.spr	1	1		
掘地兵	掘地兵_汉水古渡	818		0	5	1				enemy081	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy113.spr	1	1		
豹眼侍卫长	豹眼_汉水古渡1	819	嘉王侍卫	3	5	2				enemy071	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy158.spr	1			
豹眼	豹眼_汉水古渡2	820	嘉王侍卫	3	5	2				enemy071	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy158.spr	1			
十一郎	十一郎_2	821		3	5	2				enemy071	0	0	0	0	0	36	36	20	11	10	27	shiyilang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1			
陆展元	陆展元_剑冢	822	开碑手	3	5	2				enemy120	0	0	0	0	0	36	36	20	11	10	27	luzhanyuan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passby088.spr	1			
郭节	郭节_临安	823		3	5	2				enemy085	0	0	0	0	0	36	36	20	11	10	27	guojie		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy158.spr	1			
徐长福	徐长福_汉水古渡	824		0	5	1				enemy046	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy082.spr	1	3		
白璐	白璐_临安	825		3	5	2				passerby027	0	0	0	0	0	36	36	20	11	10	27	bailu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby035.spr	1			
苏放	苏放_临安	826		0	5	1				enemy057	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy013.spr	1	3		
赵盛	赵盛_临安	827		3	5	2				passerby069	0	0	0	0	0	36	36	20	11	10	27	zhaosheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
红枪侍卫	红枪侍卫_临安	828		0	5	1				enemy114	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy113.spr	1	2		
丹青生	丹青生_浣花溪	829		3	5	2				enemy062	0	0	0	0	0	36	36	20	11	10	27	danqingsheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby110.spr	1			
心如大师	心如大师_汉水古渡	830		3	5	2				passerby043	0	0	0	0	0	36	36	20	11	10	27	xinrudashi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby042.spr	1			
骆浩	骆浩_汉水古渡1	831		0	5	1				enemy065	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1	2		
赵汝愚	赵汝愚_密室	832		3	5	2				enemy159	0	0	0	0	0	36	36	20	11	10	27	zhaoruyu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby075.spr	1			
骆浩	骆浩_汉水古渡2	833		3	5	2				enemy065	0	0	0	0	0	36	36	20	11	10	27	luohao		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
丐帮弟子	丐帮弟子	834		3	5	2				passerby114	0	0	0	0	0	36	36	20	11	10	27	gaibangdizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy034.spr	1			
结营兵	结营兵	835	虎师	0	5	1				enemy081	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillblade	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy081.spr	1	1		
隐匿的高手	隐匿的高手	836		0	5	1				enemy116	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy035.spr	1			
骆浩	骆浩_汉水古渡3	837		3	5	2				enemy065	0	0	0	0	0	36	36	20	11	10	27	luohao		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1			
阿雅	阿雅	838		3	5	2				passerby025	0	0	0	0	0	36	36	20	11	10	27	aya		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy032.spr	1			
小樱	小樱_居延泽	839		3	5	2				passerby020	0	0	0	0	0	36	36	20	11	10	27	xiaoying	stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby020.spr	1			
庄园看守	庄园看守_居延泽	840		0	5	1				enemy110	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
飞枪手	飞枪手_居延泽	841		0	5	1				enemy094	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity1	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
也暮光	也暮光_居延泽	842		0	5	1				enemy069	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
追风	追风_居延泽	843		0	5	1				enemy043	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity4	sc	6	6	400	700	510		18	ani004	1	1		
梁项林	梁项林_对话	844		3	5	2				enemy073	0	0	0	0	0	36	36	20	11	10	27	liangxianglin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy047.spr	1			
结实的树	结实的树_居延泽	845		3	5	2				passerby121	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby167	1			
云大刀	云大刀	846	快刀门	3	5	2				passerby050	0	0	0	0	0	36	36	20	11	10	27	yundadao1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1			
土龙	土龙_彭蠡古泽	847		0	5	1				ani013	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillmelee	intensity2	sc	6	6	400	700	510		18		1	1		
杨铁心	杨铁心_点苍山	848		3	5	2				enemy006	0	0	0	0	0	36	36	20	11	10	27	yangtiexin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy006.spr	1			
杨铁心	杨铁心_点苍山2	849		3	5	2				enemy006	0	0	0	0	0	36	36	20	11	10	27	yangtiexin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy006.spr	1			
杨铁心	杨铁心_点苍山3	850		3	5	2				enemy006	0	0	0	0	0	36	36	20	11	10	27	yangtiexin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy006.spr	1			
鹿苑守卫	鹿苑守卫	851		0	5	1				enemy082	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillrange	intensity8	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy082.spr	1	3		
鹿	鹿	852		0	5	1				ani008	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity0	sc	6	6	400	700	510		18	ani008	1			
石轩辕	石轩辕_点苍山1	853		3	5	2				enemy042	0	0	0	0	0	36	36	20	11	10	27	shixuanyuan1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy042.spr	1			
马贼旗手	马贼旗手	854		0	5	1				enemy154	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity5	sc	6	6	400	700	510		18		1	1		
阿土伯	阿土伯_彭蠡古泽	855		3	5	2				passerby106	0	0	0	0	0	36	36	20	11	10	27	atubo		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby110.spr	1			
狼孩	狼孩_彭蠡古泽_对话	856		3	5	2				enemy132	0	0	0	0	0	36	36	20	11	10	27	langhai		sk	pp	sc	6	6	400	700	510		18		1			
狼孩	狼孩_彭蠡古泽_战斗	857		0	5	1				enemy132	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillmelee	intensity5	sc	6	6	400	700	510		18		1	1		
石轩辕	石轩辕_点苍山2	858		3	5	2				enemy042	0	0	0	0	0	36	36	20	11	10	27	shixuanyuan1		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy042.spr	1			
许昌	许昌_点苍山	859		3	5	2				enemy005	0	0	0	0	0	36	36	20	11	10	27	xuchang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy001.spr	1			
丹青生	丹青生_浣花溪2	860		0	5	1				enemy062	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby110.spr	1	3		
王教头	王教头	861		0	5	1				enemy084	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy121.spr	1	3		
红娘子	红娘子_汉水古渡1	862		3	5	2				enemy033	0	0	0	0	0	36	36	20	11	10	27	hongniangzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby037.spr	1			
红娘子	红娘子_汉水古渡2	863		0	5	1				enemy033	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	fellow4	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby037.spr	1			
红娘子	红娘子_汉水古渡3	864		3	5	2				enemy033	0	0	0	0	0	36	36	20	11	10	27	hongniangzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby037.spr	1			
马伯乐	马伯乐	865		3	5	2				passerby106	0	0	0	0	0	36	36	20	11	10	27	mabole		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby110.spr	1			
许源	许源	866		0	5	1				enemy124	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy124.spr	1	2		
梁昆贤	梁昆贤	867		0	5	1				enemy122	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy122.spr	1	2		
龙断	龙断	868		0	5	1				enemy120	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy120.spr	1	2		
十一郎	十一郎_1	869		0	5	1				enemy071	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1	2		
