Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Ngoại Trang] Ngự Vân Bào	Không Opt	1	1	25	76	1	\image\item\equip\armor\armor46m_s.spr	\image\item\equip\armor\armor46m.spr	20				1	50000			2	0	equip	46		disguise_part_base	46	46	1	1	1	1																																																																5	1	8	0																																																									
[Ngoại Trang] Phượng Hi Tụ	Không Opt	1	1	25	77	1	\image\item\equip\armor\armor46f_s.spr	\image\item\equip\armor\armor46f.spr	21				1	50000			2	0	equip		46	disguise_part_base	46	46	1	1	1	1																																																																5	1	8	1																																																									
[Ngoại Trang] Thương Khung Tố Sam	Không Opt	1	1	25	78	1	\image\item\equip\armor\armor48m_s.spr	\image\item\equip\armor\armor48m.spr	20				1	50000			1	0	equip	48		disguise_part_base	48	48	1	1	1	1																																																																5	1	8	0																																																									
[Ngoại Trang] Tuyệt Vũ Thanh Tụ	Không Opt	1	1	25	79	1	\image\item\equip\armor\armor48f_s.spr	\image\item\equip\armor\armor48f.spr	21				1	50000			1	0	equip		48	disguise_part_base	48	48	1	1	1	1																																																																5	1	8	1																																																									
[Ngoại Trang] Lam Hải Kim Lũ	Không Opt	1	1	25	80	1	\image\item\equip\armor\armor49m_s.spr	\image\item\equip\armor\armor49m.spr	20				1	50000			1	0	equip	49		disguise_part_base	49	49	1	1	1	1																																																																5	1	8	0																																																									
[Ngoại Trang] Lam Điệp Thái Quần	Không Opt	1	1	25	81	1	\image\item\equip\armor\armor49f_s.spr	\image\item\equip\armor\armor49f.spr	21				1	50000			1	0	equip		49	disguise_part_base	49	49	1	1	1	1																																																																5	1	8	1																																																									
[Ngoại Trang] Quân Lâm Thiên Hạ	Không Opt	1	1	25	82	1	\image\item\equip\armor\armor50f_s.spr	\image\item\equip\armor\armor50f.spr	20				1	50000			1	0	equip	50		disguise_part_base	50	50	1	1	1	1																																																																5	1	8	0																																																									
[Ngoại Trang] Phượng Vũ Cửu Thiên	Không Opt	1	1	25	83	1	\image\item\equip\armor\armor50m_s.spr	\image\item\equip\armor\armor50m.spr	21				1	50000			1	0	equip		50	disguise_part_base	50	50	1	1	1	1																																																																5	1	8	1																																																									
[Ngoại Trang] Kim Long Nghịch Thế Khải (Nam)	Không Opt	1	1	25	84	1	\image\item\equip\armor\ma_ds_armor_D_s.spr	\image\item\equip\armor\ma_ds_armor_D.spr	20				1	50000			1	0	equip	35		disguise_part_base	39	39	1	1	1	1																																																																5	1	8	0																																																									
[Ngoại Trang] Kim Long Nghịch Thế Khải (Nữ)	Khoác	1	1	25	85	1	\image\item\equip\armor\fm_ds_armor_D_s.spr	\image\item\equip\armor\fm_ds_armor_D.spr	21				1	50000			1	0	equip		34	disguise_part_base	37	37	1	1	1	1																																																																5	1	8	1																																																									
[Ngoại Trang] Bích Long Nghịch Thế Nam	Khoác	1	1	25	86	1	\image\item\equip\armor\ma042a1.spr	\image\item\equip\armor\ma042a0.spr	20				1	50000			1	0	equip	51		disguise_part_base	39	39	1	1	1	1																																																																5	1	8	0																																																									
[Ngoại Trang] Bích Long Nghịch Thế Nữ	Khoác	1	1	25	87	1	\image\item\equip\armor\fm040a1.spr	\image\item\equip\armor\fm040a0.spr	21				1	50000			1	0	equip		51	disguise_part_base	37	37	1	1	1	1																																																																5	1	8	1																																																									
Lưu Ly Mực Uyên Y	Nam	1	1	25	103	1	\image\item\equip\armor\ma_luulyy_s.spr	\image\item\equip\armor\ma_luulyy.spr	20				1	200000			1	0	equip	55		disguise_part_base	39	39	1	1	1	1																																																																5	1	8	0																																																									
Lưu Ly Mực Uyên Y	Nữ	1	1	25	88	1	\image\item\equip\armor\fm_luulyy_s.spr	\image\item\equip\armor\fm_luulyy.spr	21				1	200000			1	0	equip		55	disguise_part_base	37	37	1	1	1	1																																																																5	1	8	1																																																									
Dục Cánh Phát Y	Nam	1	1	25	89	1	\image\item\equip\armor\ma_bichducy_s.spr	\image\item\equip\armor\ma_bichducy.spr	20				1	200000			1	0	equip	54		disguise_part_base	39	39	1	1	1	1																																																																5	1	8	0																																																									
Dục Cánh Phát Y	Nữ	1	1	25	90	1	\image\item\equip\armor\fm_bichducy_s.spr	\image\item\equip\armor\fm_bichducy.spr	21				1	200000			1	0	equip		54	disguise_part_base	37	37	1	1	1	1																																																																5	1	8	1																																																									
Long Hồn Y	Nam	1	1	25	91	1	\image\item\equip\armor\ma_longhony_s.spr	\image\item\equip\armor\ma_longhony.spr	20				1	200000			1	0	equip	53		disguise_part_base	39	39	1	1	1	1																																																																5	1	8	0																																																									
Phụng Linh Y	Nữ	1	1	25	92	1	\image\item\equip\armor\fm_phunglinhy_s.spr	\image\item\equip\armor\fm_phunglinhy.spr	21				1	200000			1	0	equip		53	disguise_part_base	37	37	1	1	1	1																																																																5	1	8	1																																																									
Mực Ly Dục Cánh Khải	Nữ	1	1	25	93	1	\image\item\equip\armor\armor088_a1.spr	\image\item\equip\armor\armor088_a0.spr	21				1	50000			1	0	equip		56	disguise_part_base	61	61	1	1	1	1																																																																5	1	8	1																																																									
Mực Ly Bàn Cánh Giáp	Nam	1	1	25	94	1	\image\item\equip\armor\helm088_a1.spr	\image\item\equip\armor\helm088_a0.spr	20				1	50000			1	0	equip	56		disguise_part_base	61	61	1	1	1	1																																																																5	1	8	0																																																									
Kim Phụng Hoàng Hôn Y	Nữ	1	1	25	95	1	\image\item\equip\armor\armor060f_s.spr	\image\item\equip\armor\armor060f.spr	21				1	50000			1	0	equip		57	disguise_part_base	60	60	1	1	1	1																																																																5	1	8	1																																																									
Thần Long Đằng Vân Bào	Nam	1	1	25	96	1	\image\item\equip\armor\armor060m_s.spr	\image\item\equip\armor\armor060m.spr	20				1	50000			1	0	equip	57		disguise_part_base	60	60	1	1	1	1																																																																5	1	8	0																																																									
Liệt Thạch Thiết Y	Khoác	1	1	25	97	1	\image\item\equip\armor\armor059f_s.spr	\image\item\equip\armor\armor059f.spr	21				1	50000			1	0	equip		58	disguise_part_base	59	59	1	1	1	1																																																																5	1	8	1																																																									
Liệt Thạch Thiết Kim Bào	Khoác	1	1	25	98	1	\image\item\equip\armor\armor059m_s.spr	\image\item\equip\armor\armor059m.spr	20				1	50000			1	0	equip	58		disguise_part_base	59	59	1	1	1	1																																																																5	1	8	0																																																									
Nhã Thanh Hồ Điệp Y	Khoác	1	1	25	99	1	\image\item\equip\armor\armor058f_s.spr	\image\item\equip\armor\armor058f.spr	21				1	50000			1	0	equip		59	disguise_part_base	58	58	1	1	1	1																																																																5	1	8	1																																																									
Nhã Thanh Hồ Điệp Bào	Khoác	1	1	25	100	1	\image\item\equip\armor\armor058m_s.spr	\image\item\equip\armor\armor058m.spr	20				1	50000			1	0	equip	59		disguise_part_base	58	58	1	1	1	1																																																																5	1	8	0																																																									
Bạch Ngọc Bích Hà Y	Khoác	1	1	25	101	1	\image\item\equip\armor\armor057f_s.spr	\image\item\equip\armor\armor057f.spr	21				1	50000			1	0	equip		60	disguise_part_base	57	57	1	1	1	1																																																																5	1	8	1																																																									
Bạch Ngọc Bích Hà Bào	Khoác	1	1	25	102	1	\image\item\equip\armor\armor057m_s.spr	\image\item\equip\armor\armor057m.spr	20				1	50000			1	0	equip	60		disguise_part_base	57	57	1	1	1	1																																																																5	1	8	0																																																									
