Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Nón] Bích Long Dục Huyết Khôi	Nón	1	1	26	86	1	\image\item\equip\helm\ma_nonkimlong_s.spr	\image\item\equip\helm\ma_nonkimlong.spr	18				1	50000			1	0	equip	51		disguise_part_base	39	39	0	0	1	1																																																																5	1	8	0																																																									
[Nón] Bích Long Dục Huyết Thoa	Nón	1	1	26	87	1	\image\item\equip\helm\fm_nonkimlong_s.spr	\image\item\equip\helm\fm_nonkimlong.spr	19				1	50000			1	0	equip		51	disguise_part_base	37	37	0	0	1	1																																																																5	1	8	1																																																									
Lưu Ly Mực Uyên Kết	Nữ	1	1	26	88	1	\image\item\equip\helm\fm_luulyquan_s.spr	\image\item\equip\helm\fm_luulyquan.spr	19				1	50000			1	0	equip		55	disguise_part_base	64	64	0	0	1	1																																																																5	1	8	1																																																									
Lưu Ly Mực Uyên Quán	Nam	1	1	26	89	1	\image\item\equip\helm\ma_luulyquan_s.spr	\image\item\equip\helm\ma_luulyquan.spr	18				1	50000			1	0	equip	55		disguise_part_base	64	64	0	0	1	1																																																																5	1	8	0																																																									
Dục Cánh Phát Kết	Nữ	1	1	26	90	1	\image\item\equip\helm\fm_bichducquan_s.spr	\image\item\equip\helm\fm_bichducquan.spr	19				1	50000			1	0	equip		54	disguise_part_base	63	63	0	0	1	1																																																																5	1	8	1																																																									
Dục Cánh Phát Quán	Nam	1	1	26	91	1	\image\item\equip\helm\ma_bichducquan_s.spr	\image\item\equip\helm\ma_bichducquan.spr	18				1	50000			1	0	equip	54		disguise_part_base	63	63	0	0	1	1																																																																5	1	8	0																																																									
Phụng Linh Kết	Nữ	1	1	26	92	1	\image\item\equip\helm\fm_phunglinhket_s.spr	\image\item\equip\helm\fm_phunglinhket.spr	18				1	50000			1	0	equip		53	disguise_part_base	62	62	0	0	1	1																																																																5	1	8	1																																																									
Long Hồn Quán	Nam	1	1	26	93	1	\image\item\equip\helm\ma_longhonquan_s.spr	\image\item\equip\helm\ma_longhonquan.spr	18				1	50000			1	0	equip	53		disguise_part_base	62	62	0	0	1	1																																																																5	1	8	0																																																									
Mực Ly Dục Cánh Phát Kết	Nữ	1	1	26	94	1	\image\item\equip\helm\armor088_fa1.spr	\image\item\equip\helm\armor088_fa0.spr	19				1	50000			1	0	equip		56	disguise_part_base	63	63	0	0	1	1																																																																5	1	8	1																																																									
Mực Ly Bàn Cánh Phát Kết	Nam	1	1	26	95	1	\image\item\equip\helm\helm088_fa1.spr	\image\item\equip\helm\helm088_fa0.spr	18				1	50000			1	0	equip	56		disguise_part_base	63	63	0	0	1	1																																																																5	1	8	0																																																									
Kim Phụng Hoàng Hôn Kết	Nữ	1	1	26	96	1	\image\item\equip\helm\helm62f_s.spr	\image\item\equip\helm\helm62f.spr	18				1	50000			1	0	equip		57	disguise_part_base	62	62	0	0	1	1																																																																5	1	8	1																																																									
Thần Long Đằng Vân Quán	Nam	1	1	26	97	1	\image\item\equip\helm\helm62m_s.spr	\image\item\equip\helm\helm62m.spr	18				1	50000			1	0	equip	57		disguise_part_base	62	62	0	0	1	1																																																																5	1	8	0																																																									
Liệt Thạch Thiết Kết	Nón	1	1	26	98	1	\image\item\equip\helm\helm61f_s.spr	\image\item\equip\helm\helm61f.spr	18				1	50000			1	0	equip		58	disguise_part_base	61	61	0	0	1	1																																																																5	1	8	1																																																									
Liệt Thạch Thiết Quán	Nón	1	1	26	99	1	\image\item\equip\helm\helm61m_s.spr	\image\item\equip\helm\helm61m.spr	18				1	50000			1	0	equip	58		disguise_part_base	61	61	0	0	1	1																																																																5	1	8	0																																																									
Nhã Thanh Hồ Điệp Trâm	Nón	1	1	26	100	1	\image\item\equip\helm\helm60f_s.spr	\image\item\equip\helm\helm60f.spr	18				1	50000			1	0	equip		59	disguise_part_base	60	60	0	0	1	1																																																																5	1	8	1																																																									
Nhã Thanh Hồ Điệp Kết	Nón	1	1	26	101	1	\image\item\equip\helm\helm60m_s.spr	\image\item\equip\helm\helm60m.spr	18				1	50000			1	0	equip	59		disguise_part_base	60	60	0	0	1	1																																																																5	1	8	0																																																									
Bạch Ngọc Bích Hà Trâm	Nón	1	1	26	102	1	\image\item\equip\helm\helm59f_s.spr	\image\item\equip\helm\helm59f.spr	19				1	50000			1	0	equip		60	disguise_part_base	59	59	0	0	1	1																																																																5	1	8	1																																																									
Bạch Ngọc Bích Hà Kết	Nón	1	1	26	103	1	\image\item\equip\helm\helm59m_s.spr	\image\item\equip\helm\helm59m.spr	18				1	50000			1	0	equip	60		disguise_part_base	59	59	0	0	1	1																																																																5	1	8	0																																																									
