Name	Id	Genre	DetailType	ParticularType	Level	Series	Bind	ReputeCamp	ReputeClass	ReputeLevel	OfficialLevel	TradeLog	honor	timeout	tongfund	tongenergy	fightpowerrank	goodsindex	goodsprice	valuecoinindex	valuecoinprice
Trang bị xanh_Long Ngư Bội cho tất cả hệ phái hệ Thổ	1309	2	11	558	5	0	1	1	1	3											
Trang bị xanh_Nhạn Hành Bội cho tất cả hệ phái hệ Thổ	1310	2	11	559	6	0	1	1	1	4											
Trang bị xanh_Câu Vân Bội cho tất cả hệ phái hệ Thổ	1311	2	11	560	7	0	1	1	1	5											
Trang bị xanh_Long Thủ Bội cho tất cả hệ phái hệ Thổ	1312	2	11	561	8	0	1	1	1	6											
Trang bị xanh_Côn Bằng Bội cho tất cả hệ phái hệ Thổ	1313	2	11	562	9	0	1	1	1	7											
Trang bị xanh_Bắc Minh Bội cho tất cả hệ phái hệ Thổ	1314	2	11	563	10	0	1	1	1	8											
Trang bị xanh_Lan Hoa Hương Nang cho tất cả hệ phái hệ Thổ	1315	2	11	564	4	0	1	1	1	2											
Trang bị xanh_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Thổ	1316	2	11	565	5	0	1	1	1	3											
Trang bị xanh_Tử Tô Hương Nang cho tất cả hệ phái hệ Thổ	1317	2	11	566	6	0	1	1	1	4											
Trang bị xanh_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Thổ	1318	2	11	567	7	0	1	1	1	5											
Trang bị xanh_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Thổ	1319	2	11	568	8	0	1	1	1	6											
Trang bị xanh_Già Nam Hương Nang cho tất cả hệ phái hệ Thổ	1320	2	11	569	9	0	1	1	1	7											
Trang bị xanh_Long Diên Hương Nang cho tất cả hệ phái hệ Thổ	1321	2	11	570	10	0	1	1	1	8											
Trang bị tím PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Kim	1322	2	11	571	4	0	1	1	1	3											
Trang bị tím PVP_Long Ngư Bội cho tất cả hệ phái hệ Kim	1323	2	11	572	5	0	1	1	1	4											
Trang bị tím PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Kim	1324	2	11	573	6	0	1	1	1	5											
Trang bị tím PVP_Câu Vân Bội cho tất cả hệ phái hệ Kim	1325	2	11	574	7	0	1	1	1	6											
Trang bị tím PVP_Long Thủ Bội cho tất cả hệ phái hệ Kim	1326	2	11	575	8	0	1	1	1	7											
Trang bị tím PVP_Côn Bằng Bội cho tất cả hệ phái hệ Kim	1327	2	11	576	9	0	1	1	1	8											
Trang bị tím PVP_Bắc Minh Bội cho tất cả hệ phái hệ Kim	1328	2	11	577	10	0	1	1	1	9											
Trang bị tím PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Kim	1329	2	11	578	4	0	1	1	1	3											
Trang bị tím PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Kim	1330	2	11	579	5	0	1	1	1	4											
Trang bị tím PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Kim	1331	2	11	580	6	0	1	1	1	5											
Trang bị tím PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Kim	1332	2	11	581	7	0	1	1	1	6											
Trang bị tím PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Kim	1333	2	11	582	8	0	1	1	1	7											
Trang bị tím PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Kim	1334	2	11	583	9	0	1	1	1	8											
Trang bị tím PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Kim	1335	2	11	584	10	0	1	1	1	9											
Trang bị tím PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Mộc	1336	2	11	585	4	0	1	1	1	3											
Trang bị tím PVP_Long Ngư Bội cho tất cả hệ phái hệ Mộc	1337	2	11	586	5	0	1	1	1	4											
Trang bị tím PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Mộc	1338	2	11	587	6	0	1	1	1	5											
Trang bị tím PVP_Câu Vân Bội cho tất cả hệ phái hệ Mộc	1339	2	11	588	7	0	1	1	1	6											
Trang bị tím PVP_Long Thủ Bội cho tất cả hệ phái hệ Mộc	1340	2	11	589	8	0	1	1	1	7											
Trang bị tím PVP_Côn Bằng Bội cho tất cả hệ phái hệ Mộc	1341	2	11	590	9	0	1	1	1	8											
Trang bị tím PVP_Bắc Minh Bội cho tất cả hệ phái hệ Mộc	1342	2	11	591	10	0	1	1	1	9											
Trang bị tím PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Mộc	1343	2	11	592	4	0	1	1	1	3											
Trang bị tím PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Mộc	1344	2	11	593	5	0	1	1	1	4											
Trang bị tím PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Mộc	1345	2	11	594	6	0	1	1	1	5											
Trang bị tím PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Mộc	1346	2	11	595	7	0	1	1	1	6											
Trang bị tím PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Mộc	1347	2	11	596	8	0	1	1	1	7											
Trang bị tím PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Mộc	1348	2	11	597	9	0	1	1	1	8											
Trang bị tím PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Mộc	1349	2	11	598	10	0	1	1	1	9											
Trang bị tím PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Thủy	1350	2	11	599	4	0	1	1	1	3											
Trang bị tím PVP_Long Ngư Bội cho tất cả hệ phái hệ Thủy	1351	2	11	600	5	0	1	1	1	4											
Trang bị tím PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Thủy	1352	2	11	601	6	0	1	1	1	5											
Trang bị tím PVP_Câu Vân Bội cho tất cả hệ phái hệ Thủy	1353	2	11	602	7	0	1	1	1	6											
Trang bị tím PVP_Long Thủ Bội cho tất cả hệ phái hệ Thủy	1354	2	11	603	8	0	1	1	1	7											
Trang bị tím PVP_Côn Bằng Bội cho tất cả hệ phái hệ Thủy	1355	2	11	604	9	0	1	1	1	8											
Trang bị tím PVP_Bắc Minh Bội cho tất cả hệ phái hệ Thủy	1356	2	11	605	10	0	1	1	1	9											
Trang bị tím PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Thủy	1357	2	11	606	4	0	1	1	1	3											
Trang bị tím PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Thủy	1358	2	11	607	5	0	1	1	1	4											
Trang bị tím PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Thủy	1359	2	11	608	6	0	1	1	1	5											
Trang bị tím PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Thủy	1360	2	11	609	7	0	1	1	1	6											
Trang bị tím PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Thủy	1361	2	11	610	8	0	1	1	1	7											
Trang bị tím PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Thủy	1362	2	11	611	9	0	1	1	1	8											
Trang bị tím PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Thủy	1363	2	11	612	10	0	1	1	1	9											
Trang bị tím PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Hỏa	1364	2	11	613	4	0	1	1	1	3											
Trang bị tím PVP_Long Ngư Bội cho tất cả hệ phái hệ Hỏa	1365	2	11	614	5	0	1	1	1	4											
Trang bị tím PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Hỏa	1366	2	11	615	6	0	1	1	1	5											
Trang bị tím PVP_Câu Vân Bội cho tất cả hệ phái hệ Hỏa	1367	2	11	616	7	0	1	1	1	6											
Trang bị tím PVP_Long Thủ Bội cho tất cả hệ phái hệ Hỏa	1368	2	11	617	8	0	1	1	1	7											
Trang bị tím PVP_Côn Bằng Bội cho tất cả hệ phái hệ Hỏa	1369	2	11	618	9	0	1	1	1	8											
Trang bị tím PVP_Bắc Minh Bội cho tất cả hệ phái hệ Hỏa	1370	2	11	619	10	0	1	1	1	9											
Trang bị tím PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Hỏa	1371	2	11	620	4	0	1	1	1	3											
Trang bị tím PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Hỏa	1372	2	11	621	5	0	1	1	1	4											
Trang bị tím PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Hỏa	1373	2	11	622	6	0	1	1	1	5											
Trang bị tím PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Hỏa	1374	2	11	623	7	0	1	1	1	6											
Trang bị tím PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Hỏa	1375	2	11	624	8	0	1	1	1	7											
Trang bị tím PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Hỏa	1376	2	11	625	9	0	1	1	1	8											
Trang bị tím PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Hỏa	1377	2	11	626	10	0	1	1	1	9											
Trang bị tím PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Thổ	1378	2	11	627	4	0	1	1	1	3											
Trang bị tím PVP_Long Ngư Bội cho tất cả hệ phái hệ Thổ	1379	2	11	628	5	0	1	1	1	4											
Trang bị tím PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Thổ	1380	2	11	629	6	0	1	1	1	5											
Trang bị tím PVP_Câu Vân Bội cho tất cả hệ phái hệ Thổ	1381	2	11	630	7	0	1	1	1	6											
Trang bị tím PVP_Long Thủ Bội cho tất cả hệ phái hệ Thổ	1382	2	11	631	8	0	1	1	1	7											
Trang bị tím PVP_Côn Bằng Bội cho tất cả hệ phái hệ Thổ	1383	2	11	632	9	0	1	1	1	8											
Trang bị tím PVP_Bắc Minh Bội cho tất cả hệ phái hệ Thổ	1384	2	11	633	10	0	1	1	1	9											
Trang bị tím PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Thổ	1385	2	11	634	4	0	1	1	1	3											
Trang bị tím PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Thổ	1386	2	11	635	5	0	1	1	1	4											
Trang bị tím PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Thổ	1387	2	11	636	6	0	1	1	1	5											
Trang bị tím PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Thổ	1388	2	11	637	7	0	1	1	1	6											
Trang bị tím PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Thổ	1389	2	11	638	8	0	1	1	1	7											
Trang bị tím PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Thổ	1390	2	11	639	9	0	1	1	1	8											
Trang bị tím PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Thổ	1391	2	11	640	10	0	1	1	1	9											
Trang bị cam PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Kim	1392	2	11	641	4	0	1	1	1	4											
Trang bị cam PVP_Long Ngư Bội cho tất cả hệ phái hệ Kim	1393	2	11	642	5	0	1	1	1	5											
Trang bị cam PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Kim	1394	2	11	643	6	0	1	1	1	6											
Trang bị cam PVP_Câu Vân Bội cho tất cả hệ phái hệ Kim	1395	2	11	644	7	0	1	1	1	7											
Trang bị cam PVP_Long Thủ Bội cho tất cả hệ phái hệ Kim	1396	2	11	645	8	0	1	1	1	8											
Trang bị cam PVP_Côn Bằng Bội cho tất cả hệ phái hệ Kim	1397	2	11	646	9	0	1	1	1	9											
Trang bị cam PVP_Bắc Minh Bội cho tất cả hệ phái hệ Kim	1398	2	11	647	10	0	1	1	1	10											
Trang bị cam PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Kim	1399	2	11	648	4	0	1	1	1	4											
Trang bị cam PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Kim	1400	2	11	649	5	0	1	1	1	5											
Trang bị cam PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Kim	1401	2	11	650	6	0	1	1	1	6											
Trang bị cam PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Kim	1402	2	11	651	7	0	1	1	1	7											
Trang bị cam PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Kim	1403	2	11	652	8	0	1	1	1	8											
Trang bị cam PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Kim	1404	2	11	653	9	0	1	1	1	9											
Trang bị cam PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Kim	1405	2	11	654	10	0	1	1	1	10											
Trang bị cam PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Mộc	1406	2	11	655	4	0	1	1	1	4											
Trang bị cam PVP_Long Ngư Bội cho tất cả hệ phái hệ Mộc	1407	2	11	656	5	0	1	1	1	5											
Trang bị cam PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Mộc	1408	2	11	657	6	0	1	1	1	6											
Trang bị cam PVP_Câu Vân Bội cho tất cả hệ phái hệ Mộc	1409	2	11	658	7	0	1	1	1	7											
Trang bị cam PVP_Long Thủ Bội cho tất cả hệ phái hệ Mộc	1410	2	11	659	8	0	1	1	1	8											
Trang bị cam PVP_Côn Bằng Bội cho tất cả hệ phái hệ Mộc	1411	2	11	660	9	0	1	1	1	9											
Trang bị cam PVP_Bắc Minh Bội cho tất cả hệ phái hệ Mộc	1412	2	11	661	10	0	1	1	1	10											
Trang bị cam PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Mộc	1413	2	11	662	4	0	1	1	1	4											
Trang bị cam PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Mộc	1414	2	11	663	5	0	1	1	1	5											
Trang bị cam PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Mộc	1415	2	11	664	6	0	1	1	1	6											
Trang bị cam PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Mộc	1416	2	11	665	7	0	1	1	1	7											
Trang bị cam PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Mộc	1417	2	11	666	8	0	1	1	1	8											
Trang bị cam PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Mộc	1418	2	11	667	9	0	1	1	1	9											
Trang bị cam PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Mộc	1419	2	11	668	10	0	1	1	1	10											
Trang bị cam PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Thủy	1420	2	11	669	4	0	1	1	1	4											
Trang bị cam PVP_Long Ngư Bội cho tất cả hệ phái hệ Thủy	1421	2	11	670	5	0	1	1	1	5											
Trang bị cam PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Thủy	1422	2	11	671	6	0	1	1	1	6											
Trang bị cam PVP_Câu Vân Bội cho tất cả hệ phái hệ Thủy	1423	2	11	672	7	0	1	1	1	7											
Trang bị cam PVP_Long Thủ Bội cho tất cả hệ phái hệ Thủy	1424	2	11	673	8	0	1	1	1	8											
Trang bị cam PVP_Côn Bằng Bội cho tất cả hệ phái hệ Thủy	1425	2	11	674	9	0	1	1	1	9											
Trang bị cam PVP_Bắc Minh Bội cho tất cả hệ phái hệ Thủy	1426	2	11	675	10	0	1	1	1	10											
Trang bị cam PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Thủy	1427	2	11	676	4	0	1	1	1	4											
Trang bị cam PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Thủy	1428	2	11	677	5	0	1	1	1	5											
Trang bị cam PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Thủy	1429	2	11	678	6	0	1	1	1	6											
Trang bị cam PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Thủy	1430	2	11	679	7	0	1	1	1	7											
Trang bị cam PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Thủy	1431	2	11	680	8	0	1	1	1	8											
Trang bị cam PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Thủy	1432	2	11	681	9	0	1	1	1	9											
Trang bị cam PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Thủy	1433	2	11	682	10	0	1	1	1	10											
Trang bị cam PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Hỏa	1434	2	11	683	4	0	1	1	1	4											
Trang bị cam PVP_Long Ngư Bội cho tất cả hệ phái hệ Hỏa	1435	2	11	684	5	0	1	1	1	5											
Trang bị cam PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Hỏa	1436	2	11	685	6	0	1	1	1	6											
Trang bị cam PVP_Câu Vân Bội cho tất cả hệ phái hệ Hỏa	1437	2	11	686	7	0	1	1	1	7											
Trang bị cam PVP_Long Thủ Bội cho tất cả hệ phái hệ Hỏa	1438	2	11	687	8	0	1	1	1	8											
Trang bị cam PVP_Côn Bằng Bội cho tất cả hệ phái hệ Hỏa	1439	2	11	688	9	0	1	1	1	9											
Trang bị cam PVP_Bắc Minh Bội cho tất cả hệ phái hệ Hỏa	1440	2	11	689	10	0	1	1	1	10											
Trang bị cam PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Hỏa	1441	2	11	690	4	0	1	1	1	4											
Trang bị cam PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Hỏa	1442	2	11	691	5	0	1	1	1	5											
Trang bị cam PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Hỏa	1443	2	11	692	6	0	1	1	1	6											
Trang bị cam PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Hỏa	1444	2	11	693	7	0	1	1	1	7											
Trang bị cam PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Hỏa	1445	2	11	694	8	0	1	1	1	8											
Trang bị cam PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Hỏa	1446	2	11	695	9	0	1	1	1	9											
Trang bị cam PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Hỏa	1447	2	11	696	10	0	1	1	1	10											
Trang bị cam PVP_Ngọc Thiền Bội cho tất cả hệ phái hệ Thổ	1448	2	11	697	4	0	1	1	1	4											
Trang bị cam PVP_Long Ngư Bội cho tất cả hệ phái hệ Thổ	1449	2	11	698	5	0	1	1	1	5											
Trang bị cam PVP_Nhạn Hành Bội cho tất cả hệ phái hệ Thổ	1450	2	11	699	6	0	1	1	1	6											
Trang bị cam PVP_Câu Vân Bội cho tất cả hệ phái hệ Thổ	1451	2	11	700	7	0	1	1	1	7											
Trang bị cam PVP_Long Thủ Bội cho tất cả hệ phái hệ Thổ	1452	2	11	701	8	0	1	1	1	8											
Trang bị cam PVP_Côn Bằng Bội cho tất cả hệ phái hệ Thổ	1453	2	11	702	9	0	1	1	1	9											
Trang bị cam PVP_Bắc Minh Bội cho tất cả hệ phái hệ Thổ	1454	2	11	703	10	0	1	1	1	10											
Trang bị cam PVP_Lan Hoa Hương Nang cho tất cả hệ phái hệ Thổ	1455	2	11	704	4	0	1	1	1	4											
Trang bị cam PVP_Hợp Hoan Hương Nang cho tất cả hệ phái hệ Thổ	1456	2	11	705	5	0	1	1	1	5											
Trang bị cam PVP_Tử Tô Hương Nang cho tất cả hệ phái hệ Thổ	1457	2	11	706	6	0	1	1	1	6											
Trang bị cam PVP_Trầm Đàn Hương Nang cho tất cả hệ phái hệ Thổ	1458	2	11	707	7	0	1	1	1	7											
Trang bị cam PVP_Tiên Xạ Hương Nang cho tất cả hệ phái hệ Thổ	1459	2	11	708	8	0	1	1	1	8											
Trang bị cam PVP_Già Nam Hương Nang cho tất cả hệ phái hệ Thổ	1460	2	11	709	9	0	1	1	1	9											
Trang bị cam PVP_Long Diên Hương Nang cho tất cả hệ phái hệ Thổ	1461	2	11	710	10	0	1	1	1	10											
Trang bị xanh_Giáp Lam Thúc Yêu cho tất cả hệ phái hệ Kim	1462	2	8	501	6	0	1	2	1	2											
Trang bị xanh_Đông Hải Thúc Yêu cho tất cả hệ phái hệ Kim	1463	2	8	502	7	0	1	2	1	3											
Trang bị xanh_Ngọa Hổ Thúc Yêu cho tất cả hệ phái hệ Kim	1464	2	8	503	8	0	1	2	1	4											
Trang bị xanh_Long Bàn Thúc Yêu cho tất cả hệ phái hệ Kim	1465	2	8	504	9	0	1	2	2	2											
Trang bị xanh_Võ Hầu Thúc Đái cho tất cả hệ phái hệ Kim	1466	2	8	505	10	0	1	2	2	3											
Trang bị xanh_Bạc Yên Ngọc Đái cho tất cả hệ phái hệ Kim	1467	2	8	506	6	0	1	2	1	2											
Trang bị xanh_Mẫu Đơn Ngọc Đái cho tất cả hệ phái hệ Kim	1468	2	8	507	7	0	1	2	1	3											
Trang bị xanh_Ngạo Mai Ngọc Đái cho tất cả hệ phái hệ Kim	1469	2	8	508	8	0	1	2	1	4											
Trang bị xanh_Lương Cúc Ngọc Đái cho tất cả hệ phái hệ Kim	1470	2	8	509	9	0	1	2	2	2											
Trang bị xanh_Việt Nữ Ngọc Đái cho tất cả hệ phái hệ Kim	1471	2	8	510	10	0	1	2	2	3											
Trang bị xanh_Giáp Lam Thúc Yêu cho tất cả hệ phái hệ Mộc	1472	2	8	511	6	0	1	2	1	2											
Trang bị xanh_Đông Hải Thúc Yêu cho tất cả hệ phái hệ Mộc	1473	2	8	512	7	0	1	2	1	3											
Trang bị xanh_Ngọa Hổ Thúc Yêu cho tất cả hệ phái hệ Mộc	1474	2	8	513	8	0	1	2	1	4											
Trang bị xanh_Long Bàn Thúc Yêu cho tất cả hệ phái hệ Mộc	1475	2	8	514	9	0	1	2	2	2											
Trang bị xanh_Võ Hầu Thúc Đái cho tất cả hệ phái hệ Mộc	1476	2	8	515	10	0	1	2	2	3											
Trang bị xanh_Bạc Yên Ngọc Đái cho tất cả hệ phái hệ Mộc	1477	2	8	516	6	0	1	2	1	2											
Trang bị xanh_Mẫu Đơn Ngọc Đái cho tất cả hệ phái hệ Mộc	1478	2	8	517	7	0	1	2	1	3											
Trang bị xanh_Ngạo Mai Ngọc Đái cho tất cả hệ phái hệ Mộc	1479	2	8	518	8	0	1	2	1	4											
Trang bị xanh_Lương Cúc Ngọc Đái cho tất cả hệ phái hệ Mộc	1480	2	8	519	9	0	1	2	2	2											
Trang bị xanh_Việt Nữ Ngọc Đái cho tất cả hệ phái hệ Mộc	1481	2	8	520	10	0	1	2	2	3											
Trang bị xanh_Giáp Lam Thúc Yêu cho tất cả hệ phái hệ Thủy	1482	2	8	521	6	0	1	2	1	2											
Trang bị xanh_Đông Hải Thúc Yêu cho tất cả hệ phái hệ Thủy	1483	2	8	522	7	0	1	2	1	3											
Trang bị xanh_Ngọa Hổ Thúc Yêu cho tất cả hệ phái hệ Thủy	1484	2	8	523	8	0	1	2	1	4											
Trang bị xanh_Long Bàn Thúc Yêu cho tất cả hệ phái hệ Thủy	1485	2	8	524	9	0	1	2	2	2											
Trang bị xanh_Võ Hầu Thúc Đái cho tất cả hệ phái hệ Thủy	1486	2	8	525	10	0	1	2	2	3											
Trang bị xanh_Bạc Yên Ngọc Đái cho tất cả hệ phái hệ Thủy	1487	2	8	526	6	0	1	2	1	2											
Trang bị xanh_Mẫu Đơn Ngọc Đái cho tất cả hệ phái hệ Thủy	1488	2	8	527	7	0	1	2	1	3											
Trang bị xanh_Ngạo Mai Ngọc Đái cho tất cả hệ phái hệ Thủy	1489	2	8	528	8	0	1	2	1	4											
Trang bị xanh_Lương Cúc Ngọc Đái cho tất cả hệ phái hệ Thủy	1490	2	8	529	9	0	1	2	2	2											
Trang bị xanh_Việt Nữ Ngọc Đái cho tất cả hệ phái hệ Thủy	1491	2	8	530	10	0	1	2	2	3											
Trang bị xanh_Giáp Lam Thúc Yêu cho tất cả hệ phái hệ Hỏa	1492	2	8	531	6	0	1	2	1	2											
Trang bị xanh_Đông Hải Thúc Yêu cho tất cả hệ phái hệ Hỏa	1493	2	8	532	7	0	1	2	1	3											
Trang bị xanh_Ngọa Hổ Thúc Yêu cho tất cả hệ phái hệ Hỏa	1494	2	8	533	8	0	1	2	1	4											
Trang bị xanh_Long Bàn Thúc Yêu cho tất cả hệ phái hệ Hỏa	1495	2	8	534	9	0	1	2	2	2											
Trang bị xanh_Võ Hầu Thúc Đái cho tất cả hệ phái hệ Hỏa	1496	2	8	535	10	0	1	2	2	3											
Trang bị xanh_Bạc Yên Ngọc Đái cho tất cả hệ phái hệ Hỏa	1497	2	8	536	6	0	1	2	1	2											
Trang bị xanh_Mẫu Đơn Ngọc Đái cho tất cả hệ phái hệ Hỏa	1498	2	8	537	7	0	1	2	1	3											
Trang bị xanh_Ngạo Mai Ngọc Đái cho tất cả hệ phái hệ Hỏa	1499	2	8	538	8	0	1	2	1	4											
Trang bị xanh_Lương Cúc Ngọc Đái cho tất cả hệ phái hệ Hỏa	1500	2	8	539	9	0	1	2	2	2											
Trang bị xanh_Việt Nữ Ngọc Đái cho tất cả hệ phái hệ Hỏa	1501	2	8	540	10	0	1	2	2	3											
Trang bị xanh_Giáp Lam Thúc Yêu cho tất cả hệ phái hệ Thổ	1502	2	8	541	6	0	1	2	1	2											
Trang bị xanh_Đông Hải Thúc Yêu cho tất cả hệ phái hệ Thổ	1503	2	8	542	7	0	1	2	1	3											
Trang bị xanh_Ngọa Hổ Thúc Yêu cho tất cả hệ phái hệ Thổ	1504	2	8	543	8	0	1	2	1	4											
Trang bị xanh_Long Bàn Thúc Yêu cho tất cả hệ phái hệ Thổ	1505	2	8	544	9	0	1	2	2	2											
Trang bị xanh_Võ Hầu Thúc Đái cho tất cả hệ phái hệ Thổ	1506	2	8	545	10	0	1	2	2	3											
Trang bị xanh_Bạc Yên Ngọc Đái cho tất cả hệ phái hệ Thổ	1507	2	8	546	6	0	1	2	1	2											
Trang bị xanh_Mẫu Đơn Ngọc Đái cho tất cả hệ phái hệ Thổ	1508	2	8	547	7	0	1	2	1	3											
Trang bị xanh_Ngạo Mai Ngọc Đái cho tất cả hệ phái hệ Thổ	1509	2	8	548	8	0	1	2	1	4											
Trang bị xanh_Lương Cúc Ngọc Đái cho tất cả hệ phái hệ Thổ	1510	2	8	549	9	0	1	2	2	2											
Trang bị xanh_Việt Nữ Ngọc Đái cho tất cả hệ phái hệ Thổ	1511	2	8	550	10	0	1	2	2	3											
Trang bị tím PVP_Giáp Lam Thúc Yêu cho tất cả hệ phái hệ Kim	1512	2	8	551	6	0	1	2	1	3											
Trang bị tím PVP_Đông Hải Thúc Yêu cho tất cả hệ phái hệ Kim	1513	2	8	552	7	0	1	2	1	4											
Trang bị tím PVP_Ngọa Hổ Thúc Yêu cho tất cả hệ phái hệ Kim	1514	2	8	553	8	0	1	2	1	5											
Trang bị tím PVP_Long Bàn Thúc Yêu cho tất cả hệ phái hệ Kim	1515	2	8	554	9	0	1	2	2	3											
Trang bị tím PVP_Võ Hầu Thúc Đái cho tất cả hệ phái hệ Kim	1516	2	8	555	10	0	1	2	2	4											
Trang bị tím PVP_Bạc Yên Ngọc Đái cho tất cả hệ phái hệ Kim	1517	2	8	556	6	0	1	2	1	3											
Trang bị tím PVP_Mẫu Đơn Ngọc Đái cho tất cả hệ phái hệ Kim	1518	2	8	557	7	0	1	2	1	4											
Trang bị tím PVP_Ngạo Mai Ngọc Đái cho tất cả hệ phái hệ Kim	1519	2	8	558	8	0	1	2	1	5											
Trang bị tím PVP_Lương Cúc Ngọc Đái cho tất cả hệ phái hệ Kim	1520	2	8	559	9	0	1	2	2	3											
Trang bị tím PVP_Việt Nữ Ngọc Đái cho tất cả hệ phái hệ Kim	1521	2	8	560	10	0	1	2	2	4											
Trang bị tím PVP_Giáp Lam Thúc Yêu cho tất cả hệ phái hệ Mộc	1522	2	8	561	6	0	1	2	1	3											
Trang bị tím PVP_Đông Hải Thúc Yêu cho tất cả hệ phái hệ Mộc	1523	2	8	562	7	0	1	2	1	4											
Trang bị tím PVP_Ngọa Hổ Thúc Yêu cho tất cả hệ phái hệ Mộc	1524	2	8	563	8	0	1	2	1	5											
Trang bị tím PVP_Long Bàn Thúc Yêu cho tất cả hệ phái hệ Mộc	1525	2	8	564	9	0	1	2	2	3											
