Id	MapId	Type	Point_x	Point_y	Content
20	20	2	261	228	\image\ui\001a\minimap\yellowpoint.spr
21	20	1	242	194	Tiệm Phòng Cụ Môn Phái
22	20	2	242	205	\image\ui\001a\minimap\yellowpoint.spr
23	20	1	328	186	Tiệm Thuốc Môn Phái
24	20	2	328	198	\image\ui\001a\minimap\yellowpoint.spr
25	20	1	194	214	Tạp Hóa Môn Phái
26	20	2	204	226	\image\ui\001a\minimap\yellowpoint.spr
27	20	1	434	258	Long Tuyền Thôn
28	20	2	434	272	\image\ui\001a\minimap\icon_northeast.spr
29	20	1	85	277	Bộ Lạc Nam Di [cấp 25]
30	20	2	83	291	\image\ui\001a\minimap\icon_southwest.spr
1	21	1	389	227	Đậu Hạo
2	21	2	389	239	\image\ui\001a\minimap\yellowpoint.spr
3	21	1	524	242	Chu Tốn
4	21	2	524	254	\image\ui\001a\minimap\yellowpoint.spr
5	21	1	360	168	Điệp Nhiên
6	21	2	360	180	\image\ui\001a\minimap\yellowpoint.spr
7	21	1	375	314	Triệu Thịnh
8	21	2	375	326	\image\ui\001a\minimap\yellowpoint.spr
9	21	1	240	258	Lục Toàn
10	21	2	240	270	\image\ui\001a\minimap\yellowpoint.spr
11	21	1	98	322	Cổ Lãng Dữ [cấp 115]
12	21	2	98	336	\image\ui\001a\minimap\icon_northwest.spr
13	21	1	130	92	Long Tuyền Thôn
14	21	2	130	106	\image\ui\001a\minimap\icon_northwest.spr
1	22	1	383	181	Bang chủ Dương Thiết Tâm
2	22	2	382	193	\image\ui\001a\minimap\yellowpoint.spr
3	22	1	210	162	Quý Thúc Ban
4	22	2	210	174	\image\ui\001a\minimap\yellowpoint.spr
5	22	1	77	228	Lâu Nhất Quan
6	22	2	77	240	\image\ui\001a\minimap\yellowpoint.spr
7	22	1	351	327	Bùi Dực Phi
8	22	2	351	339	\image\ui\001a\minimap\yellowpoint.spr
9	22	1	472	259	Hùng Đỉnh
10	22	2	472	271	\image\ui\001a\minimap\yellowpoint.spr
11	22	1	315	251	Thủ Khố
12	22	2	315	263	\image\ui\001a\minimap\yellowpoint.spr
13	22	1	268	231	Truyền Tống Môn Phái
14	22	2	268	243	\image\ui\001a\minimap\yellowpoint.spr
15	22	1	152	279	Tửu Lầu Môn Phái
16	22	2	164	291	\image\ui\001a\minimap\yellowpoint.spr
17	22	1	325	214	Tổng Quản Môn Phái
18	22	2	325	226	\image\ui\001a\minimap\yellowpoint.spr
19	22	1	211	301	Tiệm Bình Khí Môn Phái
20	22	2	213	313	\image\ui\001a\minimap\yellowpoint.spr
21	22	1	258	279	Tiệm Phòng Cụ Môn Phái
22	22	2	248	290	\image\ui\001a\minimap\yellowpoint.spr
23	22	1	176	267	Tiệm Thuốc Môn Phái
24	22	2	189	279	\image\ui\001a\minimap\yellowpoint.spr
25	22	1	232	262	Tạp Hóa Môn Phái
26	22	2	217	274	\image\ui\001a\minimap\yellowpoint.spr
27	22	1	105	393	Ba Lăng Huyện
28	22	2	105	407	\image\ui\001a\minimap\icon_northwest.spr
29	22	1	557	350	Thanh Loa Đảo [cấp 25]
30	22	2	557	364	\image\ui\001a\minimap\icon_northeast.spr
31	22	1	165	463	Tỏa Vân Uyên [cấp 105]
32	22	2	165	445	\image\ui\001a\minimap\icon_southeast.spr
1	23	1	458	212	Tiệm Binh Khí
2	23	2	454	224	\image\ui\001a\minimap\yellowpoint.spr
3	23	1	423	223	Tiệm Phòng Cụ
4	23	2	433	234	\image\ui\001a\minimap\yellowpoint.spr
5	23	1	382	253	Tiệm Trang Sức
6	23	2	390	265	\image\ui\001a\minimap\yellowpoint.spr
7	23	1	486	193	Tiệm Thuốc
8	23	2	486	205	\image\ui\001a\minimap\yellowpoint.spr
9	23	1	515	226	Tiệm Tạp Hóa
10	23	2	515	238	\image\ui\001a\minimap\yellowpoint.spr
11	23	1	533	246	Tửu Lầu
12	23	2	533	258	\image\ui\001a\minimap\yellowpoint.spr
13	23	1	482	282	Tiệm Gỗ
14	23	2	482	294	\image\ui\001a\minimap\yellowpoint.spr
15	23	1	424	265	Tiệm Da
16	23	2	412	277	\image\ui\001a\minimap\yellowpoint.spr
17	23	1	377	117	Dã Luyện Đại Ca
18	23	2	377	129	\image\ui\001a\minimap\yellowpoint.spr
19	23	1	460	239	Bao Vạn Đồng
20	23	2	455	251	\image\ui\001a\minimap\yellowpoint.spr
21	23	1	458	378	Diệp Chi Lâm
22	23	2	458	390	\image\ui\001a\minimap\yellowpoint.spr
23	23	1	324	256	Công Bình Tử
24	23	2	324	268	\image\ui\001a\minimap\yellowpoint.spr
25	23	1	618	178	Lễ Quan
26	23	2	618	190	\image\ui\001a\minimap\yellowpoint.spr
27	23	1	420	100	Thủ Khố
28	23	2	436	112	\image\ui\001a\minimap\yellowpoint.spr
29	23	1	456	83	Xa Phu
30	23	2	456	95	\image\ui\001a\minimap\yellowpoint.spr
31	23	1	340	152	Thủ Khố
32	23	2	330	164	\image\ui\001a\minimap\yellowpoint.spr
33	23	1	294	162	Xa Phu
34	23	2	298	174	\image\ui\001a\minimap\yellowpoint.spr
35	23	1	263	310	Thủ Khố
36	23	2	263	322	\image\ui\001a\minimap\yellowpoint.spr
37	23	1	310	313	Xa Phu
38	23	2	310	325	\image\ui\001a\minimap\yellowpoint.spr
39	23	1	580	324	Thủ Khố
40	23	2	580	336	\image\ui\001a\minimap\yellowpoint.spr
41	23	1	627	314	Xa Phu
42	23	2	627	326	\image\ui\001a\minimap\yellowpoint.spr
43	23	1	562	24	Long Môn Trấn
44	23	2	562	39	\image\ui\001a\minimap\icon_north.spr
45	23	1	185	448	Phục Ngưu Sơn [cấp 55]
46	23	2	185	462	\image\ui\001a\minimap\icon_south.spr
47	23	1	621	32	Thiên Nhẫn Giáo
48	23	2	618	47	\image\ui\001a\minimap\icon_northeast.spr
49	23	1	209	126	Thái Hành Cổ Kính [cấp 55]
50	23	2	209	140	\image\ui\001a\minimap\icon_northwest.spr
51	23	1	96	336	Long Môn Thạch Quật [cấp 85]
52	23	2	96	350	\image\ui\001a\minimap\icon_west.spr
53	23	1	74	402	Thiếu Lâm Phái
54	23	2	74	416	\image\ui\001a\minimap\icon_southwest.spr
55	23	1	557	214	Nha Dịch
56	23	2	557	226	\image\ui\001a\minimap\yellowpoint.spr
57	23	1	335	188	Bán Ngựa
58	23	2	335	200	\image\ui\001a\minimap\yellowpoint.spr
59	23	1	520	174	Gia Luật Sở Tài
60	23	2	520	186	\image\ui\001a\minimap\yellowpoint.spr
61	23	1	343	349	Chiêu Mộ Sứ (Tống)
62	23	2	343	361	\image\ui\001a\minimap\yellowpoint.spr
63	23	1	500	117	Đặc sứ Võ Lâm Minh Chủ
64	23	2	500	129	\image\ui\001a\minimap\yellowpoint.spr
65	23	1	436	318	Truyền tống Bạch Hổ Đường
66	23	2	436	330	\image\ui\001a\minimap\yellowpoint.spr
67	23	1	236	262	Tiền Trang
68	23	2	236	274	\image\ui\001a\minimap\yellowpoint.spr
69	23	1	645	251	Vân Du Tăng Nhân
70	23	2	645	263	\image\ui\001a\minimap\yellowpoint.spr
71	23	1	312	228	Tiếp Dẫn Ải Gia Tộc
72	23	2	312	240	\image\ui\001a\minimap\yellowpoint.spr
73	23	1	364	280	Thương Nhân Đặc Sản
74	23	2	364	292	\image\ui\001a\minimap\yellowpoint.spr
75	23	1	529	137	Chủ Thương Hội
76	23	2	529	149	\image\ui\001a\minimap\yellowpoint.spr
77	23	1	552	354	Sứ Giả Hoạt Động
78	23	2	552	366	\image\ui\001a\minimap\yellowpoint.spr
79	23	1	203	284	Thương Nhân Tiêu Dao
80	23	2	203	296	\image\ui\001a\minimap\yellowpoint.spr
81	23	1	600	228	Bổ Đầu Hình Bộ
82	23	2	600	240	\image\ui\001a\minimap\yellowpoint.spr
83	23	1	568	186	Quan Liên Đấu (sơ)
84	23	2	575	198	\image\ui\001a\minimap\yellowpoint.spr
85	23	1	370	216	Quan Liên Đấu (cao)
86	23	2	386	228	\image\ui\001a\minimap\yellowpoint.spr
87	23	1	163	306	Hướng Dẫn Tiêu Dao
88	23	2	202	306	\image\ui\001a\minimap\yellowpoint.spr
89	23	1	408	173	Phát Mãi Sư
90	23	2	408	185	\image\ui\001a\minimap\yellowpoint.spr
91	23	1	486	254	Quản lý Giao Dịch Đồng
92	23	2	481	266	\image\ui\001a\minimap\yellowpoint.spr
93	23	1	389	374	Quan Lãnh Thổ
94	23	2	389	386	\image\ui\001a\minimap\yellowpoint.spr
95	23	1	426	358	Bang Hội Liên Minh Sứ
96	23	2	426	370	\image\ui\001a\minimap\yellowpoint.spr
1	24	1	705	340	Tiệm Binh Khí
2	24	2	705	352	\image\ui\001a\minimap\yellowpoint.spr
3	24	1	758	316	Tiệm Phòng Cụ
4	24	2	758	328	\image\ui\001a\minimap\yellowpoint.spr
5	24	1	788	303	Tiệm Trang Sức
6	24	2	788	315	\image\ui\001a\minimap\yellowpoint.spr
7	24	1	826	303	Tiệm Thuốc
8	24	2	826	315	\image\ui\001a\minimap\yellowpoint.spr
9	24	1	855	315	Tiệm Tạp Hóa
10	24	2	851	327	\image\ui\001a\minimap\yellowpoint.spr
11	24	1	923	304	Tửu Lầu
12	24	2	923	316	\image\ui\001a\minimap\yellowpoint.spr
13	24	1	936	395	Tiệm Gỗ
14	24	2	936	407	\image\ui\001a\minimap\yellowpoint.spr
15	24	1	1010	435	Tiệm Da
16	24	2	1010	447	\image\ui\001a\minimap\yellowpoint.spr
17	24	1	696	204	Diệp Chi Lâm
18	24	2	696	216	\image\ui\001a\minimap\yellowpoint.spr
19	24	1	836	376	Bao Vạn Đồng
20	24	2	836	388	\image\ui\001a\minimap\yellowpoint.spr
21	24	1	673	154	Dã Luyện Đại Ca
22	24	2	673	166	\image\ui\001a\minimap\yellowpoint.spr
23	24	1	990	267	Công Bình Tử
24	24	2	990	279	\image\ui\001a\minimap\yellowpoint.spr
25	24	1	688	371	Lễ Quan
26	24	2	688	383	\image\ui\001a\minimap\yellowpoint.spr
27	24	1	1162	408	Thủ Khố
28	24	2	1162	420	\image\ui\001a\minimap\yellowpoint.spr
29	24	1	1134	424	Xa Phu
30	24	2	1134	436	\image\ui\001a\minimap\yellowpoint.spr
31	24	1	685	420	Thủ Khố
32	24	2	680	432	\image\ui\001a\minimap\yellowpoint.spr
33	24	1	635	421	Xa Phu
34	24	2	635	433	\image\ui\001a\minimap\yellowpoint.spr
35	24	1	577	204	Thủ Khố
36	24	2	577	216	\image\ui\001a\minimap\yellowpoint.spr
37	24	1	613	222	Xa Phu
38	24	2	613	234	\image\ui\001a\minimap\yellowpoint.spr
39	24	1	1085	201	Thủ Khố
40	24	2	1085	213	\image\ui\001a\minimap\yellowpoint.spr
41	24	1	1066	220	Xa Phu
42	24	2	1066	232	\image\ui\001a\minimap\yellowpoint.spr
43	24	1	786	384	Thủ Khố
44	24	2	796	396	\image\ui\001a\minimap\yellowpoint.spr
45	24	1	505	566	Đại Tán Quan [cấp 55]
46	24	2	505	580	\image\ui\001a\minimap\icon_south.spr
47	24	1	1270	153	Mê cung sa mạc [cấp 75]
48	24	2	1270	167	\image\ui\001a\minimap\icon_northeast.spr
49	24	1	405	55	Long Môn Trấn
50	24	2	405	69	\image\ui\001a\minimap\icon_northwest.spr
51	24	1	272	126	Côn Lôn Phái
52	24	2	272	140	\image\ui\001a\minimap\icon_west.spr
53	24	1	1184	582	Tây Hạ Nhất Phẩm Đường
54	24	2	1184	596	\image\ui\001a\minimap\icon_southeast.spr
55	24	1	1247	84	Cư Diên Trạch [cấp 65]
56	24	2	1247	98	\image\ui\001a\minimap\icon_northeast.spr
57	24	1	514	246	Bán Ngựa
58	24	2	514	258	\image\ui\001a\minimap\yellowpoint.spr
59	24	1	1077	334	Gia Luật Sở Tài
60	24	2	1077	346	\image\ui\001a\minimap\yellowpoint.spr
61	24	1	855	530	Chiêu Mộ Sứ (Tống)
62	24	2	855	542	\image\ui\001a\minimap\yellowpoint.spr
63	24	1	1075	415	Tiền Trang
64	24	2	1075	427	\image\ui\001a\minimap\yellowpoint.spr
65	24	1	832	146	Đặc sứ Võ Lâm Minh Chủ
66	24	2	832	158	\image\ui\001a\minimap\yellowpoint.spr
67	24	1	201	176	Vân Du Tăng Nhân
68	24	2	201	188	\image\ui\001a\minimap\yellowpoint.spr
69	24	1	925	242	Truyền tống Bạch Hổ Đường
70	24	2	925	254	\image\ui\001a\minimap\yellowpoint.spr
71	24	1	808	450	Tiếp Dẫn Ải Gia Tộc
72	24	2	808	462	\image\ui\001a\minimap\yellowpoint.spr
73	24	1	841	416	Thương Nhân Đặc Sản
74	24	2	841	428	\image\ui\001a\minimap\yellowpoint.spr
75	24	1	763	246	Chủ Thương Hội
76	24	2	763	258	\image\ui\001a\minimap\yellowpoint.spr
77	24	1	664	284	Sứ Giả Hoạt Động
78	24	2	664	296	\image\ui\001a\minimap\yellowpoint.spr
79	24	1	660	358	Bổ Đầu Hình Bộ
80	24	2	666	370	\image\ui\001a\minimap\yellowpoint.spr
81	24	1	1067	484	Quan Liên Đấu (sơ)
82	24	2	1067	496	\image\ui\001a\minimap\yellowpoint.spr
83	24	1	385	318	Quan Liên Đấu (cao)
84	24	2	385	330	\image\ui\001a\minimap\yellowpoint.spr
85	24	1	890	428	Phát Mãi Sư
86	24	2	890	440	\image\ui\001a\minimap\yellowpoint.spr
87	24	1	929	348	Quản lý Giao Dịch Đồng
88	24	2	929	360	\image\ui\001a\minimap\yellowpoint.spr
89	24	1	907	508	Quan Lãnh Thổ
90	24	2	907	520	\image\ui\001a\minimap\yellowpoint.spr
91	24	1	1034	289	Bang Hội Liên Minh Sứ
92	24	2	1034	301	\image\ui\001a\minimap\yellowpoint.spr
93	24	1	0	0	MariaOzawa
94	24	2	0	0	\image\ui\001a\minimap\yellowpoint.spr
1	25	1	499	278	Tiệm Binh Khí
2	25	2	499	290	\image\ui\001a\minimap\yellowpoint.spr
3	25	1	530	265	Tiệm Phòng Cụ
4	25	2	538	277	\image\ui\001a\minimap\yellowpoint.spr
5	25	1	566	257	Tiệm Trang Sức
6	25	2	561	269	\image\ui\001a\minimap\yellowpoint.spr
7	25	1	605	253	Tiệm Thuốc
8	25	2	605	265	\image\ui\001a\minimap\yellowpoint.spr
9	25	1	628	267	Tiệm Tạp Hóa
10	25	2	626	279	\image\ui\001a\minimap\yellowpoint.spr
11	25	1	667	293	Tửu Lầu
12	25	2	667	305	\image\ui\001a\minimap\yellowpoint.spr
13	25	1	687	218	Tiệm Gỗ
14	25	2	687	230	\image\ui\001a\minimap\yellowpoint.spr
15	25	1	740	198	Tiệm Da
16	25	2	740	210	\image\ui\001a\minimap\yellowpoint.spr
17	25	1	395	449	Dã Luyện Đại Ca
18	25	2	395	461	\image\ui\001a\minimap\yellowpoint.spr
19	25	1	661	356	Bao Vạn Đồng
20	25	2	661	368	\image\ui\001a\minimap\yellowpoint.spr
21	25	1	427	151	Diệp Chi Lâm
22	25	2	427	163	\image\ui\001a\minimap\yellowpoint.spr
23	25	1	419	331	Công Bình Tử
24	25	2	419	343	\image\ui\001a\minimap\yellowpoint.spr
25	25	1	605	191	Lễ Quan
26	25	2	605	203	\image\ui\001a\minimap\yellowpoint.spr
27	25	1	581	304	Thủ Khố
28	25	2	581	316	\image\ui\001a\minimap\yellowpoint.spr
29	25	1	770	171	Xa Phu
30	25	2	775	183	\image\ui\001a\minimap\yellowpoint.spr
31	25	1	818	169	Thủ Khố
32	25	2	808	181	\image\ui\001a\minimap\yellowpoint.spr
33	25	1	771	371	Xa Phu
34	25	2	771	383	\image\ui\001a\minimap\yellowpoint.spr
35	25	1	738	390	Thủ Khố
36	25	2	744	402	\image\ui\001a\minimap\yellowpoint.spr
37	25	1	417	359	Xa Phu
38	25	2	413	371	\image\ui\001a\minimap\yellowpoint.spr
39	25	1	364	350	Thủ Khố
40	25	2	372	362	\image\ui\001a\minimap\yellowpoint.spr
41	25	1	388	111	Xa Phu
42	25	2	388	123	\image\ui\001a\minimap\yellowpoint.spr
43	25	1	351	127	Thủ Khố
44	25	2	351	139	\image\ui\001a\minimap\yellowpoint.spr
45	25	1	266	450	Ba Lăng Huyện
46	25	2	266	464	\image\ui\001a\minimap\icon_southeast.spr
47	25	1	868	115	Vĩnh Lạc Trấn
48	25	2	870	129	\image\ui\001a\minimap\icon_northwest.spr
49	25	1	230	60	Võ Đang Phái
50	25	2	230	74	\image\ui\001a\minimap\icon_northwest.spr
51	25	1	190	101	Kiếm Môn Quan [cấp 85]
52	25	2	190	115	\image\ui\001a\minimap\icon_west.spr
53	25	1	818	457	Hán Thủy Cổ Độ [cấp 55]
54	25	2	822	471	\image\ui\001a\minimap\icon_southeast.spr
55	25	1	497	129	Bán Ngựa
56	25	2	497	141	\image\ui\001a\minimap\yellowpoint.spr
57	25	1	275	252	Gia Luật Sở Tài
58	25	2	275	264	\image\ui\001a\minimap\yellowpoint.spr
59	25	1	737	263	Chiêu Mộ Sứ (Tống)
60	25	2	737	275	\image\ui\001a\minimap\yellowpoint.spr
61	25	1	448	303	Đặc sứ Võ Lâm Minh Chủ
62	25	2	448	315	\image\ui\001a\minimap\yellowpoint.spr
63	25	1	510	388	Truyền tống Bạch Hổ Đường
64	25	2	510	400	\image\ui\001a\minimap\yellowpoint.spr
65	25	1	518	458	Vân Du Tăng Nhân
66	25	2	518	470	\image\ui\001a\minimap\yellowpoint.spr
67	25	1	342	218	Tiếp Dẫn Ải Gia Tộc
68	25	2	342	230	\image\ui\001a\minimap\yellowpoint.spr
69	25	1	456	362	Thương Nhân Đặc Sản
70	25	2	456	374	\image\ui\001a\minimap\yellowpoint.spr
71	25	1	518	194	Chủ Thương Hội
72	25	2	518	206	\image\ui\001a\minimap\yellowpoint.spr
73	25	1	523	348	Sứ Giả Hoạt Động
74	25	2	523	360	\image\ui\001a\minimap\yellowpoint.spr
75	25	1	566	213	Bổ Đầu Hình Bộ
76	25	2	566	225	\image\ui\001a\minimap\yellowpoint.spr
77	25	1	810	212	Quan Liên Đấu (sơ)
78	25	2	794	224	\image\ui\001a\minimap\yellowpoint.spr
79	25	1	414	236	Quan Liên Đấu (cao)
80	25	2	414	248	\image\ui\001a\minimap\yellowpoint.spr
81	25	1	838	352	Tiền Trang
82	25	2	838	364	\image\ui\001a\minimap\yellowpoint.spr
83	25	1	412	398	Phát Mãi Sư
84	25	2	412	410	\image\ui\001a\minimap\yellowpoint.spr
85	25	1	623	325	Quản lý Giao Dịch Đồng
86	25	2	623	337	\image\ui\001a\minimap\yellowpoint.spr
87	25	1	800	286	Quan Lãnh Thổ
88	25	2	800	298	\image\ui\001a\minimap\yellowpoint.spr
89	25	1	842	317	Bang Hội Liên Minh Sứ
90	25	2	842	329	\image\ui\001a\minimap\yellowpoint.spr
91	25	1	0	0	MariaOzawa
92	25	2	0	0	\image\ui\001a\minimap\yellowpoint.spr
1	26	1	431	176	Tiệm Binh Khí
2	26	2	431	188	\image\ui\001a\minimap\yellowpoint.spr
3	26	1	468	190	Tiệm Phòng Cụ
4	26	2	470	199	\image\ui\001a\minimap\yellowpoint.spr
5	26	1	480	166	Tiệm Trang Sức
6	26	2	482	178	\image\ui\001a\minimap\yellowpoint.spr
7	26	1	506	179	Tiệm Thuốc
8	26	2	502	189	\image\ui\001a\minimap\yellowpoint.spr
9	26	1	536	192	Tiệm Tạp Hóa
10	26	2	536	204	\image\ui\001a\minimap\yellowpoint.spr
11	26	1	554	217	Tửu Lầu
12	26	2	554	229	\image\ui\001a\minimap\yellowpoint.spr
13	26	1	376	183	Tiệm Gỗ
14	26	2	376	195	\image\ui\001a\minimap\yellowpoint.spr
15	26	1	536	246	Tiệm Da
16	26	2	536	258	\image\ui\001a\minimap\yellowpoint.spr
17	26	1	290	183	Dã Luyện Đại Ca
18	26	2	290	195	\image\ui\001a\minimap\yellowpoint.spr
19	26	1	496	211	Bao Vạn Đồng
20	26	2	496	223	\image\ui\001a\minimap\yellowpoint.spr
21	26	1	540	58	Diệp Chi Lâm
22	26	2	540	70	\image\ui\001a\minimap\yellowpoint.spr
23	26	1	404	239	Công Bình Tử
24	26	2	404	251	\image\ui\001a\minimap\yellowpoint.spr
25	26	1	669	184	Lễ Quan
26	26	2	669	196	\image\ui\001a\minimap\yellowpoint.spr
27	26	1	546	151	Thủ Khố
28	26	2	546	163	\image\ui\001a\minimap\yellowpoint.spr
29	26	1	581	133	Xa Phu
30	26	2	581	145	\image\ui\001a\minimap\yellowpoint.spr
31	26	1	305	145	Thủ Khố
32	26	2	311	157	\image\ui\001a\minimap\yellowpoint.spr
33	26	1	349	129	Xa Phu
34	26	2	349	141	\image\ui\001a\minimap\yellowpoint.spr
35	26	1	294	292	Thủ Khố
36	26	2	286	304	\image\ui\001a\minimap\yellowpoint.spr
37	26	1	242	290	Xa Phu
38	26	2	242	302	\image\ui\001a\minimap\yellowpoint.spr
39	26	1	555	366	Thủ Khố
40	26	2	555	378	\image\ui\001a\minimap\yellowpoint.spr
41	26	1	605	342	Xa Phu
42	26	2	605	354	\image\ui\001a\minimap\yellowpoint.spr
43	26	1	411	325	Đỗ Phúc Khang
44	26	2	411	337	\image\ui\001a\minimap\yellowpoint.spr
45	26	1	195	355	Cái Bang
46	26	2	193	369	\image\ui\001a\minimap\icon_southwest.spr
47	26	1	637	62	Thục Cương Sơn Bí Cảnh [cấp 75]
48	26	2	637	76	\image\ui\001a\minimap\icon_northwest.spr
49	26	1	246	94	Đạo Hương Thôn
50	26	2	246	108	\image\ui\001a\minimap\icon_northwest.spr
51	26	1	690	406	Hán sơn cổ sát [cấp 55]
52	26	2	690	420	\image\ui\001a\minimap\icon_east.spr
53	26	1	655	321	Bán Ngựa
54	26	2	655	333	\image\ui\001a\minimap\yellowpoint.spr
55	26	1	409	117	Gia Luật Sở Tài
56	26	2	409	129	\image\ui\001a\minimap\yellowpoint.spr
57	26	1	327	311	Chiêu Mộ Sứ (Tống)
58	26	2	323	323	\image\ui\001a\minimap\yellowpoint.spr
59	26	1	458	384	Đặc sứ Võ Lâm Minh Chủ
60	26	2	458	396	\image\ui\001a\minimap\yellowpoint.spr
61	26	1	433	218	Tiền Trang
62	26	2	433	230	\image\ui\001a\minimap\yellowpoint.spr
63	26	1	842	120	Vân Du Tăng Nhân
64	26	2	842	132	\image\ui\001a\minimap\yellowpoint.spr
65	26	1	222	226	Truyền tống Bạch Hổ Đường
66	26	2	222	238	\image\ui\001a\minimap\yellowpoint.spr
67	26	1	645	264	Tiếp Dẫn Ải Gia Tộc
68	26	2	645	276	\image\ui\001a\minimap\yellowpoint.spr
69	26	1	407	294	Thương Nhân Đặc Sản
70	26	2	407	306	\image\ui\001a\minimap\yellowpoint.spr
71	26	1	481	338	Chủ Thương Hội
72	26	2	481	350	\image\ui\001a\minimap\yellowpoint.spr
73	26	1	742	190	Sứ Giả Hoạt Động
74	26	2	722	202	\image\ui\001a\minimap\yellowpoint.spr
75	26	1	626	170	Bổ Đầu Hình Bộ
76	26	2	626	182	\image\ui\001a\minimap\yellowpoint.spr
77	26	1	498	126	Quan Liên Đấu (sơ)
78	26	2	498	138	\image\ui\001a\minimap\yellowpoint.spr
79	26	1	570	330	Quan Liên Đấu (cao)
80	26	2	570	342	\image\ui\001a\minimap\yellowpoint.spr
81	26	1	354	356	Phát Mãi Sư
82	26	2	354	368	\image\ui\001a\minimap\yellowpoint.spr
83	26	1	472	248	Quản lý Giao Dịch Đồng
84	26	2	472	260	\image\ui\001a\minimap\yellowpoint.spr
85	26	1	330	278	Quan Lãnh Thổ
86	26	2	330	290	\image\ui\001a\minimap\yellowpoint.spr
87	26	1	457	284	Bang Hội Liên Minh Sứ
88	26	2	457	296	\image\ui\001a\minimap\yellowpoint.spr
89	26	1	0	0	MariaOzawa
90	26	2	0	0	\image\ui\001a\minimap\yellowpoint.spr
1	27	1	384	135	Tiệm Binh Khí
2	27	2	384	147	\image\ui\001a\minimap\yellowpoint.spr
3	27	1	435	150	Tiệm Phòng Cụ
4	27	2	435	162	\image\ui\001a\minimap\yellowpoint.spr
5	27	1	433	107	Tiệm Trang Sức
6	27	2	433	119	\image\ui\001a\minimap\yellowpoint.spr
7	27	1	469	118	Tiệm Thuốc
8	27	2	469	130	\image\ui\001a\minimap\yellowpoint.spr
9	27	1	491	143	Tiệm Tạp Hóa
10	27	2	491	155	\image\ui\001a\minimap\yellowpoint.spr
11	27	1	508	163	Tửu Lầu
12	27	2	508	175	\image\ui\001a\minimap\yellowpoint.spr
13	27	1	512	112	Tiệm Gỗ
14	27	2	522	124	\image\ui\001a\minimap\yellowpoint.spr
15	27	1	561	118	Tiệm Da
16	27	2	551	130	\image\ui\001a\minimap\yellowpoint.spr
17	27	1	214	167	Dã Luyện Đại Ca
18	27	2	214	179	\image\ui\001a\minimap\yellowpoint.spr
19	27	1	459	168	Bao Vạn Đồng
20	27	2	459	180	\image\ui\001a\minimap\yellowpoint.spr
21	27	1	334	141	Diệp Chi Lâm
22	27	2	334	153	\image\ui\001a\minimap\yellowpoint.spr
23	27	1	274	237	Công Bình Tử
24	27	2	274	249	\image\ui\001a\minimap\yellowpoint.spr
25	27	1	424	272	Lễ Quan
26	27	2	424	284	\image\ui\001a\minimap\yellowpoint.spr
27	27	1	386	280	Thủ Khố
28	27	2	380	292	\image\ui\001a\minimap\yellowpoint.spr
29	27	1	346	264	Xa Phu
30	27	2	346	276	\image\ui\001a\minimap\yellowpoint.spr
31	27	1	278	79	Thủ Khố
32	27	2	292	91	\image\ui\001a\minimap\yellowpoint.spr
33	27	1	316	102	Xa Phu
34	27	2	316	114	\image\ui\001a\minimap\yellowpoint.spr
35	27	1	573	94	Thủ Khố
36	27	2	567	106	\image\ui\001a\minimap\yellowpoint.spr
37	27	1	530	81	Xa Phu
38	27	2	530	93	\image\ui\001a\minimap\yellowpoint.spr
39	27	1	585	193	Thủ Khố
40	27	2	575	205	\image\ui\001a\minimap\yellowpoint.spr
41	27	1	534	197	Xa Phu
42	27	2	534	209	\image\ui\001a\minimap\yellowpoint.spr
43	27	1	345	232	Tiền Trang
44	27	2	345	244	\image\ui\001a\minimap\yellowpoint.spr
45	27	1	191	356	Nga My Phái
46	27	2	191	370	\image\ui\001a\minimap\icon_southwest.spr
47	27	1	627	38	Kiếm Các Thục Đạo [cấp 75]
48	27	2	627	52	\image\ui\001a\minimap\icon_northeast.spr
49	27	1	708	302	Giang Tân Thôn
50	27	2	708	316	\image\ui\001a\minimap\icon_southeast.spr
51	27	1	173	54	Cán Hoa Khê [cấp 25]
52	27	2	173	68	\image\ui\001a\minimap\icon_west.spr
53	27	1	498	296	Bán Ngựa
54	27	2	498	308	\image\ui\001a\minimap\yellowpoint.spr
55	27	1	579	246	Gia Luật Sở Tài
56	27	2	579	258	\image\ui\001a\minimap\yellowpoint.spr
57	27	1	282	184	Chiêu Mộ Sứ (Tống)
58	27	2	282	196	\image\ui\001a\minimap\yellowpoint.spr
59	27	1	580	151	Đặc sứ Võ Lâm Minh Chủ
60	27	2	580	163	\image\ui\001a\minimap\yellowpoint.spr
61	27	1	390	61	Truyền tống Bạch Hổ Đường
62	27	2	390	73	\image\ui\001a\minimap\yellowpoint.spr
63	27	1	635	113	Vân Du Tăng Nhân
64	27	2	635	125	\image\ui\001a\minimap\yellowpoint.spr
65	27	1	338	66	Tiếp Dẫn Ải Gia Tộc
66	27	2	338	78	\image\ui\001a\minimap\yellowpoint.spr
67	27	1	630	210	Thương Nhân Đặc Sản
68	27	2	630	222	\image\ui\001a\minimap\yellowpoint.spr
69	27	1	433	208	Chủ Thương Hội
70	27	2	433	220	\image\ui\001a\minimap\yellowpoint.spr
71	27	1	350	181	Sứ Giả Hoạt Động
72	27	2	350	193	\image\ui\001a\minimap\yellowpoint.spr
