Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect	UnLockInterval
Huyền Tinh Cấp 5	Huyền Tinh khóa (cấp 5)	18	1	114	5	\image\item\other\scriptitem\xuanjing_003_s.spr		3	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	16796		1	1		xuanjing																										
Huyền Tinh có vết nứt (cấp 6)	Huyền Tinh khóa (cấp 6)	18	1	114	6	\image\item\other\scriptitem\xuanjing_004_s.spr		4	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	60466		1	1		xuanjing																										
Huyền Tinh thường (cấp 7)	Huyền Tinh khóa (cấp 7)	18	1	114	7	\image\item\other\scriptitem\xuanjing_005_s.spr		5	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	217678		1	1		xuanjing																										
Huyền Tinh có tì vết (cấp 8)	Huyền Tinh khóa (cấp 8)	18	1	114	8	\image\item\other\scriptitem\xuanjing_006_s.spr		6	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	783641		1	1		xuanjing																										
Huyền Tinh vô hạ (cấp 9)	Huyền Tinh khóa (cấp 9)	18	1	114	9	\image\item\other\scriptitem\xuanjing_007_s.spr		7	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	2821109		1	1		xuanjing																										
Huyền Tinh hoàn mỹ (cấp 10)	Huyền Tinh khóa (cấp 10)	18	1	114	10	\image\item\other\scriptitem\xuanjing_008_s.spr		8	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	10155995		1	1		xuanjing																										
Huyền Tinh óng ánh (cấp 11)	Huyền Tinh khóa (cấp 11)	18	1	114	11	\image\item\other\scriptitem\xuanjing_009_s.spr		8	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	36565762		1	1		xuanjing																										
Huyền Tinh trời ban (cấp 12)	Huyền Tinh khóa (cấp 12)	18	1	114	12	\image\item\other\scriptitem\xuanjing_010_s.spr		8	Giá trị không rẻ, dùng để cường hóa trang bị ở chỗ <color=gold>Dã Luyện Đại Sư<color>.		0	1	1	131636744		1	1		xuanjing																										
Lễ rương Huyền Tinh cấp 1	Lễ rương Huyền Tinh cấp 1	18	1	115	1	\image\item\other\quest\quest_0026_s.spr		32	Bên trong có 10 Huyền Tinh cấp 1		0	1	1	0		1	0		xiang					18	1	114	1	0	10																
Lễ rương Huyền Tinh cấp 2	Lễ rương Huyền Tinh cấp 2	18	1	115	2	\image\item\other\quest\quest_0026_s.spr		32	Bên trong có 10 Huyền Tinh cấp 2		0	1	1	0		1	0		xiang					18	1	114	2	0	10																
Lễ rương Huyền Tinh cấp 3	Lễ rương Huyền Tinh cấp 3	18	1	115	3	\image\item\other\quest\quest_0026_s.spr		32	Bên trong có 10 Huyền Tinh cấp 3		0	1	1	0		1	0		xiang					18	1	114	3	0	10																
Giấy phép bày bán	Giấy phép bày bán	18	1	116	1	\image\item\other\scriptitem\baitanxukezheng.spr		32	Được quan phủ cấp.<enter>Được bày hàng trong <color=gold>8 giờ, tối đa tích lũy được 72 giờ.<color>		0	1	1	800		0	0	25	baitanxukezheng																										
Chứng nhận di dân	Chứng nhận di dân	18	1	117	1	\image\item\other\scriptitem\baitanxukezheng.spr		32	Chứng thư thần bí, chưa ai nhìn thấy.		0	1	1	1		0	0		yiminzheng																										
Thỏi vàng	Thỏi vàng	18	1	118	1	\image\item\other\scriptitem\jintiao_xiao.spr		32	Đổi được 15 vạn Bạc hoặc 20 vạn Bạc khóa. <color=gold>Nhấn chuột phải để dùng.<color>		0	1	1	80000		1	1		jintiao																										
Thỏi vàng (đại)	Thỏi vàng (đại)	18	1	118	2	\image\item\other\scriptitem\jintiao.spr		32	Đổi được 150 vạn Bạc hoặc 200 vạn Bạc khóa. <color=gold>Nhấn chuột phải để dùng.<color>		0	1	1	1000000		1	1		jintiao																										
Bạch Dụ Hồ	Đặc sản Biện Kinh 1	18	1	119	1	\image\item\other\merchant\techan_001.spr		32			0	1	1	1		1	0		merchant																										
Dụ Hồng Chuyển Bôi	Đặc sản Phượng Tường 1	18	1	120	1	\image\item\other\merchant\techan_002.spr		32			0	1	1	1		1	0		merchant																										
Bạch Vân Bôi	Đặc sản Tương Dương 1	18	1	121	1	\image\item\other\merchant\techan_003.spr		32			0	1	1	1		1	0		merchant																										
Thanh Từ Đảo Trang Hồ	Đặc sản Thành Đô 1	18	1	122	1	\image\item\other\merchant\techan_004.spr		32			0	1	1	1		1	0		merchant																										
Mặt nạ Lôi Trì	Đặc sản Đại Lý 1	18	1	123	1	\image\item\other\merchant\techan_005.spr		32			0	1	1	1		1	0		merchant																										
Thanh Hoa Bạch Từ Bình	Đặc sản Dương Châu 1	18	1	124	1	\image\item\other\merchant\techan_006.spr		32			0	1	1	1		1	0		merchant																										
Thanh Đồng Bôi	Đặc sản Lâm An 1	18	1	125	1	\image\item\other\merchant\techan_007.spr		32			0	1	1	1		1	0		merchant																										
Long Văn Bích	Đặc sản Long Môn Trấn 1	18	1	126	1	\image\item\other\merchant\techan_008.spr		32			0	1	1	1		1	0		merchant																										
Nhuyễn Sí Điệp Tranh	Đặc sản Vân Trung Trấn 1	18	1	127	1	\image\item\other\merchant\techan_009.spr		32			0	1	1	1		1	0		merchant																										
Ngọc Như Ý	Đặc sản Vĩnh Lạc Trấn 1	18	1	128	1	\image\item\other\merchant\techan_010.spr		32			0	1	1	1		1	0		merchant																										
Dung Trạch Cốc	Đặc sản Đạo Hương Thôn 1	18	1	129	1	\image\item\other\merchant\techan_011.spr		32			0	1	1	1		1	0		merchant																										
Xuyên Xuyên Hương	Đặc sản Giang Tân Thôn 1	18	1	130	1	\image\item\other\merchant\techan_012.spr		32			0	1	1	1		1	0		merchant																										
Thanh Chưng Lô Ngư	Đặc sản Ba Lăng Huyện 1	18	1	131	1	\image\item\other\merchant\techan_013.spr		32			0	1	1	1		1	0		merchant																										
Chú Kiếm Chùy	Đặc sản Long Tuyền Thôn 1	18	1	132	1	\image\item\other\merchant\techan_014.spr		32			0	1	1	1		1	0		merchant																										
Thần Bí Long Cốt	Đặc sản Thạch Cổ Trấn 1	18	1	133	1	\image\item\other\merchant\techan_015.spr		32			0	1	1	1		1	0		merchant																										
Vạn Phật Ban Chỉ	Đặc sản Thiếu Lâm 1	18	1	134	1	\image\item\other\merchant\techan_016.spr		32			0	1	1	1		1	0		merchant																										
Dạ Minh Châu	Đặc sản Thiên Vương 1	18	1	135	1	\image\item\other\merchant\techan_017.spr		32			0	1	1	1		1	0		merchant																										
Liệp Thú Giáp	Đặc sản Đường Môn 1	18	1	136	1	\image\item\other\merchant\techan_018.spr		32			0	1	1	1		1	0		merchant																										
Cô Lâu Liên	Đặc sản Ngũ Độc 1	18	1	137	1	\image\item\other\merchant\techan_019.spr		32			0	1	1	1		1	0		merchant																										
Mật Độc Phương	Đặc sản Minh Giáo 1	18	1	138	1	\image\item\other\merchant\techan_020.spr		32			0	1	1	1		1	0		merchant																										
Lưu Ly Trâm	Đặc sản Nga My 1	18	1	139	1	\image\item\other\merchant\techan_021.spr		32			0	1	1	1		1	0		merchant																										
Lục Mẫu Đơn	Đặc sản Thúy Yên 1	18	1	140	1	\image\item\other\merchant\techan_022.spr		32			0	1	1	1		1	0		merchant																										
Đạp Ca Đồ	Đặc sản Đoàn Thị 1	18	1	141	1	\image\item\other\merchant\techan_023.spr		32			0	1	1	1		1	0		merchant																										
Khiếu Hoa Kê	Đặc sản Cái Bang 1	18	1	142	1	\image\item\other\merchant\techan_024.spr		32			0	1	1	1		1	0		merchant																										
Thiết Mã Đáng	Đặc sản Thiên Nhẫn 1	18	1	143	1	\image\item\other\merchant\techan_025.spr		32			0	1	1	1		1	0		merchant																										
Trấn Trạch Bảo Kính	Đặc sản Võ Đang 1	18	1	144	1	\image\item\other\merchant\techan_026.spr		32			0	1	1	1		1	0		merchant																										
Tay gấu Tuyết Sơn	Đặc sản Côn Lôn 1	18	1	145	1	\image\item\other\merchant\techan_027.spr		32			0	1	1	1		1	0		merchant																										
Câu Hồn Ngọc (sơ)	Câu Hồn Ngọc (sơ)	18	1	146	1	\image\item\other\quest\quest_0031_s.spr		32	Có thể triệu hồi võ lâm cao thủ cấp 55. <color=gold>Dùng trong phòng bùa chú của ải gia tộc.<color>		0	1	1	1000		1	0		gouhunyu																										
Câu Hồn Ngọc (trung)	Câu Hồn Ngọc (trung)	18	1	146	2	\image\item\other\scriptitem\huanzhiyu_lv2.spr		32	Có thể triệu hồi võ lâm cao thủ cấp 75. <color=gold>Dùng trong phòng bùa chú của ải gia tộc.<color>		0	1	1	2000		1	0		gouhunyu																										
Câu Hồn Ngọc (cao)	Câu Hồn Ngọc (cao)	18	1	146	3	\image\item\other\scriptitem\huanzhiyu_lv3.spr		32	Có thể triệu hồi võ lâm cao thủ cấp 95. <color=gold>Dùng tại khu luyện công và ải gia tộc.<color>		0	1	1	5000		1	0		gaojigouhunyu	callboss																									
Thẻ hoạt động Thịnh Hạ - chưa giám định		18	1	147	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ kỷ niệm hoạt động Thịnh Hạ, nhấn chuột phải bắt đầu kiểm định.<color> Mỗi ngày tối đa kiểm định 4 thẻ, suốt thời gian hoạt động <color=gold>(trước 2008-08-25)<color> tối đa giám định 50 thẻ		0	1	1	30000		1	0		collect_orgcard																										
Thẻ hoạt động Thịnh Hạ - Đánh bóng chày		18	1	148	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Đua thuyền buồm		18	1	149	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Đánh kiếm		18	1	150	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Cử tạ		18	1	151	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Bóng rổ		18	1	152	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Môn bóng mềm		18	1	153	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Cưỡi ngựa		18	1	154	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Bóng chuyền		18	1	155	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Đua ca nô		18	1	156	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Bóng bàn		18	1	157	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Khúc côn cầu		18	1	158	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Quyền anh		18	1	159	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Nhu đạo		18	1	160	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Đua thuyền		18	1	161	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Bắn súng		18	1	162	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Bắn cung		18	1	163	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Bóng ném		18	1	164	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Vật 		18	1	165	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Taekwondo		18	1	166	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Thể dục		18	1	167	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Điền kinh		18	1	168	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - 3 môn phối hợp		18	1	169	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Quần vợt		18	1	170	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - 5 môn phối hợp		18	1	171	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Bơi lội		18	1	172	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Cầu lông		18	1	173	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Đua xe đạp		18	1	174	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Đá banh		18	1	175	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	<color=gold>Thẻ hoạt động Thịnh Hạ, nhấn chuột phải sử dụng sẽ được thưởng.<color><enter> Nếu là thẻ may mắn, có thể nhận nhiều phần thưởng hơn, sẽ được ghi vào sổ lưu trữ.<enter>Vui lòng tra trong cẩm nang hỗ trợ, sau khi dùng thẻ sẽ tự động có sổ lưu trữ.		0	1	1	30000		1	0		collect_card																										
Thẻ hoạt động Thịnh Hạ - Võ thuật		18	1	176	1	\image\item\other\scriptitem\shengxiahuodongka.spr		32	Nhấn chuột phải sử dụng có thể biến hành bất kỳ Thẻ hoạt động Thịnh Hạ nào khác chưa nhận được		0	1	1	30000		1	0		collect_special_card																										
Hộp Quà Thịnh Hạ		18	1	177	1	\image\item\other\scriptitem\shengxiashoucangce.spr		32	Dùng để đổi phần thưởng ở chỗ Sứ Giả Thịnh Hạ sau khi hoạt động này kết thúc.<enter><color=gold>Nhấn chuột phải để xem phần thưởng nhận được.<color>		0	1	1	30000		3	0		card_bag																										
Rương Hoàng Kim Thịnh Hạ		18	1	178	4	\image\item\other\scriptitem\huangjbaoxiang.spr		32	Chứa đầy của cải		0	1	1	200000		1	0		collect_baoxiang																										
Rương bạch ngân Thịnh Hạ		18	1	178	3	\image\item\other\scriptitem\baiyinbaoxiang.spr		32	Chứa đầy của cải		0	1	1	150000		1	0		collect_baoxiang																										
Rương thanh đồng Thịnh Hạ		18	1	178	2	\image\item\other\scriptitem\qingtongbaoxiang.spr		32	Chứa đầy của cải		0	1	1	100000		1	0		collect_baoxiang																										
Rương huyền thiết Thịnh Hạ		18	1	178	1	\image\item\other\scriptitem\heitiebaoxiang.spr		32	Chứa đầy của cải		0	1	1	50000		1	0		collect_baoxiang																										
Lệnh bài thanh đồng Thịnh Hạ		18	1	179	3	\image\item\other\scriptitem\qingtonglingpai.spr		32	Hiếm có, sau khi sử dụng điểm danh vọng tăng lên.		0	1	1	10000000		0	1		collect_token																										
Lệnh bài Hoàng Kim Thịnh Hạ		18	1	179	2	\image\item\other\scriptitem\huangjinlingpai.spr		32	Rất hiếm, sau khi sử dụng điểm danh vọng tăng lên cấp 3, mua được Yêu đái toàn kỹ năng + 1: Thần Châu Viêm Đế Thúc Yêu (Nam) và Thần Châu Nữ Oa Ngọc Đái (Nữ)		0	1	1	50000000		0	1		collect_token																										
Lệnh bài bạch ngân Thịnh Hạ		18	1	179	1	\image\item\other\scriptitem\baiyinlingpai.spr		32	Rất hiếm, sau khi sử dụng điểm danh vọng tăng lên cấp 2, mua được Yêu đái toàn kỹ năng + 1: Hoa Hạ Đằng Long Thúc Yêu (Nam) và Hoa Hạ Phi Phượng Ngọc Đái (Nữ)		0	1	1	30000000		0	1		collect_token																										
Pháo hoa chào mừng hoạt động Thịnh Hạ		18	1	180	1	\image\item\other\quest\quest_0058_s.spr		32	Sử dụng nhận được nhiều kinh nghiệm, nếu gần cờ gia tộc, kinh nghiệm sẽ tăng lên		0	1	1	1		1	0		qingzhuyanhua																										
Rương Hoàng Kim gia tộc Thịnh Hạ		18	1	181	4	\image\item\other\scriptitem\huangjbaoxiang.spr		32	Chứa đầy của cải		0	1	1	200000		1	0		randomitem					6																					
Rương bạch ngân gia tộc Thịnh Hạ		18	1	181	3	\image\item\other\scriptitem\baiyinbaoxiang.spr		32	Chứa đầy của cải		0	1	1	150000		1	0		randomitem					5																					
Rương thanh đồng gia tộc Thịnh Hạ		18	1	181	2	\image\item\other\scriptitem\qingtongbaoxiang.spr		32	Chứa đầy của cải		0	1	1	100000		1	0		randomitem					4																					
Rương huyền thiết gia tộc Thịnh Hạ		18	1	181	1	\image\item\other\scriptitem\heitiebaoxiang.spr		32	Chứa đầy của cải		0	1	1	100000		1	0		randomitem					3																					
Đuốc Hoàng Kim Thịnh Hạ		18	1	182	4	\image\item\other\scriptitem\huangjinhuoju.spr		32	Sử dụng được 200 điểm tích lũy, đổi được phần thưởng cao, nhấn chuột phải để xem chi tiết		0	1	1	500000		0	1		collect_huoju																										
