ClassParamID	Desc	Probability	Name	BindMoney	Money	Coin	Genre	DetailType	ParticularType	Level	Series	EnhTimes	Amount	Exp	BaseExp	MKP	GTP	Bind	TimeLimit	Announce	FriendMsg
57	花灯宝箱[已开放同伴]	300	29999绑定银两	29999																	
57	花灯宝箱[已开放同伴]	215	同伴经验书（不绑定）				18	1	543	1	0										
57	花灯宝箱[已开放同伴]	300	6级玄晶（绑定）				18	1	114	6	0	0							43200		
57	花灯宝箱[已开放同伴]	100	7级玄晶（绑定）				18	1	114	7	0	0							43200		
57	花灯宝箱[已开放同伴]	10	8级玄晶（绑定）				18	1	114	5	0	0							43200		1
57	花灯宝箱[已开放同伴]	1	9级玄晶（绑定）				18	1	114	5	0	0							43200	1	1
57	花灯宝箱[已开放同伴]	10	新年面具（男）（不绑定）				1	13	33	1	0								43200		
57	花灯宝箱[已开放同伴]	10	新年面具（女）（不绑定）				1	13	34	1	0								43200		
57	花灯宝箱[已开放同伴]	50	新年礼物（绑定）				18	1	551	1	0							1	43200		
57	花灯宝箱[已开放同伴]	1	同伴特殊材料（不绑定）				18	1	556	1	0									1	1
57	花灯宝箱[已开放同伴]	3	同伴普通洗髓经				18	1	562	1	0								43200		
57	花灯宝箱[已开放同伴]		15分钟基准经验												15						
58	年画收集奖励宝箱[未开放同伴]	859	7级玄晶（绑定）				18	1	114	7	0	0							43200		
58	年画收集奖励宝箱[未开放同伴]	100	8级玄晶（绑定）				18	1	114	5	0	0							43200		1
58	年画收集奖励宝箱[未开放同伴]	10	9级玄晶（绑定）				18	1	114	5	0	0							43200	1	1
58	年画收集奖励宝箱[未开放同伴]	1	10级玄晶（绑定）				18	1	114	5	0	0							43200	1	1
58	年画收集奖励宝箱[未开放同伴]	30	月桂花（不绑定）				18	1	462	1	0										
59	花灯宝箱[未开放同伴]	2000	29999绑定银两	29999																	
59	花灯宝箱[未开放同伴]	3967	5级玄晶（绑定）				18	1	114	5	0	0							43200		
59	花灯宝箱[未开放同伴]	3000	6级玄晶（绑定）				18	1	114	6	0	0							43200		
59	花灯宝箱[未开放同伴]	300	7级玄晶（绑定）				18	1	114	7	0	0							43200		
59	花灯宝箱[未开放同伴]	30	8级玄晶（绑定）				18	1	114	5	0	0							43200		1
59	花灯宝箱[未开放同伴]	3	9级玄晶（绑定）				18	1	114	5	0	0							43200	1	1
59	花灯宝箱[未开放同伴]	100	新年面具（男）（不绑定）				1	13	33	1	0								43200		
59	花灯宝箱[未开放同伴]	100	新年面具（女）（不绑定）				1	13	34	1	0								43200		
59	花灯宝箱[未开放同伴]	500	新年礼物（绑定）				18	1	551	1	0							1			
59	花灯宝箱[未开放同伴]		15分钟基准经验												15						
60	皇家喜宴	660000	50000绑银	50000																	
60	皇家喜宴	280000	100000绑银	100000																	
60	皇家喜宴	50000	300000绑银	300000																	1
60	皇家喜宴	10000	500000绑银	500000																1	1
61	王侯喜宴	216000	20000绑银	20000																	
61	王侯喜宴	630000	50000绑银	50000																	
61	王侯喜宴	140000	100000绑银	100000																	
61	王侯喜宴	14000	300000绑银	300000																	1
62	贵族喜宴	282000	20000绑银	20000																	
62	贵族喜宴	630000	50000绑银	50000																	
62	贵族喜宴	80000	100000绑银	100000																	
62	贵族喜宴	8000	300000绑银	300000																	
63	平民喜宴	456000	20000绑银	20000																	
63	平民喜宴	500000	50000绑银	50000																	
63	平民喜宴	40000	100000绑银	100000																	
63	平民喜宴	4000	300000绑银	300000																	
64	同心果	8400	7级玄晶（绑定的）				18	1	114	7	0							1	43200		
64	同心果	1500	8级玄晶（绑定的）				18	1	114	5	0							1	43200		1
64	同心果	100	9级玄晶（绑定的）				18	1	114	5	0							1	43200	1	1
65	同心果	8400	8级玄晶（绑定的）				18	1	114	5	0							1	43200		1
65	同心果	1500	9级玄晶（绑定的）				18	1	114	5	0							1	43200	1	1
65	同心果	100	10级玄晶（绑定的）				18	1	114	5	0							1	43200	1	1
66	婚礼幸运轮盘	8400	7级玄晶（绑定的）				18	1	114	7	0							1	43200		
66	婚礼幸运轮盘	1500	8级玄晶（绑定的）				18	1	114	5	0							1	43200		1
66	婚礼幸运轮盘	100	9级玄晶（绑定的）				18	1	114	5	0							1	43200	1	1
67	财神大宝箱	1200	6级玄晶				18	1	114	6	0								43200		
67	财神大宝箱	100	7级玄晶				18	1	114	7	0								43200		1
67	财神大宝箱	10	8级玄晶				18	1	114	5	0								43200	1	1
67	财神大宝箱	1200	100000绑银	100000																	
67	财神大宝箱	300	200000绑银	200000																	
67	财神大宝箱	30	500000绑银	500000																	1
67	财神大宝箱	10	1000000绑银	1000000																1	1
67	财神大宝箱	5040	300绑定金币			300												1			
67	财神大宝箱	1500	500绑定金币			500												1			
67	财神大宝箱	500	1000绑定金币			1000												1			
67	财神大宝箱	100	2000绑定金币			2000												1			1
67	财神大宝箱	10	5000绑定金币			5000												1		1	1
68	财神小宝箱	120	6级玄晶				18	1	114	6	0								43200		
68	财神小宝箱	10	7级玄晶				18	1	114	7	0								43200		1
68	财神小宝箱	1	8级玄晶				18	1	114	5	0								43200	1	1
68	财神小宝箱	2379	10000绑银	10000																	
68	财神小宝箱	300	20000绑银	20000																	
68	财神小宝箱	30	50000绑银	50000																	
68	财神小宝箱	10	100000绑银	100000																	1
68	财神小宝箱	5040	30绑定金币			30												1			
68	财神小宝箱	1500	50绑定金币			50												1			
68	财神小宝箱	500	100绑定金币			100												1			
68	财神小宝箱	100	200绑定金币			200												1			
68	财神小宝箱	10	500绑定金币			500												1			1
69	剑侠世界大礼包		2010绑定金币			2010												1			1
69	剑侠世界大礼包		200000绑银	200000														1			1
69	剑侠世界大礼包		60级马				1	12	3	2	0							1			1
69	剑侠世界大礼包		金创药（中）·箱				18	1	31	1	0							1			1
69	剑侠世界大礼包		凝神丹（中）·箱				18	1	32	1	0							1			
69	剑侠世界大礼包		承仙蜜（中）·箱				18	1	33	1	0							1			
69	剑侠世界大礼包		五行魂石5个				18	1	205	1	0		5					1	30		
70	跨服联赛宝箱	5000	6级玄晶				18	1	114	6	0							1			
70	跨服联赛宝箱	3200	7级玄晶				18	1	114	7	0							1			1
70	跨服联赛宝箱	500	8级玄晶				18	1	114	5	0							1			1
70	跨服联赛宝箱	100	9级玄晶				18	1	114	5	0							1		1	
70	跨服联赛宝箱	1000	999绑金			999															
70	跨服联赛宝箱	200	9999绑金			9999														1	
71	先祖之魂黄金宝箱	1400	6级玄晶（绑定的）				18	1	114	6	0										
71	先祖之魂黄金宝箱	5500	7级玄晶（绑定的）				18	1	114	7	0								43200		
71	先祖之魂黄金宝箱	500	8级玄晶（绑定的）				18	1	114	5	0								43200		1
71	先祖之魂黄金宝箱	50	9级玄晶（绑定的）				18	1	114	5	0								43200	1	1
71	先祖之魂黄金宝箱	1000	先祖之魂				18	1	634	1											
71	先祖之魂黄金宝箱	2000	玉如意				18	1	475	1											
72	先祖之魂白银宝箱	4080	6级玄晶（绑定的）				18	1	114	6	0										
72	先祖之魂白银宝箱	4300	7级玄晶（绑定的）				18	1	114	7	0								43200		
72	先祖之魂白银宝箱	200	8级玄晶（绑定的）				18	1	114	5	0								43200		1
72	先祖之魂白银宝箱	20	9级玄晶（绑定的）				18	1	114	5	0								43200	1	1
72	先祖之魂白银宝箱	1000	先祖之魂				18	1	634	1											
72	先祖之魂白银宝箱	400	玉如意				18	1	475	1											
73	先祖之魂青铜宝箱	7190	6级玄晶（绑定的）				18	1	114	6	0										
73	先祖之魂青铜宝箱	2000	7级玄晶（绑定的）				18	1	114	7	0								43200		
73	先祖之魂青铜宝箱	100	8级玄晶（绑定的）				18	1	114	5	0								43200		1
73	先祖之魂青铜宝箱	10	9级玄晶（绑定的）				18	1	114	5	0								43200	1	1
73	先祖之魂青铜宝箱	300	先祖之魂				18	1	634	1											
73	先祖之魂青铜宝箱	200	玉如意				18	1	475	1											
74	战功礼包	8000	7级玄晶（绑定的）				18	1	114	7	0								43200		
74	战功礼包	1000	8级玄晶（绑定的）				18	1	114	5	0								43200		1
74	战功礼包	100	9级玄晶（绑定的）				18	1	114	5	0								43200		1
74	战功礼包	10	10级玄晶（绑定的）				18	1	114	5	0								43200	1	1
74	战功礼包	1000	玉如意（不绑定）				18	1	475	1	0								43200		
74	战功礼包		10000000经验											10000000							
75	战功礼包_越南	2330	1000000经验											1000000							
75	战功礼包_越南	1250	2000000经验											2000000							
75	战功礼包_越南	2000	60000 绑银	60000																	
75	战功礼包_越南	1000	100000 绑银	100000																	
75	战功礼包_越南	300	200000 绑银	200000																	
75	战功礼包_越南	2000	6级玄晶（绑定的）				18	1	114	6	0								43200		
75	战功礼包_越南	1000	7级玄晶（绑定的）				18	1	114	7	0								43200		
75	战功礼包_越南	100	8级玄晶（绑定的）				18	1	114	5	0								43200		1
75	战功礼包_越南	10	9级玄晶（绑定的）				18	1	114	5	0								43200	1	1
75	战功礼包_越南	10	中级武林秘籍 (不绑定)				18	1	191	2	0								43200		1
76	扬名英雄宝箱	1500	1000000 绑银	1000000																	
76	扬名英雄宝箱	1000	2000000 绑银	2000000																	
76	扬名英雄宝箱	2000	9级玄晶				18	1	114	5	0								43200	1	1
76	扬名英雄宝箱	1200	10级玄晶				18	1	114	5	0								43200	1	1
76	扬名英雄宝箱	800	11级玄晶				18	1	114	5	0								43200	1	1
76	扬名英雄宝箱	500	10级磨刀石箱				18	1	72	10	0								43200	1	1
76	扬名英雄宝箱	500	10级护甲片箱				18	1	73	10	0								43200	1	1
76	扬名英雄宝箱	500	10级五行石箱				18	1	74	10	0								43200	1	1
76	扬名英雄宝箱	1000	广寒月桂花				18	1	462	1	0								43200	1	1
76	扬名英雄宝箱	1000	中级武林秘籍				18	1	191	2	0								43200	1	1
77	玄武福袋	100	9級玄晶				18	1	114	5	0										
77	玄武福袋	500	儲物箱擴展令牌				18	1	917	1	1							0			
77	玄武福袋	200	8級玄晶				18	1	114	5	0										
77	玄武福袋	400	7級玄晶				18	1	1	7	0										
77	玄武福袋	800	特效白駒丸				18	1	71	4	1										
77	玄武福袋	800	幫會銀錠(小)				18	1	918	1	1										
77	玄武福袋	800	強效白駒丸				18	1	71	4	1										
77	玄武福袋	800	金犀(3級)				18	1	2	3	1										
77	玄武福袋	800	天眼符				18	1	206	1	1										
77	玄武福袋	800	傳聲海螺(中)				18	1	113	2	1										
77	玄武福袋	800	活氣散(回1500)				18	1	90	3	1										
77	玄武福袋	800	精氣散(回1500)				18	1	89	3	1										
77	玄武福袋	800	乾坤符				18	1	85	1	1										
77	玄武福袋	800	九轉續命丹				18	1	24	1	1		5								
77	玄武福袋	800	1000榜定金幣			1000												1			
78	白虎福袋	200	中級祈福令牌				18	1	212	2	1										
78	白虎福袋	500	白虎堂高級令牌				18	1	111	3	0		3								
78	白虎福袋	500	家族召換令牌				18	1	87	1	1										
78	白虎福袋	800	邢部令牌				18	1	17	1	1										
78	白虎福袋	800	特效白駒丸				18	1	71	4	1										
78	白虎福袋	800	幫會銀錠(小)				18	1	918	1	1										
78	白虎福袋	400	金條				18	1	118	1	1										
78	白虎福袋	400	江湖威望令牌				18	1	236	1	0										
78	白虎福袋	800	天眼符				18	1	206	1	1										
78	白虎福袋	800	傳聲海螺(中)				18	1	113	2	1										
78	白虎福袋	800	活氣散(回1500)				18	1	90	3	1										
78	白虎福袋	800	精氣散(回1500)				18	1	89	3	1										
78	白虎福袋	800	乾坤符				18	1	85	1	1										
78	白虎福袋	800	九轉續命丹				18	1	24	1	1		5								
78	白虎福袋	800	酒箱(50瓶)				18	1	189	2	1										
79	平安使者宝箱	6500	9级玄晶（绑定的）				18	1	114	5	0								43200	1	
79	平安使者宝箱	3000	10级玄晶（绑定的）				18	1	114	5	0								43200	1	
79	平安使者宝箱	500	游龙古币				18	1	553	1	0		10000							1	
