TaskId	TaskName	StepDesc	TaskType	Diff	NpcName	MapId	NpcId	Step01	Step02	Step03	LevelFlag	AwardExp	NeedTime
189	Đưa thư cho Diệp Chỉ Lâm Long Môn		GiveItem	2	Diệp Chỉ Lâm	2	3576	500	0	0	0	0.6	45
190	Đưa thư cho Dã Luyện Đại Sư Long Môn		GiveItem	2	Dã Luyện Đại Sư	2	3574	500	0	0	0	0.6	45
191	Đưa thư cho Thương Nhân Thần Bí của phái Thiếu Lâm (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong phái Thiếu Lâm) 		GiveItem	3	Thương Nhân Thần Bí	9	2964	0	1000	0	0	0.6	180
192	Đưa thư cho Thương Nhân Thần Bí của Thiên Vương Bang (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Thiên Vương Bang)		GiveItem	3	Thương Nhân Thần Bí	22	2964	0	1000	0	0	0.6	180
193	Đưa thư cho Thương Nhân Thần Bí của Đường Môn (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Đường Môn)		GiveItem	3	Thương Nhân Thần Bí	18	2964	0	1000	0	0	0.6	180
194	Đưa thư cho Thương Nhân Thần Bí của Ngũ Độc Giáo (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Ngũ Độc Giáo)		GiveItem	3	Thương Nhân Thần Bí	20	2964	0	1000	0	0	0.6	180
195	Đưa thư cho Thương Nhân Thần Bí của Nga My Phái (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong phái Nga My)		GiveItem	3	Thương Nhân Thần Bí	16	2964	0	1000	0	0	0.6	180
196	Đưa thư cho Thương Nhân Thần Bí của Thúy Yên Môn (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Thúy Yên Môn)		GiveItem	3	Thương Nhân Thần Bí	17	2964	0	1000	0	0	0.6	180
197	Đưa thư cho Thương Nhân Thần Bí của Cái Bang (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Cái Bang)		GiveItem	3	Thương Nhân Thần Bí	15	2964	0	1000	0	0	0.6	180
198	Đưa thư cho Thương Nhân Thần Bí của Thiên Nhẫn Giáo (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Thiên Nhẫn Giáo)		GiveItem	3	Thương Nhân Thần Bí	10	2964	0	1000	0	0	0.6	180
199	Đưa thư cho Thương Nhân Thần Bí của phái Võ Đang (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong phái Võ Đang)		GiveItem	3	Thương Nhân Thần Bí	14	2964	0	1000	0	0	0.6	180
200	Đưa thư Thương Nhân Thần Bí của phái Côn Lôn (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong phái Côn Lôn)		GiveItem	3	Thương Nhân Thần Bí	12	2964	0	1000	0	0	0.6	180
201	Đưa thư cho Thương Nhân Thần Bí của Đại Lý Đoàn Thị (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Đại Lý Đoàn Thị)		GiveItem	3	Thương Nhân Thần Bí	19	2964	0	1000	0	0	0.6	180
202	Đưa thư cho Thương Nhân Thần Bí của Minh Giáo (hãy dò la thật kỹ vì Thương Nhân Thần Bí sẽ bất ngờ xuất hiện trong Minh Giáo)		GiveItem	3	Thương Nhân Thần Bí	224	2964	0	1000	0	0	0.6	180
203	Đưa thư cho Người Liên Lạc Thương Hội Chiến Trường (thời gian mở Chiến Trường Tống Kim có thể tìm trong cẩm nang trợ giúp F12)		GiveItem	4	Người Liên Lạc Thương Hội	0	2962	0	0	1000	1	0.6	1800
204	Đưa thư cho Người Liên Lạc Thương Hội Bạch Hổ Đường 2 (thời gian mở Bạch Hổ Đường có thể tìm trong cẩm nang trợ giúp F12; trong Bạch Hổ Đường đang đánh nhau kịch liệt, phải cử tổ đội đi trước)		GiveItem	4	Người Liên Lạc Thương Hội	0	2961	0	0	1000	0	0.6	1800
