Index	OrgitemID	ItemFirstType	ItemSecondType	Sex	Series	KongFu	ItemID1	Rate1	ItemID2	Rate2	ItemID3	Rate3
377	18,1,1980,2	1	7	0	2	1					7,1,1,10	10000
378	18,1,1980,2	1	7	0	2	2					7,1,1,10	10000
379	18,1,1980,2	1	7	0	3	1					7,1,1,10	10000
380	18,1,1980,2	1	7	0	3	2					7,1,1,10	10000
381	18,1,1980,2	1	7	0	4	1					7,1,1,10	10000
382	18,1,1980,2	1	7	0	4	2					7,1,1,10	10000
383	18,1,1980,2	1	7	0	5	1					7,1,1,10	10000
384	18,1,1980,2	1	7	0	5	2					7,1,1,10	10000
385	18,1,1980,2	1	8	0	1	1					7,2,8,10	10000
386	18,1,1980,2	1	8	0	1	2					7,2,8,10	10000
387	18,1,1980,2	1	8	0	2	1					7,2,8,10	10000
388	18,1,1980,2	1	8	0	2	2					7,2,8,10	10000
389	18,1,1980,2	1	8	0	3	1					7,2,8,10	10000
390	18,1,1980,2	1	8	0	3	2					7,2,8,10	10000
391	18,1,1980,2	1	8	0	4	1					7,2,8,10	10000
392	18,1,1980,2	1	8	0	4	2					7,2,8,10	10000
393	18,1,1980,2	1	8	0	5	1					7,2,8,10	10000
394	18,1,1980,2	1	8	0	5	2					7,2,8,10	10000
395	18,1,1981,2	1	1	0	1	1					7,1,2,10	10000
396	18,1,1981,2	1	1	0	1	2					7,1,2,10	10000
397	18,1,1981,2	1	1	0	2	1					7,1,2,10	10000
398	18,1,1981,2	1	1	0	2	2					7,1,2,10	10000
399	18,1,1981,2	1	1	0	3	1					7,1,2,10	10000
400	18,1,1981,2	1	1	0	3	2					7,1,2,10	10000
401	18,1,1981,2	1	1	0	4	1					7,1,2,10	10000
402	18,1,1981,2	1	1	0	4	2					7,1,2,10	10000
403	18,1,1981,2	1	1	0	5	1					7,1,2,10	10000
404	18,1,1981,2	1	1	0	5	2					7,1,2,10	10000
405	18,1,1981,2	1	2	0	1	1					7,1,3,10	10000
406	18,1,1981,2	1	2	0	1	2					7,1,3,10	10000
407	18,1,1981,2	1	2	0	2	1					7,1,3,10	10000
408	18,1,1981,2	1	2	0	2	2					7,1,3,10	10000
409	18,1,1981,2	1	2	0	3	1					7,1,3,10	10000
410	18,1,1981,2	1	2	0	3	2					7,1,3,10	10000
411	18,1,1981,2	1	2	0	4	1					7,1,3,10	10000
412	18,1,1981,2	1	2	0	4	2					7,1,3,10	10000
413	18,1,1981,2	1	2	0	5	1					7,1,3,10	10000
414	18,1,1981,2	1	2	0	5	2					7,1,3,10	10000
415	18,1,1981,2	1	3	0	1	1					7,1,5,10	10000
416	18,1,1981,2	1	3	0	1	2					7,1,5,10	10000
417	18,1,1981,2	1	3	0	2	1					7,1,5,10	10000
418	18,1,1981,2	1	3	0	2	2					7,1,5,10	10000
419	18,1,1981,2	1	3	0	3	1					7,1,5,10	10000
420	18,1,1981,2	1	3	0	3	2					7,1,5,10	10000
421	18,1,1981,2	1	3	0	4	1					7,1,5,10	10000
422	18,1,1981,2	1	3	0	4	2					7,1,5,10	10000
423	18,1,1981,2	1	3	0	5	1					7,1,5,10	10000
424	18,1,1981,2	1	3	0	5	2					7,1,5,10	10000
425	18,1,1981,2	1	4	0	1	1					7,1,6,10	10000
426	18,1,1981,2	1	4	0	1	2					7,1,6,10	10000
427	18,1,1981,2	1	4	0	2	1					7,1,6,10	10000
428	18,1,1981,2	1	4	0	2	2					7,1,6,10	10000
429	18,1,1981,2	1	4	0	3	1					7,1,6,10	10000
430	18,1,1981,2	1	4	0	3	2					7,1,6,10	10000
431	18,1,1981,2	1	4	0	4	1					7,1,6,10	10000
432	18,1,1981,2	1	4	0	4	2					7,1,6,10	10000
433	18,1,1981,2	1	4	0	5	1					7,1,6,10	10000
434	18,1,1981,2	1	4	0	5	2					7,1,6,10	10000
435	18,1,1981,2	1	5	0	1	1					7,1,4,10	10000
436	18,1,1981,2	1	5	0	1	2					7,1,4,10	10000
437	18,1,1981,2	1	5	0	2	1					7,1,4,10	10000
438	18,1,1981,2	1	5	0	2	2					7,1,4,10	10000
439	18,1,1981,2	1	5	0	3	1					7,1,4,10	10000
440	18,1,1981,2	1	5	0	3	2					7,1,4,10	10000
441	18,1,1981,2	1	5	0	4	1					7,1,4,10	10000
442	18,1,1981,2	1	5	0	4	2					7,1,4,10	10000
443	18,1,1981,2	1	5	0	5	1					7,1,4,10	10000
444	18,1,1981,2	1	5	0	5	2					7,1,4,10	10000
445	18,1,1981,2	1	6	0	1	1					7,2,7,10	10000
446	18,1,1981,2	1	6	0	1	2					7,2,7,10	10000
447	18,1,1981,2	1	6	0	2	1					7,2,7,10	10000
448	18,1,1981,2	1	6	0	2	2					7,2,7,10	10000
449	18,1,1981,2	1	6	0	3	1					7,2,7,10	10000
450	18,1,1981,2	1	6	0	3	2					7,2,7,10	10000
451	18,1,1981,2	1	6	0	4	1					7,2,7,10	10000
452	18,1,1981,2	1	6	0	4	2					7,2,7,10	10000
453	18,1,1981,2	1	6	0	5	1					7,2,7,10	10000
454	18,1,1981,2	1	6	0	5	2					7,2,7,10	10000
455	18,1,1981,2	1	7	0	1	1					7,1,1,10	10000
456	18,1,1981,2	1	7	0	1	2					7,1,1,10	10000
457	18,1,1981,2	1	7	0	2	1					7,1,1,10	10000
458	18,1,1981,2	1	7	0	2	2					7,1,1,10	10000
459	18,1,1981,2	1	7	0	3	1					7,1,1,10	10000
460	18,1,1981,2	1	7	0	3	2					7,1,1,10	10000
461	18,1,1981,2	1	7	0	4	1					7,1,1,10	10000
462	18,1,1981,2	1	7	0	4	2					7,1,1,10	10000
463	18,1,1981,2	1	7	0	5	1					7,1,1,10	10000
464	18,1,1981,2	1	7	0	5	2					7,1,1,10	10000
465	18,1,1981,2	1	8	0	1	1					7,2,8,10	10000
466	18,1,1981,2	1	8	0	1	2					7,2,8,10	10000
467	18,1,1981,2	1	8	0	2	1					7,2,8,10	10000
468	18,1,1981,2	1	8	0	2	2					7,2,8,10	10000
469	18,1,1981,2	1	8	0	3	1					7,2,8,10	10000
470	18,1,1981,2	1	8	0	3	2					7,2,8,10	10000
471	18,1,1981,2	1	8	0	4	1					7,2,8,10	10000
472	18,1,1981,2	1	8	0	4	2					7,2,8,10	10000
473	18,1,1981,2	1	8	0	5	1					7,2,8,10	10000
474	18,1,1981,2	1	8	0	5	2					7,2,8,10	10000
475	18,1,2149,1	6	1	0	3	1					2,1,92,1	10000
476	18,1,2149,1	6	1	0	5	2					2,1,152,1	10000
477	18,1,2149,1	6	1	0	5	1					2,1,162,1	10000
478	18,1,2149,1	6	2	0	1	2					2,1,2,1	10000
479	18,1,2149,1	6	2	0	2	2					2,1,42,1	10000
480	18,1,2149,1	6	2	0	3	2					2,1,62,1	10000
481	18,1,2149,1	6	2	0	4	1					2,1,132,1	10000
482	18,1,2149,1	6	2	0	5	2					2,1,142,1	10000
483	18,1,2149,1	6	3	0	1	2					2,1,22,1	10000
484	18,1,2149,1	6	3	0	4	2					2,1,112,1	10000
485	18,1,2149,1	6	4	0	1	2					2,1,32,1	10000
486	18,1,2149,1	6	4	0	2	2					2,1,902,1	10000
487	18,1,2149,1	6	5	0	1	2					2,1,12,1	10000
488	18,1,2149,1	6	5	0	4	2					2,1,102,1	10000
489	18,1,2149,1	6	6	0	2	2					2,2,1,1	10000
490	18,1,2149,1	6	7	0	2	1					2,1,52,1	10000
491	18,1,2149,1	6	7	0	3	2					2,1,72,1	10000
492	18,1,2149,1	6	7	0	3	1					2,1,82,1	10000
493	18,1,2149,1	6	7	0	4	1					2,1,122,1	10000
494	18,1,2149,1	6	8	0	2	2					2,2,11,1	10000
495	18,1,2149,2	6	1	0	3	1					2,1,93,2	10000
496	18,1,2149,2	6	1	0	5	2					2,1,153,2	10000
497	18,1,2149,2	6	1	0	5	1					2,1,163,2	10000
498	18,1,2149,2	6	2	0	1	2					2,1,3,2	10000
499	18,1,2149,2	6	2	0	2	2					2,1,43,2	10000
500	18,1,2149,2	6	2	0	3	2					2,1,63,2	10000
501	18,1,2149,2	6	2	0	4	1					2,1,133,2	10000
502	18,1,2149,2	6	2	0	5	2					2,1,143,2	10000
503	18,1,2149,2	6	3	0	1	2					2,1,23,2	10000
504	18,1,2149,2	6	3	0	4	2					2,1,113,2	10000
505	18,1,2149,2	6	4	0	1	2					2,1,33,2	10000
506	18,1,2149,2	6	4	0	2	2					2,1,903,2	10000
507	18,1,2149,2	6	5	0	1	2					2,1,13,2	10000
508	18,1,2149,2	6	5	0	4	2					2,1,103,2	10000
509	18,1,2149,2	6	6	0	2	2					2,2,2,2	10000
510	18,1,2149,2	6	7	0	2	1					2,1,53,2	10000
511	18,1,2149,2	6	7	0	3	2					2,1,73,2	10000
512	18,1,2149,2	6	7	0	3	1					2,1,83,2	10000
513	18,1,2149,2	6	7	0	4	1					2,1,123,2	10000
514	18,1,2149,2	6	8	0	2	2					2,2,12,2	10000
515	18,1,2149,3	6	1	0	3	1					2,1,94,3	10000
516	18,1,2149,3	6	1	0	5	2					2,1,154,3	10000
517	18,1,2149,3	6	1	0	5	1					2,1,164,3	10000
518	18,1,2149,3	6	2	0	1	2					2,1,4,3	10000
519	18,1,2149,3	6	2	0	2	2					2,1,44,3	10000
520	18,1,2149,3	6	2	0	3	2					2,1,64,3	10000
521	18,1,2149,3	6	2	0	4	1					2,1,134,3	10000
522	18,1,2149,3	6	2	0	5	2					2,1,144,3	10000
523	18,1,2149,3	6	3	0	1	2					2,1,24,3	10000
524	18,1,2149,3	6	3	0	4	2					2,1,114,3	10000
525	18,1,2149,3	6	4	0	1	2					2,1,34,3	10000
526	18,1,2149,3	6	4	0	2	2					2,1,904,3	10000
527	18,1,2149,3	6	5	0	1	2					2,1,14,3	10000
528	18,1,2149,3	6	5	0	4	2					2,1,104,3	10000
529	18,1,2149,3	6	6	0	2	2					2,2,3,3	10000
530	18,1,2149,3	6	7	0	2	1					2,1,54,3	10000
531	18,1,2149,3	6	7	0	3	2					2,1,74,3	10000
532	18,1,2149,3	6	7	0	3	1					2,1,84,3	10000
533	18,1,2149,3	6	7	0	4	1					2,1,124,3	10000
534	18,1,2149,3	6	8	0	2	2					2,2,13,3	10000
535	18,1,2149,4	6	1	0	3	1					2,1,95,4	10000
536	18,1,2149,4	6	1	0	5	2					2,1,155,4	10000
537	18,1,2149,4	6	1	0	5	1					2,1,165,4	10000
538	18,1,2149,4	6	2	0	1	2					2,1,5,4	10000
539	18,1,2149,4	6	2	0	2	2					2,1,45,4	10000
540	18,1,2149,4	6	2	0	3	2					2,1,65,4	10000
541	18,1,2149,4	6	2	0	4	1					2,1,135,4	10000
542	18,1,2149,4	6	2	0	5	2					2,1,145,4	10000
543	18,1,2149,4	6	3	0	1	2					2,1,25,4	10000
544	18,1,2149,4	6	3	0	4	2					2,1,115,4	10000
545	18,1,2149,4	6	4	0	1	2					2,1,35,4	10000
546	18,1,2149,4	6	4	0	2	2					2,1,905,4	10000
547	18,1,2149,4	6	5	0	1	2					2,1,15,4	10000
548	18,1,2149,4	6	5	0	4	2					2,1,105,4	10000
549	18,1,2149,4	6	6	0	2	2					2,2,4,4	10000
550	18,1,2149,4	6	7	0	2	1					2,1,55,4	10000
551	18,1,2149,4	6	7	0	3	2					2,1,75,4	10000
552	18,1,2149,4	6	7	0	3	1					2,1,85,4	10000
553	18,1,2149,4	6	7	0	4	1					2,1,125,4	10000
554	18,1,2149,4	6	8	0	2	2					2,2,14,4	10000
555	18,1,2149,5	6	1	0	3	1					2,1,96,5	10000
556	18,1,2149,5	6	1	0	5	2					2,1,156,5	10000
557	18,1,2149,5	6	1	0	5	1					2,1,166,5	10000
558	18,1,2149,5	6	2	0	1	2					2,1,6,5	10000
559	18,1,2149,5	6	2	0	2	2					2,1,46,5	10000
560	18,1,2149,5	6	2	0	3	2					2,1,66,5	10000
561	18,1,2149,5	6	2	0	4	1					2,1,136,5	10000
562	18,1,2149,5	6	2	0	5	2					2,1,146,5	10000
563	18,1,2149,5	6	3	0	1	2					2,1,26,5	10000
564	18,1,2149,5	6	3	0	4	2					2,1,116,5	10000
565	18,1,2149,5	6	4	0	1	2					2,1,36,5	10000
566	18,1,2149,5	6	4	0	2	2					2,1,906,5	10000
567	18,1,2149,5	6	5	0	1	2					2,1,16,5	10000
568	18,1,2149,5	6	5	0	4	2					2,1,106,5	10000
569	18,1,2149,5	6	6	0	2	2					2,2,5,5	10000
570	18,1,2149,5	6	7	0	2	1					2,1,56,5	10000
571	18,1,2149,5	6	7	0	3	2					2,1,76,5	10000
572	18,1,2149,5	6	7	0	3	1					2,1,86,5	10000
573	18,1,2149,5	6	7	0	4	1					2,1,126,5	10000
574	18,1,2149,5	6	8	0	2	2					2,2,15,5	10000
575	18,1,2150,1	2	1	1	1	0					2,9,1,1	10000
576	18,1,2150,1	2	1	1	3	0					2,9,81,1	10000
577	18,1,2150,1	2	1	1	4	0					2,9,121,1	10000
578	18,1,2150,1	2	1	1	5	0					2,9,161,1	10000
579	18,1,2150,1	2	1	2	1	0					2,9,11,1	10000
580	18,1,2150,1	2	1	2	3	0					2,9,91,1	10000
581	18,1,2150,1	2	1	2	4	0					2,9,131,1	10000
582	18,1,2150,1	2	1	2	5	0					2,9,171,1	10000
583	18,1,2150,1	2	2	1	1	0					2,3,3,1	10000
584	18,1,2150,1	2	2	1	3	0					2,3,83,1	10000
585	18,1,2150,1	2	2	1	4	0					2,3,123,1	10000
586	18,1,2150,1	2	2	1	5	0					2,3,163,1	10000
587	18,1,2150,1	2	2	2	1	0					2,3,13,1	10000
588	18,1,2150,1	2	2	2	3	0					2,3,93,1	10000
589	18,1,2150,1	2	2	2	4	0					2,3,133,1	10000
590	18,1,2150,1	2	2	2	5	0					2,3,173,1	10000
591	18,1,2150,1	2	3	1	1	0					2,10,3,1	10000
592	18,1,2150,1	2	3	1	2	0					2,10,23,1	10000
593	18,1,2150,1	2	3	1	3	0					2,10,43,1	10000
594	18,1,2150,1	2	3	1	4	0					2,10,63,1	10000
595	18,1,2150,1	2	3	1	5	0					2,10,83,1	10000
596	18,1,2150,1	2	3	2	1	0					2,10,13,1	10000
597	18,1,2150,1	2	3	2	2	0					2,10,33,1	10000
598	18,1,2150,1	2	3	2	3	0					2,10,53,1	10000
599	18,1,2150,1	2	3	2	4	0					2,10,73,1	10000
600	18,1,2150,1	2	3	2	5	0					2,10,93,1	10000
601	18,1,2150,2	2	1	1	1	0					2,9,2,2	10000
602	18,1,2150,2	2	1	1	3	0					2,9,82,2	10000
603	18,1,2150,2	2	1	1	4	0					2,9,122,2	10000
604	18,1,2150,2	2	1	1	5	0					2,9,162,2	10000
605	18,1,2150,2	2	1	2	1	0					2,9,12,2	10000
606	18,1,2150,2	2	1	2	3	0					2,9,92,2	10000
607	18,1,2150,2	2	1	2	4	0					2,9,132,2	10000
608	18,1,2150,2	2	1	2	5	0					2,9,172,2	10000
609	18,1,2150,2	2	2	1	1	0					2,3,4,2	10000
610	18,1,2150,2	2	2	1	3	0					2,3,84,2	10000
611	18,1,2150,2	2	2	1	4	0					2,3,84,2	10000
612	18,1,2150,2	2	2	1	5	0					2,3,124,2	10000
613	18,1,2150,2	2	2	2	1	0					2,3,14,2	10000
614	18,1,2150,2	2	2	2	3	0					2,3,94,2	10000
615	18,1,2150,2	2	2	2	4	0					2,3,134,2	10000
616	18,1,2150,2	2	2	2	5	0					2,3,174,2	10000
617	18,1,2150,2	2	3	1	1	0					2,10,4,2	10000
618	18,1,2150,2	2	3	1	2	0					2,10,24,2	10000
619	18,1,2150,2	2	3	1	3	0					2,10,44,2	10000
620	18,1,2150,2	2	3	1	4	0					2,10,64,2	10000
621	18,1,2150,2	2	3	1	5	0					2,10,84,2	10000
622	18,1,2150,2	2	3	2	1	0					2,10,14,2	10000
623	18,1,2150,2	2	3	2	2	0					2,10,34,2	10000
624	18,1,2150,2	2	3	2	3	0					2,10,54,2	10000
625	18,1,2150,2	2	3	2	4	0					2,10,74,2	10000
626	18,1,2150,2	2	3	2	5	0					2,10,94,2	10000
627	18,1,2150,3	2	1	1	1	0					2,9,3,3	10000
628	18,1,2150,3	2	1	1	3	0					2,9,83,3	10000
629	18,1,2150,3	2	1	1	4	0					2,9,123,3	10000
630	18,1,2150,3	2	1	1	5	0					2,9,163,3	10000
631	18,1,2150,3	2	1	2	1	0					2,9,13,3	10000
632	18,1,2150,3	2	1	2	3	0					2,9,93,3	10000
633	18,1,2150,3	2	1	2	4	0					2,9,133,3	10000
634	18,1,2150,3	2	1	2	5	0					2,9,173,3	10000
635	18,1,2150,3	2	2	1	1	0					2,3,5,3	10000
636	18,1,2150,3	2	2	1	3	0					2,3,85,3	10000
637	18,1,2150,3	2	2	1	4	0					2,3,85,3	10000
638	18,1,2150,3	2	2	1	5	0					2,3,125,3	10000
639	18,1,2150,3	2	2	2	1	0					2,3,15,3	10000
640	18,1,2150,3	2	2	2	3	0					2,3,95,3	10000
641	18,1,2150,3	2	2	2	4	0					2,3,135,3	10000
642	18,1,2150,3	2	2	2	5	0					2,3,175,3	10000
643	18,1,2150,3	2	3	1	1	0					2,10,5,3	10000
644	18,1,2150,3	2	3	1	2	0					2,10,25,3	10000
645	18,1,2150,3	2	3	1	3	0					2,10,45,3	10000
646	18,1,2150,3	2	3	1	4	0					2,10,65,3	10000
647	18,1,2150,3	2	3	1	5	0					2,10,85,3	10000
648	18,1,2150,3	2	3	2	1	0					2,10,15,3	10000
649	18,1,2150,3	2	3	2	2	0					2,10,35,3	10000
650	18,1,2150,3	2	3	2	3	0					2,10,55,3	10000
651	18,1,2150,3	2	3	2	4	0					2,10,75,3	10000
652	18,1,2150,3	2	3	2	5	0					2,10,95,3	10000
653	18,1,2150,4	2	1	1	1	0					2,9,4,4	10000
654	18,1,2150,4	2	1	1	3	0					2,9,84,4	10000
655	18,1,2150,4	2	1	1	4	0					2,9,124,4	10000
656	18,1,2150,4	2	1	1	5	0					2,9,164,4	10000
657	18,1,2150,4	2	1	2	1	0					2,9,14,4	10000
658	18,1,2150,4	2	1	2	3	0					2,9,94,4	10000
659	18,1,2150,4	2	1	2	4	0					2,9,134,4	10000
660	18,1,2150,4	2	1	2	5	0					2,9,174,4	10000
661	18,1,2150,4	2	2	1	1	0					2,3,6,4	10000
662	18,1,2150,4	2	2	1	3	0					2,3,86,4	10000
663	18,1,2150,4	2	2	1	4	0					2,3,86,4	10000
664	18,1,2150,4	2	2	1	5	0					2,3,126,4	10000
665	18,1,2150,4	2	2	2	1	0					2,3,16,4	10000
666	18,1,2150,4	2	2	2	3	0					2,3,96,4	10000
667	18,1,2150,4	2	2	2	4	0					2,3,136,4	10000
668	18,1,2150,4	2	2	2	5	0					2,3,176,4	10000
669	18,1,2150,4	2	3	1	1	0					2,10,6,4	10000
670	18,1,2150,4	2	3	1	2	0					2,10,26,4	10000
671	18,1,2150,4	2	3	1	3	0					2,10,46,4	10000
672	18,1,2150,4	2	3	1	4	0					2,10,66,4	10000
673	18,1,2150,4	2	3	1	5	0					2,10,86,4	10000
674	18,1,2150,4	2	3	2	1	0					2,10,16,4	10000
675	18,1,2150,4	2	3	2	2	0					2,10,36,4	10000
676	18,1,2150,4	2	3	2	3	0					2,10,56,4	10000
677	18,1,2150,4	2	3	2	4	0					2,10,76,4	10000
678	18,1,2150,4	2	3	2	5	0					2,10,96,4	10000
679	18,1,2150,5	2	1	1	1	0					2,9,5,5	10000
680	18,1,2150,5	2	1	1	3	0					2,9,85,5	10000
681	18,1,2150,5	2	1	1	4	0					2,9,125,5	10000
682	18,1,2150,5	2	1	1	5	0					2,9,165,5	10000
683	18,1,2150,5	2	1	2	1	0					2,9,15,5	10000
684	18,1,2150,5	2	1	2	3	0					2,9,95,5	10000
685	18,1,2150,5	2	1	2	4	0					2,9,135,5	10000
686	18,1,2150,5	2	1	2	5	0					2,9,175,5	10000
687	18,1,2150,5	2	2	1	1	0					2,3,7,5	10000
688	18,1,2150,5	2	2	1	3	0					2,3,87,5	10000
689	18,1,2150,5	2	2	1	4	0					2,3,87,5	10000
690	18,1,2150,5	2	2	1	5	0					2,3,127,5	10000
691	18,1,2150,5	2	2	2	1	0					2,3,17,5	10000
692	18,1,2150,5	2	2	2	3	0					2,3,97,5	10000
693	18,1,2150,5	2	2	2	4	0					2,3,137,5	10000
694	18,1,2150,5	2	2	2	5	0					2,3,177,5	10000
695	18,1,2150,5	2	3	1	1	0					2,10,7,5	10000
696	18,1,2150,5	2	3	1	2	0					2,10,27,5	10000
697	18,1,2150,5	2	3	1	3	0					2,10,47,5	10000
698	18,1,2150,5	2	3	1	4	0					2,10,67,5	10000
699	18,1,2150,5	2	3	1	5	0					2,10,87,5	10000
700	18,1,2150,5	2	3	2	1	0					2,10,17,5	10000
701	18,1,2150,5	2	3	2	2	0					2,10,37,5	10000
702	18,1,2150,5	2	3	2	3	0					2,10,57,5	10000
703	18,1,2150,5	2	3	2	4	0					2,10,77,5	10000
704	18,1,2150,5	2	3	2	5	0					2,10,97,5	10000
705	18,1,2151,1	3	1	1	1	0					2,9,21,1	10000
706	18,1,2151,1	3	1	1	2	0					2,9,41,1	10000
707	18,1,2151,1	3	1	1	4	0					2,9,141,1	10000
708	18,1,2151,1	3	1	2	1	0					2,9,31,1	10000
709	18,1,2151,1	3	1	2	2	0					2,9,51,1	10000
710	18,1,2151,1	3	1	2	4	0					2,9,151,1	10000
711	18,1,2151,1	3	2	1	1	0					2,3,23,1	10000
712	18,1,2151,1	3	2	1	2	0					2,3,43,1	10000
713	18,1,2151,1	3	2	1	4	0					2,3,143,1	10000
714	18,1,2151,1	3	2	2	1	0					2,3,33,1	10000
715	18,1,2151,1	3	2	2	2	0					2,3,53,1	10000
716	18,1,2151,1	3	2	2	4	0					2,3,153,1	10000
717	18,1,2151,1	3	3	1	1	0					2,7,3,1	10000
718	18,1,2151,1	3	3	1	2	0					2,7,23,1	10000
719	18,1,2151,1	3	3	1	3	0					2,7,43,1	10000
720	18,1,2151,1	3	3	1	4	0					2,7,63,1	10000
721	18,1,2151,1	3	3	1	5	0					2,7,83,1	10000
722	18,1,2151,1	3	3	2	1	0					2,7,13,1	10000
723	18,1,2151,1	3	3	2	2	0					2,7,33,1	10000
724	18,1,2151,1	3	3	2	3	0					2,7,53,1	10000
725	18,1,2151,1	3	3	2	4	0					2,7,73,1	10000
726	18,1,2151,1	3	3	2	5	0					2,7,93,1	10000
727	18,1,2151,2	3	1	1	1	0					2,9,22,2	10000
728	18,1,2151,2	3	1	1	2	0					2,9,42,2	10000
729	18,1,2151,2	3	1	1	4	0					2,9,142,2	10000
730	18,1,2151,2	3	1	2	1	0					2,9,32,2	10000
731	18,1,2151,2	3	1	2	2	0					2,9,52,2	10000
732	18,1,2151,2	3	1	2	4	0					2,9,152,2	10000
733	18,1,2151,2	3	2	1	1	0					2,3,24,2	10000
734	18,1,2151,2	3	2	1	2	0					2,3,44,2	10000
735	18,1,2151,2	3	2	1	4	0					2,3,144,2	10000
736	18,1,2151,2	3	2	2	1	0					2,3,34,2	10000
737	18,1,2151,2	3	2	2	2	0					2,3,54,2	10000
738	18,1,2151,2	3	2	2	4	0					2,3,154,2	10000
739	18,1,2151,2	3	3	1	1	0					2,7,4,2	10000
740	18,1,2151,2	3	3	1	2	0					2,7,24,2	10000
741	18,1,2151,2	3	3	1	3	0					2,7,44,2	10000
742	18,1,2151,2	3	3	1	4	0					2,7,64,2	10000
743	18,1,2151,2	3	3	1	5	0					2,7,84,2	10000
744	18,1,2151,2	3	3	2	1	0					2,7,14,2	10000
745	18,1,2151,2	3	3	2	2	0					2,7,34,2	10000
746	18,1,2151,2	3	3	2	3	0					2,7,54,2	10000
747	18,1,2151,2	3	3	2	4	0					2,7,74,2	10000
748	18,1,2151,2	3	3	2	5	0					2,7,94,2	10000
749	18,1,2151,3	3	1	1	1	0					2,9,23,3	10000
750	18,1,2151,3	3	1	1	2	0					2,9,43,3	10000
751	18,1,2151,3	3	1	1	4	0					2,9,143,3	10000
752	18,1,2151,3	3	1	2	1	0					2,9,33,3	10000
753	18,1,2151,3	3	1	2	2	0					2,9,53,3	10000
754	18,1,2151,3	3	1	2	4	0					2,9,153,3	10000
755	18,1,2151,3	3	2	1	1	0					2,3,25,3	10000
756	18,1,2151,3	3	2	1	2	0					2,3,45,3	10000
757	18,1,2151,3	3	2	1	4	0					2,3,145,3	10000
758	18,1,2151,3	3	2	2	1	0					2,3,35,3	10000
759	18,1,2151,3	3	2	2	2	0					2,3,55,3	10000
760	18,1,2151,3	3	2	2	4	0					2,3,155,3	10000
761	18,1,2151,3	3	3	1	1	0					2,7,5,3	10000
762	18,1,2151,3	3	3	1	2	0					2,7,25,3	10000
763	18,1,2151,3	3	3	1	3	0					2,7,45,3	10000
764	18,1,2151,3	3	3	1	4	0					2,7,65,3	10000
765	18,1,2151,3	3	3	1	5	0					2,7,85,3	10000
766	18,1,2151,3	3	3	2	1	0					2,7,15,3	10000
767	18,1,2151,3	3	3	2	2	0					2,7,35,3	10000
768	18,1,2151,3	3	3	2	3	0					2,7,55,3	10000
769	18,1,2151,3	3	3	2	4	0					2,7,75,3	10000
770	18,1,2151,3	3	3	2	5	0					2,7,95,3	10000
771	18,1,2151,4	3	1	1	1	0					2,9,24,4	10000
772	18,1,2151,4	3	1	1	2	0					2,9,44,4	10000
773	18,1,2151,4	3	1	1	4	0					2,9,144,4	10000
774	18,1,2151,4	3	1	2	1	0					2,9,34,4	10000
775	18,1,2151,4	3	1	2	2	0					2,9,54,4	10000
776	18,1,2151,4	3	1	2	4	0					2,9,154,4	10000
777	18,1,2151,4	3	2	1	1	0					2,3,26,4	10000
778	18,1,2151,4	3	2	1	2	0					2,3,46,4	10000
779	18,1,2151,4	3	2	1	4	0					2,3,146,4	10000
780	18,1,2151,4	3	2	2	1	0					2,3,36,4	10000
781	18,1,2151,4	3	2	2	2	0					2,3,56,4	10000
782	18,1,2151,4	3	2	2	4	0					2,3,156,4	10000
783	18,1,2151,4	3	3	1	1	0					2,7,6,4	10000
784	18,1,2151,4	3	3	1	2	0					2,7,26,4	10000
785	18,1,2151,4	3	3	1	3	0					2,7,46,4	10000
786	18,1,2151,4	3	3	1	4	0					2,7,66,4	10000
787	18,1,2151,4	3	3	1	5	0					2,7,86,4	10000
788	18,1,2151,4	3	3	2	1	0					2,7,16,4	10000
789	18,1,2151,4	3	3	2	2	0					2,7,36,4	10000
790	18,1,2151,4	3	3	2	3	0					2,7,56,4	10000
791	18,1,2151,4	3	3	2	4	0					2,7,76,4	10000
792	18,1,2151,4	3	3	2	5	0					2,7,96,4	10000
793	18,1,2151,5	3	1	1	1	0					2,9,25,5	10000
794	18,1,2151,5	3	1	1	2	0					2,9,45,5	10000
795	18,1,2151,5	3	1	1	4	0					2,9,145,5	10000
796	18,1,2151,5	3	1	2	1	0					2,9,35,5	10000
797	18,1,2151,5	3	1	2	2	0					2,9,55,5	10000
798	18,1,2151,5	3	1	2	4	0					2,9,155,5	10000
799	18,1,2151,5	3	2	1	1	0					2,3,27,5	10000
800	18,1,2151,5	3	2	1	2	0					2,3,47,5	10000
801	18,1,2151,5	3	2	1	4	0					2,3,147,5	10000
802	18,1,2151,5	3	2	2	1	0					2,3,37,5	10000
803	18,1,2151,5	3	2	2	2	0					2,3,57,5	10000
804	18,1,2151,5	3	2	2	4	0					2,3,157,5	10000
805	18,1,2151,5	3	3	1	1	0					2,7,7,5	10000
806	18,1,2151,5	3	3	1	2	0					2,7,27,5	10000
807	18,1,2151,5	3	3	1	3	0					2,7,47,5	10000
808	18,1,2151,5	3	3	1	4	0					2,7,67,5	10000
809	18,1,2151,5	3	3	1	5	0					2,7,87,5	10000
810	18,1,2151,5	3	3	2	1	0					2,7,17,5	10000
811	18,1,2151,5	3	3	2	2	0					2,7,37,5	10000
