NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
enemy083	"80,8,80"	"80,8,80"	"80,8,80"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"56,8,80"	"96,8,90"	"104,8,90"	"104,8,90"	"104,8,90"	"80,8,80"	"128,8,60"
enemy084	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"48,8,80"	"120,8,80"	"96,8,70"	"96,8,80"	"96,8,80"	"96,8,120"	"96,8,100"
enemy085	"64,8,120"	"64,8,120"	"64,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,100"	"80,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,120"	"96,8,100"
enemy086	"88,8,100"	"80,8,100"	"80,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"48,8,120"	"104,8,80"	"72,8,80"	"112,8,130"	"112,8,130"	"80,8,100"	"128,8,60"
enemy087	"80,8,120"	"80,8,120"	"80,8,120"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,80"	"72,8,50"	"88,8,110"	"56,8,80"	"56,8,80"	"56,8,80"	"80,8,120"	"64,8,80"
enemy088	"80,8,80"	"80,8,110"	"80,8,110"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"72,8,50"	"88,8,150"	"128,8,100"	"128,8,100"	"128,8,100"	"80,8,110"	"64,8,100"
enemy089	"96,8,140"	"96,8,140"	"96,8,140"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"56,8,140"	"120,8,140"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,140"	"96,8,120"
enemy090	"80,8,80"	"80,8,80"	"80,8,80"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"64,8,90"	"120,8,80"	"80,8,80"	"112,8,120"	"112,8,120"	"80,8,80"	"128,8,60"
enemy091	"80,8,80"	"80,8,100"	"80,8,100"	"64,8,150"	"64,8,150"	"64,8,150"	"64,8,150"	"72,8,50"	"88,8,120"	"80,8,100"	"72,8,110"	"72,8,110"	"80,8,100"	"64,8,150"
enemy092	"80,8,120"	"80,8,100"	"80,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"40,8,120"	"112,8,100"	"64,8,90"	"112,8,100"	"112,8,100"	"80,8,100"	"96,8,100"
enemy093	"80,8,120"	"80,8,120"	"80,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"72,8,70"	"88,8,120"	"88,8,100"	"80,8,100"	"80,8,100"	"80,8,120"	"64,8,120"
enemy094	"96,8,140"	"96,8,140"	"96,8,140"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"56,8,140"	"120,8,140"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,140"	"96,8,120"
enemy095	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"48,8,111"	"112,8,111"	"80,8,111"	"112,8,111"	"112,8,111"	"96,8,111"	"96,8,111"
enemy096	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"48,8,80"	"120,8,80"	"120,8,60"	"120,8,60"	"120,8,60"	"96,8,120"	"96,8,100"
enemy097	"80,8,100"	"80,8,100"	"80,8,100"	"96,8,50"	"96,8,50"	"96,8,50"	"96,8,50"	"56,8,100"	"96,8,120"	"104,8,100"	"120,8,90"	"120,8,90"	"80,8,100"	"96,8,50"
enemy098	"80,8,100"	"64,8,100"	"64,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"64,8,60"	"96,8,68"	"112,8,60"	"88,8,100"	"88,8,100"	"64,8,100"	"128,8,60"
enemy099	"96,8,100"	"80,8,100"	"80,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"56,8,120"	"112,8,110"	"104,8,100"	"120,8,100"	"120,8,100"	"80,8,100"	"128,8,60"
enemy100	"80,8,80"	"80,8,80"	"80,8,80"	"112,8,60"	"112,8,60"	"112,8,60"	"112,8,60"	"64,8,65"	"104,8,60"	"112,8,60"	"120,8,80"	"120,8,80"	"80,8,80"	"112,8,60"
enemy101	"80,8,125"	"80,8,75"	"80,8,75"	"96,8,62"	"96,8,62"	"96,8,62"	"96,8,62"	"48,8,100"	"112,8,115"	"104,8,70"	"120,8,100"	"120,8,100"	"80,8,75"	"96,8,62"
enemy102	"80,8,140"	"80,8,140"	"80,8,140"	"80,8,90"	"80,8,90"	"80,8,90"	"80,8,90"	"88,8,70"	"112,8,120"	"96,8,100"	"80,8,140"	"80,8,140"	"80,8,140"	"80,8,90"
enemy103	"80,8,100"	"80,8,100"	"80,8,100"	"80,8,70"	"80,8,70"	"80,8,70"	"80,8,70"	"48,8,80"	"112,8,80"	"96,8,80"	"88,8,60"	"88,8,60"	"80,8,100"	"80,8,70"
enemy104	"96,8,140"	"80,8,140"	"80,8,140"	"112,8,60"	"112,8,60"	"112,8,60"	"112,8,60"	"96,8,70"	"176,8,140"	"64,8,120"	"144,8,120"	"144,8,120"	"80,8,140"	"112,8,60"
enemy105	"80,8,120"	"80,8,140"	"80,8,140"	"80,8,90"	"80,8,90"	"80,8,90"	"80,8,90"	"80,8,70"	"120,8,120"	"64,8,120"	"112,8,120"	"112,8,120"	"80,8,140"	"80,8,90"
enemy106	"80,8,100"	"80,8,120"	"80,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"56,8,80"	"112,8,80"	"96,8,80"	"112,8,80"	"112,8,80"	"80,8,120"	"96,8,80"
enemy107	"96,8,130"	"80,8,160"	"80,8,160"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"64,8,120"	"104,8,60"	"112,8,70"	"112,8,80"	"112,8,80"	"80,8,160"	"128,8,60"
enemy108	"80,8,100"	"80,8,120"	"80,8,120"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"72,8,50"	"88,8,120"	"88,8,100"	"104,8,120"	"104,8,120"	"80,8,120"	"64,8,100"
enemy109	"80,8,100"	"80,8,111"	"80,8,111"	"96,8,75"	"96,8,75"	"96,8,75"	"96,8,75"	"56,8,100"	"96,8,110"	"112,8,60"	"112,8,100"	"112,8,100"	"80,8,111"	"96,8,75"
enemy110	"80,8,100"	"80,8,120"	"80,8,120"	"80,8,90"	"80,8,90"	"80,8,90"	"80,8,90"	"72,8,50"	"88,8,80"	"88,8,100"	"96,8,110"	"96,8,110"	"80,8,120"	"80,8,90"
enemy111	"80,8,80"	"80,8,100"	"80,8,100"	"96,8,60"	"96,8,60"	"96,8,60"	"96,8,60"	"56,8,70"	"112,8,60"	"112,8,60"	"80,8,80"	"80,8,80"	"80,8,100"	"96,8,60"
enemy112	"96,8,150"	"96,8,130"	"96,8,130"	"64,8,110"	"64,8,110"	"64,8,110"	"64,8,110"	"72,8,60"	"88,8,100"	"104,8,100"	"144,8,120"	"144,8,120"	"96,8,130"	"64,8,110"
enemy113	"80,8,80"	"80,8,90"	"80,8,90"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"80,8,60"	"104,8,140"	"80,8,100"	"80,8,100"	"80,8,100"	"80,8,90"	"64,8,100"
enemy114	"80,8,80"	"80,8,100"	"80,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"72,8,40"	"88,8,100"	"96,8,80"	"88,8,100"	"88,8,100"	"80,8,100"	"64,8,100"
enemy115	"80,8,100"	"80,8,100"	"80,8,100"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,80"	"72,8,50"	"88,8,120"	"72,8,100"	"88,8,100"	"88,8,100"	"80,8,100"	"64,8,80"
enemy116	"80,8,100"	"80,8,100"	"80,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"56,8,80"	"80,8,100"	"80,8,80"	"128,8,80"	"128,8,80"	"80,8,100"	"128,8,60"
enemy117	"64,8,90"	"64,8,80"	"64,8,80"	"64,8,90"	"64,8,90"	"64,8,90"	"64,8,90"	"64,8,50"	"72,8,90"	"128,8,50"	"128,8,60"	"128,8,60"	"64,8,80"	"64,8,90"
enemy118	"80,8,80"	"80,8,100"	"80,8,100"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"72,8,50"	"88,8,140"	"80,8,90"	"152,8,120"	"152,8,120"	"80,8,100"	"96,8,111"
enemy119	"96,8,85"	"96,8,120"	"96,8,120"	"96,8,60"	"96,8,60"	"96,8,60"	"96,8,60"	"48,8,80"	"96,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,120"	"96,8,60"
enemy120	"80,8,100"	"80,8,100"	"80,8,100"	"64,8,110"	"64,8,110"	"64,8,110"	"64,8,110"	"72,8,50"	"88,8,120"	"88,8,85"	"96,8,110"	"96,8,110"	"80,8,100"	"64,8,110"
enemy121	"64,8,100"	"64,8,100"	"64,8,100"	"96,8,70"	"96,8,70"	"96,8,70"	"96,8,70"	"48,8,100"	"88,8,100"	"56,8,100"	"96,8,100"	"96,8,100"	"64,8,100"	"96,8,70"
enemy122	"64,8,120"	"64,8,110"	"64,8,110"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,65"	"104,8,60"	"96,8,70"	"96,8,70"	"96,8,70"	"64,8,110"	"64,8,100"
enemy123	"80,8,100"	"80,8,120"	"80,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"56,8,80"	"112,8,90"	"96,8,60"	"88,8,90"	"88,8,90"	"80,8,120"	"96,8,80"
enemy124	"80,8,130"	"80,8,130"	"80,8,130"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"72,8,60"	"88,8,120"	"64,8,100"	"88,8,80"	"88,8,80"	"80,8,130"	"64,8,100"
enemy125	"80,8,120"	"64,8,120"	"64,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"72,8,100"	"112,8,110"	"64,8,80"	"112,8,100"	"112,8,100"	"64,8,120"	"96,8,80"
enemy126	"80,8,110"	"80,8,120"	"80,8,120"	"96,8,75"	"96,8,75"	"96,8,75"	"96,8,75"	"48,8,100"	"96,8,70"	"56,8,80"	"104,8,100"	"104,8,100"	"80,8,120"	"96,8,75"
enemy127	"96,8,120"	"72,8,120"	"72,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"48,8,120"	"88,8,100"	"88,8,120"	"104,8,110"	"104,8,110"	"72,8,120"	"96,8,100"
enemy128	"80,8,90"	"80,8,110"	"80,8,110"	"64,8,90"	"64,8,90"	"64,8,90"	"64,8,90"	"72,8,60"	"96,8,70"	"80,8,90"	"96,8,70"	"96,8,70"	"80,8,110"	"64,8,90"
enemy129	"80,8,100"	"80,8,120"	"80,8,120"	"96,8,70"	"96,8,70"	"96,8,70"	"96,8,70"	"64,8,90"	"72,8,140"	"88,8,110"	"144,8,70"	"144,8,70"	"80,8,120"	"96,8,70"
enemy130	"64,8,130"	"64,8,120"	"64,8,120"	"128,8,70"	"128,8,70"	"128,8,70"	"128,8,70"	"64,8,80"	"72,8,100"	"96,8,60"	"128,8,80"	"128,8,80"	"64,8,120"	"128,8,70"
enemy131	"80,8,120"	"80,8,100"	"80,8,100"	"64,8,110"	"64,8,110"	"64,8,110"	"64,8,110"	"72,8,50"	"88,8,100"	"72,8,120"	"80,8,100"	"80,8,100"	"80,8,100"	"64,8,110"
enemy132	"72,8,120"	"64,8,160"	"64,8,160"	"80,8,120"	"80,8,120"	"80,8,120"	"80,8,120"	"56,8,120"	"96,8,100"	"72,8,110"	"80,8,120"	"80,8,120"	"64,8,160"	"80,8,120"
enemy133	"96,8,111"	"64,8,111"	"64,8,111"	"128,8,111"	"128,8,111"	"128,8,111"	"128,8,111"	"56,8,111"	"120,8,111"	"104,8,111"	"88,8,111"	"88,8,111"	"64,8,111"	"128,8,111"
enemy134	"80,8,140"	"80,8,140"	"80,8,140"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"48,8,140"	"96,8,140"	"64,8,140"	"96,8,150"	"96,8,150"	"80,8,140"	"64,8,160"
enemy135	"80,8,120"	"80,8,120"	"80,8,120"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"	"48,8,120"	"96,8,140"	"72,8,120"	"72,8,120"	"72,8,120"	"80,8,120"	"64,8,140"
enemy136	"80,8,80"	"80,8,80"	"80,8,80"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"48,8,98"	"104,8,98"	"64,8,90"	"64,8,85"	"64,8,85"	"80,8,80"	"96,8,1"
enemy137	"80,8,111"	"80,8,111"	"80,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"48,8,111"	"96,8,111"	"72,8,111"	"64,8,111"	"64,8,111"	"80,8,111"	"64,8,111"
enemy138	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"48,8,111"	"80,8,111"	"80,8,111"	"96,8,111"	"96,8,111"	"80,8,111"	"80,8,111"
enemy139	"80,8,120"	"64,8,120"	"64,8,120"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"48,8,120"	"112,8,120"	"80,8,120"	"96,8,120"	"96,8,120"	"64,8,120"	"128,8,80"
enemy140	"80,8,100"	"64,8,120"	"64,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"56,8,120"	"104,8,120"	"112,8,100"	"96,8,120"	"96,8,120"	"64,8,120"	"96,8,120"
enemy141	"64,8,120"	"64,8,120"	"64,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,95"	"80,8,95"	"64,8,80"	"96,8,80"	"96,8,80"	"64,8,120"	"96,8,80"
enemy142	"64,8,120"	"64,8,120"	"64,8,120"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"64,8,60"	"104,8,120"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,120"	"128,8,80"
enemy143	"64,8,120"	"64,8,120"	"64,8,120"	"128,8,100"	"128,8,100"	"128,8,100"	"128,8,100"	"64,8,80"	"104,8,80"	"64,8,80"	"112,8,100"	"112,8,100"	"64,8,120"	"128,8,100"
enemy144	"80,8,88"	"80,8,88"	"80,8,88"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"56,8,120"	"120,8,100"	"88,8,100"	"104,8,168"	"104,8,168"	"80,8,88"	"96,8,90"
enemy144a	"80,8,88"	"80,8,88"	"80,8,88"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"56,8,120"	"120,8,100"	"88,8,100"	"104,8,168"	"104,8,168"	"80,8,88"	"96,8,90"
enemy145	"80,8,140"	"80,8,140"	"80,8,140"	"64,8,160"	"64,8,160"	"64,8,160"	"64,8,160"	"56,8,120"	"96,8,140"	"72,8,120"	"96,8,120"	"96,8,120"	"80,8,140"	"64,8,160"
enemy146	"80,8,88"	"80,8,88"	"80,8,88"	"64,8,68"	"64,8,68"	"64,8,68"	"64,8,68"	"48,8,68"	"96,8,88"	"80,8,128"	"128,8,118"	"128,8,118"	"80,8,88"	"64,8,68"
enemy147	"64,8,120"	"64,8,160"	"64,8,160"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"64,8,60"	"104,8,120"	"64,8,80"	"128,8,111"	"128,8,111"	"64,8,160"	"128,8,80"
enemy148	"64,8,120"	"64,8,120"	"64,8,120"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"64,8,80"	"104,8,100"	"64,8,80"	"128,8,120"	"128,8,120"	"64,8,120"	"128,8,80"
enemy149	"80,8,100"	"64,8,120"	"64,8,120"	"96,8,98"	"96,8,98"	"96,8,98"	"96,8,98"	"48,8,120"	"88,8,90"	"80,8,80"	"80,8,90"	"80,8,90"	"64,8,120"	"96,8,98"
enemy150	"64,8,120"	"64,8,160"	"64,8,160"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,60"	"80,8,120"	"64,8,111"	"80,8,60"	"80,8,60"	"64,8,160"	"96,8,100"
enemy151	"80,8,135"	"80,8,142"	"80,8,142"	"64,8,135"	"64,8,135"	"64,8,135"	"64,8,135"	"48,8,120"	"96,8,120"	"88,8,80"	"88,8,120"	"88,8,120"	"80,8,142"	"64,8,135"
enemy152	"10,1,155"	"10,1,160"	"10,1,160"	"10,1,160"	"10,1,160"	"10,1,160"	"10,1,160"	"6,1,118"	"15,1,180"	"11,1,130"	"15,1,145"	"15,1,145"	"10,1,160"	
enemy153	"80,8,120"	"80,8,120"	"80,8,120"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"48,8,120"	"112,8,100"	"88,8,60"	"112,8,120"	"112,8,120"	"80,8,120"	"128,8,60"
enemy154	"160,8,60"	"160,8,60"	"160,8,60"	"112,8,60"	"112,8,60"	"112,8,60"	"112,8,60"	"80,8,60"	"112,8,100"	"160,8,56"	"136,8,60"	"136,8,60"	"160,8,60"	"112,8,60"
enemy155	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"6,1,100"		"13,1,70"	"13,1,70"	"13,1,70"	"1,1,1"	
enemy156	"104,8,123"	"104,8,123"	"104,8,123"	"104,8,57"	"104,8,57"	"104,8,57"	"104,8,57"	"112,8,89"	"104,8,96"				"104,8,123"	"104,8,57"
enemy157	"80,8,140"	"72,8,160"	"72,8,160"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"48,8,120"	"80,8,120"	"64,8,100"	"72,8,110"	"72,8,110"	"72,8,160"	"96,8,120"
enemy158	"64,8,100"	"64,8,125"	"64,8,125"	"96,8,123"	"96,8,123"	"96,8,123"	"96,8,123"	"64,8,100"	"80,8,130"	"64,8,85"	"64,8,100"	"64,8,100"	"64,8,125"	"96,8,123"
enemy159	"64,8,110"	"64,8,158"	"64,8,158"	"64,8,155"	"64,8,155"	"64,8,155"	"64,8,155"	"64,8,90"	"80,8,110"	"80,8,150"	"96,8,110"	"96,8,110"	"64,8,158"	"64,8,155"
enemy160	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"6,1,100"		"13,1,70"	"13,1,70"	"13,1,70"	"1,1,1"	
enemy161	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"6,1,100"		"13,1,70"	"13,1,70"	"13,1,70"	"1,1,1"	
enemy162	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"6,1,100"		"13,1,70"	"13,1,70"	"13,1,70"	"1,1,1"	
enemy163	"80,8,70"	"80,8,80"	"80,8,80"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"48,8,70"	"96,8,80"	"80,8,80"	"80,8,120"	"80,8,120"	"80,8,80"	"64,8,100"
enemy164	"96,8,100"	"96,8,120"	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,85"	"128,8,100"	"96,8,95"	"88,8,85"	"88,8,85"	"96,8,120"	"96,8,100"
enemy165	"64,8,120"	"64,8,120"	"64,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"64,8,80"	"80,8,120"	"80,8,80"	"80,8,80"	"80,8,80"	"64,8,120"	"96,8,120"
enemy166	"64,8,120"	"64,8,160"	"64,8,160"	"96,8,110"	"96,8,110"	"96,8,110"	"96,8,110"	"64,8,80"	"80,8,100"	"96,8,50"	"96,8,80"	"96,8,80"	"64,8,160"	"96,8,110"
enemy167	"80,8,111"	"80,8,111"	"80,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"56,8,111"	"96,8,120"	"72,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"64,8,111"
enemy168	"80,8,111"	"80,8,111"	"80,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"96,8,120"	"80,8,120"	"96,8,120"	"96,8,120"	"80,8,111"	"64,8,111"
enemy168a	"80,8,80"	"80,8,100"	"80,8,100"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,60"	"96,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,100"	"64,8,80"
enemy169	"64,8,160"	"64,8,160"	"64,8,160"	"128,8,90"	"128,8,90"	"128,8,90"	"128,8,90"	"64,8,120"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,160"	"128,8,90"
enemy170	"96,8,100"	"96,8,120"	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,90"	"112,8,80"	"112,8,80"	"88,8,80"	"88,8,80"	"96,8,120"	"96,8,100"
enemy171	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,100"	"88,8,100"	"80,8,75"	"128,8,100"	"128,8,100"	"96,8,100"	"96,8,100"
enemy172	"80,8,150"	"80,8,150"	"80,8,150"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"56,8,80"	"104,8,100"	"6,1,120"	"14,1,120"	"14,1,120"	"80,8,150"	"80,8,80"
enemy173	"40,8,240"	"64,8,160"	"64,8,160"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"48,8,120"	"48,8,180"	"56,8,140"	"128,8,140"	"128,8,140"	"64,8,160"	"96,8,120"
enemy174	"8,8,80"	"8,8,80"	"8,8,80"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"8,8,80"	"64,8,120"	"80,8,80"	"80,8,80"	"80,8,80"	"8,8,80"	"64,8,100"
enemy175	"8,8,100"	"8,8,100"	"8,8,100"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"8,8,100"	"64,8,100"	"80,8,120"	"80,8,120"	"80,8,120"	"8,8,100"	"80,8,111"
enemy176	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"48,8,100"	"64,8,80"	"128,8,65"	"128,8,65"	"128,8,65"	"128,8,80"	"128,8,60"
enemy177	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"64,8,60"	"72,8,90"	"128,8,65"	"128,8,65"	"128,8,65"	"128,8,80"	"128,8,60"
enemy178	"96,8,80"	"96,8,80"	"96,8,80"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"64,8,90"	"128,8,100"	"112,8,80"	"112,8,80"	"112,8,80"	"96,8,80"	"128,8,60"
enemy179	"80,8,80"	"80,8,100"	"80,8,100"	"80,8,60"	"80,8,60"	"80,8,60"	"80,8,60"	"72,8,60"	"120,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,100"	"80,8,60"
enemy180	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,90"	"64,8,90"	"64,8,90"	"64,8,90"	"128,8,30"	"96,8,120"	"112,8,100"	"112,8,100"	"112,8,100"	"64,8,120"	"64,8,90"
enemy181	"96,8,80"	"96,8,100"	"96,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"48,8,120"	"88,8,100"	"88,8,120"	"56,8,120"	"56,8,120"	"96,8,100"	"128,8,60"
enemy182	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"64,8,90"	"96,8,90"	"176,8,60"	"88,8,111"	"88,8,111"	"80,8,111"	"80,8,111"
enemy183	"64,8,120"	"64,8,140"	"64,8,140"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,100"	"112,8,120"	"72,8,100"	"72,8,80"	"72,8,100"	"64,8,140"	"96,8,80"
enemy184	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"56,8,70"	"112,8,70"	"96,8,60"	"96,8,90"	"96,8,60"	"96,8,100"	"96,8,80"
enemy185	"96,8,140"	"96,8,160"	"96,8,160"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,90"	"64,8,100"	"104,8,100"	"88,8,120"	"112,8,80"	"88,8,120"	"96,8,160"	"96,8,90"
enemy186	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,70"	"96,8,70"	"96,8,70"	"96,8,70"	"56,8,60"	"80,8,100"	"112,8,60"	"80,8,70"	"112,8,60"	"96,8,120"	"96,8,70"
enemy187	"80,8,90"	"80,8,60"	"80,8,60"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"80,8,80"	"96,8,111"	"136,8,60"	"144,8,60"	"136,8,60"	"80,8,60"	"64,8,111"
enemy188	"64,8,140"	"64,8,150"	"64,8,150"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,80"	"88,8,100"	"120,8,70"	"96,8,75"	"120,8,70"	"64,8,150"	"96,8,100"
enemy189	"64,8,120"	"64,8,120"	"64,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,90"	"104,8,100"	"96,8,70"	"96,8,60"	"96,8,70"	"64,8,120"	"96,8,100"
enemy190	"96,8,80"	"112,8,100"	"112,8,100"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,80"	"56,8,80"	"96,8,70"	"120,8,60"	"128,8,75"	"128,8,75"	"112,8,100"	"64,8,80"
enemy191	"80,8,90"	"80,8,100"	"80,8,100"	"96,8,60"	"96,8,60"	"96,8,60"	"96,8,60"	"64,8,60"	"88,8,110"	"80,8,100"	"88,8,90"	"88,8,90"	"80,8,100"	"96,8,60"
enemy192	"96,8,90"	"96,8,90"	"96,8,90"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"48,8,60"	"128,8,80"	"120,8,70"	"120,8,70"	"120,8,70"	"96,8,90"	"128,8,60"
enemy193	"80,8,120"	"80,8,120"	"80,8,120"	"128,8,75"	"128,8,75"	"128,8,75"	"128,8,75"	"48,8,100"	"96,8,125"	"104,8,80"	"120,8,92"	"120,8,92"	"80,8,120"	"128,8,75"
enemy194	"80,8,90"	"128,8,110"	"128,8,110"	"128,8,50"	"128,8,50"	"128,8,50"	"128,8,50"	"56,8,90"	"128,8,68"	"96,8,60"	"104,8,70"	"104,8,70"	"128,8,110"	"128,8,50"
enemy195	"80,8,65"	"128,8,130"	"128,8,130"	"128,8,55"	"128,8,55"	"128,8,55"	"128,8,55"	"48,8,80"	"120,8,60"	"128,8,70"	"128,8,65"	"128,8,65"	"128,8,130"	"128,8,55"
enemy196	"64,8,150"	"64,8,150"	"64,8,150"	"64,8,130"	"64,8,130"	"64,8,130"	"64,8,130"	"48,8,150"	"96,8,150"	"104,8,130"	"80,8,130"	"80,8,130"	"64,8,150"	"64,8,130"
enemy197	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,60"	"96,8,60"	"96,8,60"	"96,8,60"	"48,8,100"	"96,8,80"	"104,8,90"	"104,8,90"	"104,8,90"	"96,8,80"	"96,8,60"
enemy198	"96,8,56"	"96,8,90"	"96,8,90"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"48,8,70"	"96,8,80"	"104,8,85"	"128,8,90"	"128,8,90"	"96,8,90"	"128,8,56"
enemy199	"104,8,65"	"104,8,75"	"104,8,75"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"56,8,75"	"96,8,90"	"128,8,100"	"128,8,80"	"128,8,80"	"104,8,75"	"128,8,56"
