CharacterName	CharacterType	ResFilePath	Prefix	Stature
passerby184	NormalNpc	image\feature\npc\passerby\passerby184		110
passerby185	NormalNpc	image\feature\npc\passerby\passerby185		110
passerby186	NormalNpc	image\feature\npc\passerby\passerby186		110
passerby187	NormalNpc	image\feature\npc\passerby\passerby187		110
passerby188	NormalNpc	image\feature\npc\passerby\passerby188		110
passerby189	NormalNpc	image\feature\npc\passerby\passerby189		110
passerby190	NormalNpc	image\feature\npc\passerby\passerby190		110
passerby191	NormalNpc	image\feature\npc\passerby\passerby191		110
passerby192	NormalNpc	image\feature\npc\passerby\passerby192		110
passerby193	NormalNpc	image\feature\npc\passerby\passerby193		110
passerby194	NormalNpc	image\feature\npc\passerby\passerby194		110
passerby195	NormalNpc	image\feature\npc\passerby\passerby195		110
passerby196	NormalNpc	image\feature\npc\passerby\passerby196		110
passerby197	NormalNpc	image\feature\npc\passerby\passerby197		110
passerby198	NormalNpc	image\feature\npc\passerby\passerby198		150
passerby199	NormalNpc	image\feature\npc\passerby\passerby199		230
passerby200	NormalNpc	image\effect\fightskill\npc		110
passerby201	NormalNpc	image\feature\npc\passerby\passerby201		150
passerby202	NormalNpc	image\effect\other		110
passerby203	NormalNpc	image\feature\npc\passerby\passerby203		110
passerby204	NormalNpc	image\feature\npc\passerby\passerby204		110
passerby205	NormalNpc	image\feature\npc\passerby\passerby205		110
passerby206	NormalNpc	image\feature\npc\passerby\passerby206		110
passerby207	NormalNpc	image\feature\npc\passerby\passerby207		110
passerby208	NormalNpc	image\effect\fightskill\shaolin		110
passerby209	NormalNpc	image\effect\fightskill\wudang		110
passerby210	NormalNpc	image\feature\npc\passerby\passerby210		110
passerby211	NormalNpc	image\feature\npc\passerby\passerby211		110
passerby212	NormalNpc	image\feature\npc\passerby\passerby212		60
passerby213	NormalNpc	image\feature\npc\passerby\passerby213		80
passerby214	NormalNpc	image\feature\npc\passerby\passerby214		80
passerby215	NormalNpc	image\feature\npc\passerby\passerby215		80
passerby216	NormalNpc	image\feature\npc\passerby\passerby216		80
passerby217	NormalNpc	image\feature\npc\passerby\passerby217		80
passerby218	NormalNpc	image\feature\npc\passerby\passerby218		80
passerby219	NormalNpc	image\effect\fightskill\public		80
passerby220	NormalNpc	image\effect\fightskill\public		80
passerby221	NormalNpc	image\effect\fightskill\public		80
passerby222	NormalNpc	image\effect\fightskill\public		80
passerby223	NormalNpc	image\feature\npc\passerby\passerby223		110
passerby224	NormalNpc	image\feature\npc\passerby\passerby224		110
passerby225	NormalNpc	image\feature\npc\passerby\passerby225		110
passerby226	NormalNpc	image\feature\npc\passerby\passerby226		110
passerby227	NormalNpc	image\feature\npc\passerby\passerby227		110
passerby228	NormalNpc	image\feature\npc\passerby\passerby228		110
passerby229	NormalNpc	image\feature\npc\passerby\passerby229		110
passerby230	NormalNpc	image\feature\npc\passerby\passerby230		110
passerby231	NormalNpc	image\feature\npc\passerby\passerby231		110
passerby232	NormalNpc	image\feature\npc\passerby\passerby232		110
passerby233	NormalNpc	image\feature\npc\passerby\passerby233		110
passerby234	NormalNpc	image\feature\npc\passerby\passerby234		110
passerby235	NormalNpc	image\feature\npc\passerby\passerby235		110
passerby237	NormalNpc	image\feature\npc\passerby\passerby237		110
passerby238	NormalNpc	image\feature\npc\passerby\passerby238		110
passerby239	NormalNpc	image\feature\npc\passerby\passerby239		110
passerby240	NormalNpc	image\feature\npc\passerby\passerby240		110
passerby241	NormalNpc	image\feature\npc\passerby\passerby241		110
passerby242	NormalNpc	image\feature\npc\passerby\passerby242		240
passerby243	NormalNpc	image\feature\npc\passerby\passerby243		240
passerby244	NormalNpc	image\feature\npc\passerby\passerby244		240
passerby245	NormalNpc	image\feature\npc\passerby\passerby245		240
passerby246	NormalNpc	image\feature\npc\passerby\passerby246		240
passerby247	NormalNpc	image\feature\npc\passerby\passerby247		240
passerby248	NormalNpc	image\feature\npc\passerby\passerby248		240
passerby249	NormalNpc	image\feature\npc\passerby\passerby249		240
passerby250	NormalNpc	image\feature\npc\passerby\passerby250		240
passerby251	NormalNpc	image\feature\npc\passerby\passerby251		240
passerby252	NormalNpc	image\feature\npc\passerby\passerby252		240
passerby253	NormalNpc	image\feature\npc\passerby\passerby253		240
passerby254	NormalNpc	image\feature\npc\passerby\passerby254		240
passerby255	NormalNpc	image\feature\npc\passerby\passerby255		240
passerby256	NormalNpc	image\feature\npc\passerby\passerby256		240
passerby257	NormalNpc	image\feature\npc\passerby\passerby257		240
passerby258	NormalNpc	image\feature\npc\passerby\passerby258		240
passerby259	NormalNpc	image\feature\npc\passerby\passerby259		240
passerby260	NormalNpc	image\feature\npc\passerby\passerby260		240
passerby261	NormalNpc	image\feature\npc\passerby\passerby261		240
passerby262	NormalNpc	image\feature\npc\passerby\passerby262		240
passerby263	NormalNpc	image\feature\npc\passerby\passerby263		240
passerby264	NormalNpc	image\feature\npc\passerby\passerby264		150
passerby265	NormalNpc	image\feature\npc\passerby\passerby265		120
passerby266	NormalNpc	image\feature\npc\passerby\passerby266		150
passerby267	NormalNpc	image\feature\npc\passerby\passerby267		50
passerby268	NormalNpc	image\feature\npc\passerby\passerby268		50
passerby269	NormalNpc	image\feature\npc\passerby\passerby269		80
passerby270	NormalNpc	image\feature\npc\passerby\passerby270		110
passerby271	NormalNpc	image\feature\npc\passerby\passerby271		80
passerby272	NormalNpc	image\feature\npc\passerby\passerby272		120
passerby273	NormalNpc	image\feature\npc\passerby\passerby273		200
passerby274	NormalNpc	image\feature\npc\passerby\passerby274		240
passerby275	NormalNpc	image\feature\npc\passerby\passerby275		280
passerby276	NormalNpc	image\feature\npc\passerby\passerby276		50
passerby277	NormalNpc	image\feature\npc\passerby\passerby277		110
passerby278	NormalNpc	image\feature\npc\passerby\passerby278		110
passerby279	NormalNpc	image\feature\npc\passerby\passerby279		110
passerby280	NormalNpc	image\feature\npc\passerby\passerby280		110
passerby281	NormalNpc	image\feature\npc\passerby\passerby281		110
passerby282	NormalNpc	image\feature\npc\passerby\passerby282		110
passerby283	NormalNpc	image\feature\npc\passerby\passerby283		110
passerby284	NormalNpc	image\feature\npc\passerby\passerby284		110
passerby285	NormalNpc	image\feature\npc\passerby\passerby285		80
passerby286	NormalNpc	image\feature\npc\passerby\passerby286		240
passerby287	NormalNpc	image\feature\npc\passerby\passerby287		240
passerby288	NormalNpc	image\feature\npc\passerby\passerby288		140
passerby289	NormalNpc	image\feature\npc\passerby\passerby289		110
passerby290	NormalNpc	image\feature\npc\passerby\passerby290		110
passerby291	NormalNpc	image\feature\npc\passerby\passerby291		110
passerby292	NormalNpc	image\feature\npc\passerby\passerby292		110
passerby293	NormalNpc	image\feature\npc\passerby\passerby293		110
passerby294	NormalNpc	image\feature\npc\passerby\passerby294		110
passerby295	NormalNpc	image\feature\npc\passerby\passerby295		110
passerby296	NormalNpc	image\feature\npc\passerby\passerby296		110
passerby297	NormalNpc	image\feature\npc\passerby\passerby297		110
passerby298	NormalNpc			
passerby299	NormalNpc	image\feature\npc\passerby\passerby299		100
passerby300	NormalNpc	image\feature\npc\passerby\passerby300		100
passerby301	NormalNpc	image\feature\npc\passerby\passerby301		100
passerby302	NormalNpc	image\feature\npc\passerby\passerby302		100
passerby303	NormalNpc	image\feature\npc\passerby\passerby303		100
passerby304	NormalNpc	image\feature\npc\passerby\passerby304		100
passerby305	NormalNpc	image\feature\npc\passerby\passerby305		100
passerby306	NormalNpc	image\feature\npc\passerby\passerby306		100
passerby307	NormalNpc	image\feature\npc\passerby\passerby307		100
passerby308	NormalNpc	image\feature\npc\passerby\passerby308		100
passerby309	NormalNpc	image\feature\npc\passerby\passerby309		100
passerby310	NormalNpc	image\feature\npc\passerby\passerby310		100
passerby311	NormalNpc	image\feature\npc\passerby\passerby311		100
passerby312	NormalNpc	image\feature\npc\passerby\passerby312		100
passerby313	NormalNpc	image\feature\npc\passerby\passerby313		100
passerby314	NormalNpc	image\feature\npc\passerby\passerby314		100
passerby315	NormalNpc	image\feature\npc\passerby\passerby315		100
passerby316	NormalNpc	image\feature\npc\passerby\passerby316		100
passerby317	NormalNpc	image\feature\npc\passerby\passerby317		100
passerby318	NormalNpc	image\feature\npc\passerby\passerby318		100
passerby319	NormalNpc	image\feature\npc\passerby\passerby319		100
passerby320	NormalNpc	image\feature\npc\passerby\passerby320		100
passerby321	NormalNpc	image\feature\npc\passerby\passerby321		300
passerby322	NormalNpc	image\feature\npc\passerby\passerby322		300
passerby323	NormalNpc	image\feature\npc\passerby\passerby323		280
passerby324	NormalNpc	image\feature\npc\passerby\passerby324		240
passerby325	NormalNpc	image\feature\npc\passerby\passerby325		240
passerby326	NormalNpc	image\feature\npc\passerby\passerby326		100
passerby327	NormalNpc	image\feature\npc\passerby\passerby327		240
passerby328	NormalNpc	image\feature\npc\passerby\passerby328		130
passerby329	NormalNpc	image\feature\npc\passerby\passerby329		130
passerby330	NormalNpc	image\feature\npc\passerby\passerby330		150
passerby331	NormalNpc	image\feature\npc\passerby\passerby331		150
passerby332	NormalNpc	image\feature\npc\passerby\passerby332		150
passerby333	NormalNpc	image\feature\npc\passerby\passerby333		220
passerby334	NormalNpc	image\feature\npc\passerby\passerby334		80
passerby335	NormalNpc	image\feature\npc\passerby\passerby335		180
passerby336	NormalNpc	image\feature\npc\passerby\passerby336		80
passerby337	NormalNpc	image\feature\npc\passerby\passerby337		180
passerby338	NormalNpc	image\feature\npc\passerby\passerby338		80
passerby339	NormalNpc	image\feature\npc\passerby\passerby339		180
passerby340	NormalNpc	image\feature\npc\passerby\passerby340		200
passerby341	NormalNpc	image\feature\npc\passerby\passerby341		80
passerby342	NormalNpc	image\feature\npc\passerby\passerby342		180
passerby343	NormalNpc	image\feature\npc\passerby\passerby343		150
passerby344	NormalNpc	image\feature\npc\passerby\passerby344		80
passerby345	NormalNpc	image\feature\npc\passerby\passerby345		180
passerby346	NormalNpc	image\feature\npc\passerby\passerby346		150
passerby347	NormalNpc	image\feature\npc\passerby\passerby347		80
passerby348	NormalNpc	image\feature\npc\passerby\passerby348		80
passerby349	NormalNpc	image\feature\npc\passerby\passerby349		90
passerby350	NormalNpc	image\feature\npc\passerby\passerby350		50
passerby351	NormalNpc	image\feature\npc\passerby\passerby351		50
passerby352	NormalNpc	image\feature\npc\passerby\passerby352		170
passerby353	NormalNpc	image\feature\npc\passerby\passerby353		170
passerby354	NormalNpc	image\feature\npc\passerby\passerby354		170
passerby355	NormalNpc	image\feature\npc\passerby\passerby355		170
passerby356	NormalNpc	image\feature\npc\passerby\passerby356		170
passerby364	NormalNpc	image\feature\npc\passerby\passerby364		150
passerby363	NormalNpc	image\feature\npc\passerby\passerby363		80
passerby365	NormalNpc	image\feature\npc\passerby\passerby365		100
passerby366	NormalNpc	image\feature\npc\passerby\passerby366		100
passerby367	NormalNpc	image\feature\npc\passerby\passerby367		100
passerby368	NormalNpc	image\feature\npc\passerby\passerby368		100
passerby369	NormalNpc	image\feature\npc\passerby\passerby369		100
passerby370	NormalNpc	image\feature\npc\passerby\passerby370		320
passerby371	NormalNpc	image\feature\npc\passerby\passerby371		100
passerby373	NormalNpc	image\feature\npc\passerby\passerby373		80
passerby374	NormalNpc	image\feature\npc\passerby\passerby374		80
passerby375	NormalNpc	image\feature\npc\passerby\passerby375		80
passerby376	NormalNpc	image\feature\npc\passerby\passerby376		80
zhangdu120	NormalNpc	image\feature\npc\passerby\zhangdu120		120
ice	NormalNpc	image\effect\fightskill\public		140
passerby396	NormalNpc	image\feature\npc\passerby\passerby396		380
passerby397	NormalNpc	image\feature\npc\passerby\passerby397		380
passerby398	NormalNpc	image\feature\npc\passerby\passerby398		380
passerby399	NormalNpc	image\feature\npc\passerby\passerby399		380
passerby406	NormalNpc	image\feature\npc\passerby\passerby406		110
passerby407	NormalNpc	image\feature\npc\passerby\passerby407		110
boss013	NormalNpc	image\feature\npc\enemy\boss013		120
boss014	NormalNpc	image\feature\npc\enemy\boss014		120
boss015	NormalNpc	image\feature\npc\enemy\boss015		130
boss016	NormalNpc	image\feature\npc\enemy\boss016		130
boss017	NormalNpc	image\feature\npc\enemy\boss017		130
boss018	NormalNpc	image\feature\npc\enemy\boss018		120
boss018a	NormalNpc	image\feature\npc\enemy\boss018a		120
boss019	NormalNpc	image\feature\npc\enemy\boss019		130
boss020	NormalNpc	image\feature\npc\enemy\boss020		120
boss022	NormalNpc	image\feature\npc\enemy\boss022		120
boss023	NormalNpc	image\feature\npc\enemy\boss023		130
boss024	NormalNpc	image\feature\npc\enemy\boss024		135
boss027	NormalNpc	image\feature\npc\enemy\boss027		130
boss028	NormalNpc	image\feature\npc\enemy\boss028		130
boss029	NormalNpc	image\feature\npc\enemy\boss029		150
boss030	NormalNpc	image\feature\npc\enemy\boss030		130
boss031	NormalNpc	image\feature\npc\enemy\boss031		110
boss032	NormalNpc	image\feature\npc\enemy\boss032		110
boss033	NormalNpc	image\feature\npc\enemy\enemy245		150
boss034	NormalNpc	image\feature\npc\enemy\enemy246		130
boss035	NormalNpc	image\feature\npc\passerby\passerby479		250
boss036	NormalNpc	image\feature\npc\enemy\enemy248		150
boss037	NormalNpc	image\feature\npc\passerby\passerby480		250
boss038	NormalNpc	image\feature\npc\enemy\enemy249		90
boss039	NormalNpc	image\feature\npc\enemy\enemy250		90
boss040	NormalNpc	image\feature\npc\enemy\enemy251		70
boss041	NormalNpc	image\feature\npc\enemy\enemy252		110
boss042	NormalNpc	image\feature\npc\enemy\enemy253		115
boss043	NormalNpc	image\feature\npc\enemy\enemy254		125
boss044	NormalNpc	image\feature\npc\enemy\enemy255		115
boss045	NormalNpc	image\feature\npc\enemy\enemy256		125
boss046	NormalNpc	image\feature\npc\enemy\enemy257		100
boss047	NormalNpc	image\feature\npc\enemy\enemy258		100
boss048	NormalNpc	image\feature\npc\enemy\enemy259		100
boss049	NormalNpc	image\feature\npc\enemy\enemy260		120
boss050	NormalNpc	image\feature\npc\enemy\enemy261		130
boss051	NormalNpc	image\feature\npc\enemy\enemy262		130
boss052	NormalNpc	image\feature\npc\enemy\enemy263		130
boss053	NormalNpc	image\feature\npc\enemy\enemy308		240
boss054	NormalNpc	image\feature\npc\enemy\enemy337		150
boss055	NormalNpc	image\feature\npc\enemy\enemy338		150
boss056	NormalNpc	image\feature\npc\enemy\enemy265		100
boss057	NormalNpc	image\feature\npc\enemy\enemy261		130
boss058	NormalNpc	image\feature\npc\enemy\enemy262		130
boss059	NormalNpc	image\feature\npc\enemy\enemy260		120
boss060	NormalNpc	image\feature\npc\enemy\enemy250		90
boss061	NormalNpc	image\feature\npc\enemy\enemy249		90
boss062	NormalNpc	image\feature\npc\passerby\passerby570		70
boss063	NormalNpc	image\feature\npc\passerby\passerby571		70
boss064	NormalNpc	image\feature\npc\enemy\boss064		250
boss065	NormalNpc	image\feature\npc\passerby\mineral01		100
boss066	NormalNpc	image\feature\npc\passerby\passerby314		100
boss067	NormalNpc	image\feature\npc\passerby\passerby504		200
boss068	NormalNpc	image\feature\npc\passerby\passerby390		350
boss069	NormalNpc	image\feature\npc\passerby\passerby666		180
boss070	NormalNpc	image\feature\npc\passerby\passerby667		180
boss071	NormalNpc	image\feature\npc\passerby\passerby668		180
boss072	NormalNpc	image\feature\npc\boss\boss072		180
critter000	NormalNpc	image\feature\npc\critter\critter000		110
critter001	NormalNpc	image\feature\npc\critter\critter001		110
critter002	NormalNpc	image\feature\npc\critter\critter002		110
critter003	NormalNpc	image\feature\npc\critter\critter003		110
critter004	NormalNpc	image\feature\npc\critter\critter004		110
critter005	NormalNpc	image\feature\npc\critter\critter005		110
critter006	NormalNpc	image\feature\npc\critter\critter006		110
critter007	NormalNpc	image\feature\npc\critter\critter007		110
critter008	NormalNpc	image\feature\npc\critter\critter008		110
critter009	NormalNpc	image\feature\npc\critter\critter009		110
critter010	NormalNpc	image\feature\npc\critter\critter010		110
critter011	NormalNpc	image\feature\npc\critter\critter011		110
critter012	NormalNpc	image\feature\npc\critter\critter012		110
critter013	NormalNpc	image\feature\npc\critter\critter013		110
critter014	NormalNpc	image\feature\npc\critter\critter014		110
critter015	NormalNpc	image\feature\npc\critter\critter015		110
critter016a	NormalNpc	image\feature\npc\critter\critter016a		110
critter016b	NormalNpc	image\feature\npc\critter\critter016b		110
critter017	NormalNpc	image\feature\npc\critter\critter017		110
critter018	NormalNpc	image\feature\npc\critter\critter018		110
critter019	NormalNpc	image\feature\npc\critter\critter019		110
critter020	NormalNpc	image\feature\npc\critter\critter020		110
critter021	NormalNpc	image\feature\npc\critter\critter021		30
critter022	NormalNpc	image\feature\npc\critter\critter022		60
critter023	NormalNpc	image\feature\npc\critter\critter023		110
critter024a	NormalNpc	image\feature\npc\critter\critter024a		110
critter024b	NormalNpc	image\feature\npc\critter\critter024b		110
critter025	NormalNpc	image\feature\npc\critter\critter025		110
critter026	NormalNpc	image\feature\npc\critter\critter026		110
critter027	NormalNpc	image\feature\npc\critter\critter027		110
critter028	NormalNpc	image\feature\npc\critter\critter028		110
critter029	NormalNpc	image\feature\npc\critter\critter029		110
critter030	NormalNpc	image\feature\npc\critter\critter030		110
critter031aa	NormalNpc	image\feature\npc\critter\critter031aa		110
critter031ab	NormalNpc	image\feature\npc\critter\critter031ab		110
critter031ba	NormalNpc	image\feature\npc\critter\critter031ba		110
critter031bb	NormalNpc	image\feature\npc\critter\critter031bb		110
critter031ca	NormalNpc	image\feature\npc\critter\critter031ca		110
critter031cb	NormalNpc	image\feature\npc\critter\critter031cb		110
critter031da	NormalNpc	image\feature\npc\critter\critter031da		110
critter031db	NormalNpc	image\feature\npc\critter\critter031db		110
critter032	NormalNpc	image\feature\npc\critter\critter032		60
critter033	NormalNpc	image\feature\npc\critter\critter033		60
critter034	NormalNpc	image\feature\npc\critter\critter034		60
critter035	NormalNpc	image\feature\npc\critter\critter035		110
critter036	NormalNpc	image\feature\npc\critter\critter036		110
critter037	NormalNpc	image\feature\npc\critter\critter037		110
critter038	NormalNpc	image\feature\npc\critter\critter038		150
critter039a	NormalNpc	image\feature\npc\critter\critter039a		90
critter039b	NormalNpc	image\feature\npc\critter\critter039b		110
critter040	NormalNpc	image\feature\npc\critter\critter040		110
critter041	NormalNpc	image\feature\npc\critter\critter041		110
critter042a	NormalNpc	image\feature\npc\critter\critter042a		110
critter042b	NormalNpc	image\feature\npc\critter\critter042b		110
critter043	NormalNpc	image\feature\npc\critter\critter043		110
critter044	NormalNpc	image\feature\npc\critter\critter044		110
critter045	NormalNpc	image\feature\npc\critter\critter045		110
critter046	NormalNpc	image\feature\npc\critter\critter046		110
critter047a	NormalNpc	image\feature\npc\critter\critter047a		110
critter047b	NormalNpc	image\feature\npc\critter\critter047b		110
critter048a	NormalNpc	image\feature\npc\critter\critter048a		110
critter048b	NormalNpc	image\feature\npc\critter\critter048b		110
critter049a	NormalNpc	image\feature\npc\critter\critter049a		110
critter049b	NormalNpc	image\feature\npc\critter\critter049b		110
critter050	NormalNpc	image\feature\npc\critter\critter050		110
critter051	NormalNpc	image\feature\npc\critter\critter051		110
critter052	NormalNpc	image\feature\npc\critter\critter052		110
critter053a	NormalNpc	image\feature\npc\critter\critter053a		110
critter053b	NormalNpc	image\feature\npc\critter\critter053b		110
critter054	NormalNpc	image\feature\npc\critter\critter054		110
critter055	NormalNpc	image\feature\npc\critter\critter055		110
critter056a	NormalNpc	image\feature\npc\critter\critter056a		110
critter056b	NormalNpc	image\feature\npc\critter\critter056b		110
critter057a	NormalNpc	image\feature\npc\critter\critter057a		110
critter057b	NormalNpc	image\feature\npc\critter\critter057b		110
critter058a	NormalNpc	image\feature\npc\critter\critter058a		110
critter058b	NormalNpc	image\feature\npc\critter\critter058b		110
critter059a	NormalNpc	image\feature\npc\critter\critter059a		110
critter060	NormalNpc	image\feature\npc\critter\critter060		110
critter061	NormalNpc	image\feature\npc\critter\critter061		110
critter062	NormalNpc	image\feature\npc\critter\critter062		110
critter063	NormalNpc	image\feature\npc\critter\critter063		110
critter064	NormalNpc	image\feature\npc\critter\critter064		110
critter065	NormalNpc	image\feature\npc\critter\critter065		110
critter066	NormalNpc	image\feature\npc\critter\critter066		110
critter067	NormalNpc	image\feature\npc\critter\critter067		110
critter068	NormalNpc	image\feature\npc\critter\critter068		110
critter069a	NormalNpc	image\feature\npc\critter\critter069a		110
critter069b	NormalNpc	image\feature\npc\critter\critter069b		110
critter069c	NormalNpc	image\feature\npc\critter\critter069c		110
critter070	NormalNpc	image\feature\npc\critter\critter070		110
critter071	NormalNpc	image\feature\npc\critter\critter071		110
critter072	NormalNpc	image\feature\npc\critter\critter072		110
critter073a	NormalNpc	image\feature\npc\critter\critter073a		110
critter073b	NormalNpc	image\feature\npc\critter\critter073b		110
critter074a	NormalNpc	image\feature\npc\critter\critter074a		110
critter074b	NormalNpc	image\feature\npc\critter\critter074b		110
critter075b	NormalNpc	image\feature\npc\critter\critter075b		110
critter076	NormalNpc	image\feature\npc\critter\critter076		110
critter077	NormalNpc	image\feature\npc\critter\critter077		110
critter078	NormalNpc	image\feature\npc\critter\critter078		110
critter079a	NormalNpc	image\feature\npc\critter\critter079a		110
critter079b	NormalNpc	image\feature\npc\critter\critter079b		110
critter080	NormalNpc	image\feature\npc\critter\critter080		110
critter081	NormalNpc	image\feature\npc\critter\critter081		110
critter082	NormalNpc	image\feature\npc\critter\critter082		110
critter083	NormalNpc	image\feature\npc\critter\critter083		110
critter084	NormalNpc	image\feature\npc\critter\critter084		110
critter085	NormalNpc	image\feature\npc\critter\critter085		110
critter086	NormalNpc	image\feature\npc\critter\critter086		110
critter087	NormalNpc	image\feature\npc\critter\critter087		110
critter088a	NormalNpc	image\feature\npc\critter\critter088a		110
critter088b	NormalNpc	image\feature\npc\critter\critter088b		110
critter089	NormalNpc	image\feature\npc\critter\critter089		110
critter090	NormalNpc	image\feature\npc\critter\critter090		110
critter091	NormalNpc	image\feature\npc\critter\critter091		80
critter092	NormalNpc	image\feature\npc\critter\critter092		110
critter093	NormalNpc	image\feature\npc\critter\critter093		80
critter094a	NormalNpc	image\feature\npc\critter\critter094a		110
critter094b	NormalNpc	image\feature\npc\critter\critter094b		110
critter095	NormalNpc	image\feature\npc\critter\critter095		110
critter096	NormalNpc	image\feature\npc\critter\critter096		110
critter097	NormalNpc	image\feature\npc\critter\critter097		110
critter098	NormalNpc	image\feature\npc\critter\critter098		110
critter099	NormalNpc	image\feature\npc\critter\critter099		110
MainManBOSS	SpecialNpc	image\feature\player\male	m_	150
MainLadyBOSS	SpecialNpc	image\feature\player\female	f_	150
