NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
enemy054a	enemy054a_st01.spr	enemy054a_st02.spr	enemy054a_st02.spr	enemy054a_wlk.spr	enemy054a_wlk.spr	enemy054a_wlk.spr	enemy054a_wlk.spr	enemy054a_bat.spr	enemy054a_die.spr	enemy054a_at01.spr	enemy054a_at02.spr	enemy054a_at02.spr	enemy054a_st02.spr	enemy054a_wlk.spr
enemy055	enemy055_st01.spr	enemy055_st02.spr	enemy055_st02.spr	enemy055_wlk.spr	enemy055_wlk.spr	enemy055_wlk.spr	enemy055_wlk.spr	enemy055_bat.spr	enemy055_die.spr	enemy055_at01.spr	enemy055_at02.spr	enemy055_at02.spr	enemy055_st02.spr	enemy055_wlk.spr
enemy056	enemy056_st01.spr	enemy056_st02.spr	enemy056_st02.spr	enemy056_wlk.spr	enemy056_wlk.spr	enemy056_wlk.spr	enemy056_wlk.spr	enemy056_bat.spr	enemy056_die.spr	enemy056_at01.spr	enemy056_at02.spr	enemy056_at02.spr	enemy056_st02.spr	enemy056_wlk.spr
enemy057	enemy057_st01.spr	enemy057_st02.spr	enemy057_st02.spr	enemy057_wlk.spr	enemy057_wlk.spr	enemy057_wlk.spr	enemy057_wlk.spr	enemy057_bat.spr	enemy057_die.spr	enemy057_at01.spr	enemy057_at02.spr	enemy057_at02.spr	enemy057_st02.spr	enemy057_wlk.spr
enemy058	enemy058_st01.spr	enemy058_st02.spr	enemy058_st02.spr	enemy058_wlk.spr	enemy058_wlk.spr	enemy058_wlk.spr	enemy058_wlk.spr	enemy058_bat.spr	enemy058_die.spr	enemy058_at01.spr	enemy058_at02.spr	enemy058_at02.spr	enemy058_st02.spr	enemy058_wlk.spr
enemy059	enemy059_st01.spr	enemy059_st02.spr	enemy059_st02.spr	enemy059_wlk.spr	enemy059_wlk.spr	enemy059_wlk.spr	enemy059_wlk.spr	enemy059_bat.spr	enemy059_die.spr	enemy059_at01.spr	enemy059_at02.spr	enemy059_at02.spr	enemy059_st02.spr	enemy059_wlk.spr
enemy060	enemy060_st01.spr	enemy060_st02.spr	enemy060_st02.spr	enemy060_wlk.spr	enemy060_wlk.spr	enemy060_wlk.spr	enemy060_wlk.spr	enemy060_bat.spr	enemy060_die.spr	enemy060_at01.spr	enemy060_at02.spr	enemy060_at02.spr	enemy060_st02.spr	enemy060_wlk.spr
enemy061	enemy061_st01.spr	enemy061_st02.spr	enemy061_st02.spr	enemy061_wlk.spr	enemy061_wlk.spr	enemy061_wlk.spr	enemy061_wlk.spr	enemy061_bat.spr	enemy061_die.spr	enemy061_at01.spr	enemy061_at02.spr	enemy061_at02.spr	enemy061_st02.spr	enemy061_wlk.spr
enemy062	enemy062_st01.spr	enemy062_st02.spr	enemy062_st02.spr	enemy062_wlk.spr	enemy062_wlk.spr	enemy062_wlk.spr	enemy062_wlk.spr	enemy062_bat.spr	enemy062_die.spr	enemy062_at01.spr	enemy062_at02.spr	enemy062_at02.spr	enemy062_st02.spr	enemy062_wlk.spr
enemy063	enemy063_st01.spr	enemy063_st02.spr	enemy063_st02.spr	enemy063_wlk.spr	enemy063_wlk.spr	enemy063_wlk.spr	enemy063_wlk.spr	enemy063_bat.spr	enemy063_die.spr	enemy063_at01.spr	enemy063_at02.spr	enemy063_at02.spr	enemy063_st02.spr	enemy063_wlk.spr
enemy064	enemy064_st01.spr	enemy064_st02.spr	enemy064_st02.spr	enemy064_wlk.spr	enemy064_wlk.spr	enemy064_wlk.spr	enemy064_wlk.spr	enemy064_bat.spr	enemy064_die.spr	enemy064_at01.spr	enemy064_at02.spr	enemy064_at02.spr	enemy064_st02.spr	enemy064_wlk.spr
enemy065	enemy065_st01.spr	enemy065_st02.spr	enemy065_st02.spr	enemy065_wlk.spr	enemy065_wlk.spr	enemy065_wlk.spr	enemy065_wlk.spr	enemy065_bat.spr	enemy065_die.spr	enemy065_at01.spr	enemy065_at02.spr	enemy065_at02.spr	enemy065_st02.spr	enemy065_wlk.spr
enemy065a	enemy065a_st01.spr	enemy065a_st02.spr	enemy065a_st02.spr	enemy065a_wlk.spr	enemy065a_wlk.spr	enemy065a_wlk.spr	enemy065a_wlk.spr	enemy065a_bat.spr	enemy065a_die.spr	enemy065a_at01.spr	enemy065a_at02.spr	enemy065a_at02.spr	enemy065a_st02.spr	enemy065a_wlk.spr
enemy066	enemy066_st01.spr	enemy066_st02.spr	enemy066_st02.spr	enemy066_wlk.spr	enemy066_wlk.spr	enemy066_wlk.spr	enemy066_wlk.spr	enemy066_bat.spr	enemy066_die.spr	enemy066_at01.spr	enemy066_at02.spr	enemy066_at02.spr	enemy066_st02.spr	enemy066_wlk.spr
enemy067	enemy067_st01.spr	enemy067_st02.spr	enemy067_st02.spr	enemy067_wlk.spr	enemy067_wlk.spr	enemy067_wlk.spr	enemy067_wlk.spr	enemy067_bat.spr	enemy067_die.spr	enemy067_at01.spr	enemy067_at02.spr	enemy067_at02.spr	enemy067_st02.spr	enemy067_wlk.spr
enemy068	enemy068_st01.spr	enemy068_st02.spr	enemy068_st02.spr	enemy068_wlk.spr	enemy068_wlk.spr	enemy068_wlk.spr	enemy068_wlk.spr	enemy068_bat.spr	enemy068_die.spr	enemy068_at01.spr	enemy068_at02.spr	enemy068_at02.spr	enemy068_st02.spr	enemy068_wlk.spr
enemy069	enemy069_st01.spr	enemy069_st02.spr	enemy069_st02.spr	enemy069_wlk.spr	enemy069_wlk.spr	enemy069_wlk.spr	enemy069_wlk.spr	enemy069_bat.spr	enemy069_die.spr	enemy069_at01.spr	enemy069_at02.spr	enemy069_at02.spr	enemy069_st02.spr	enemy069_wlk.spr
enemy069a	enemy069a_st01.spr	enemy069a_st02.spr	enemy069a_st02.spr	enemy069a_wlk.spr	enemy069a_wlk.spr	enemy069a_wlk.spr	enemy069a_wlk.spr	enemy069a_bat.spr	enemy069a_die.spr	enemy069a_at01.spr	enemy069a_at02.spr	enemy069a_at02.spr	enemy069a_st02.spr	enemy069a_wlk.spr
enemy070	enemy070_st01.spr	enemy070_st02.spr	enemy070_st02.spr	enemy070_wlk.spr	enemy070_wlk.spr	enemy070_wlk.spr	enemy070_wlk.spr	enemy070_bat.spr	enemy070_die.spr	enemy070_at01.spr	enemy070_at02.spr	enemy070_at02.spr	enemy070_st02.spr	enemy070_wlk.spr
enemy071	enemy071_st01.spr	enemy071_st02.spr	enemy071_st02.spr	enemy071_wlk.spr	enemy071_wlk.spr	enemy071_wlk.spr	enemy071_wlk.spr	enemy071_bat.spr	enemy071_die.spr	enemy071_at01.spr	enemy071_at02.spr	enemy071_at02.spr	enemy071_st02.spr	enemy071_wlk.spr
enemy072	enemy072_st01.spr	enemy072_st02.spr	enemy072_st02.spr	enemy072_wlk.spr	enemy072_wlk.spr	enemy072_wlk.spr	enemy072_wlk.spr	enemy072_bat.spr	enemy072_die.spr	enemy072_at01.spr	enemy072_at02.spr	enemy072_at02.spr	enemy072_st02.spr	enemy072_wlk.spr
enemy073	enemy073_st01.spr	enemy073_st02.spr	enemy073_st02.spr	enemy073_wlk.spr	enemy073_wlk.spr	enemy073_wlk.spr	enemy073_wlk.spr	enemy073_bat.spr	enemy073_die.spr	enemy073_at01.spr	enemy073_at02.spr	enemy073_at02.spr	enemy073_st02.spr	enemy073_wlk.spr
enemy074	enemy074_st01.spr	enemy074_st02.spr	enemy074_st02.spr	enemy074_wlk.spr	enemy074_wlk.spr	enemy074_wlk.spr	enemy074_wlk.spr	enemy074_bat.spr	enemy074_die.spr	enemy074_at01.spr	enemy074_at02.spr	enemy074_at02.spr	enemy074_st02.spr	enemy074_wlk.spr
enemy075	enemy075_st01.spr	enemy075_st02.spr	enemy075_st02.spr	enemy075_wlk.spr	enemy075_wlk.spr	enemy075_wlk.spr	enemy075_wlk.spr	enemy075_bat.spr	enemy075_die.spr	enemy075_at01.spr	enemy075_at02.spr	enemy075_at02.spr	enemy075_st02.spr	enemy075_wlk.spr
enemy076	enemy076_st01.spr	enemy076_st02.spr	enemy076_st02.spr	enemy076_wlk.spr	enemy076_wlk.spr	enemy076_wlk.spr	enemy076_wlk.spr	enemy076_bat.spr	enemy076_die.spr	enemy076_at01.spr	enemy076_at02.spr	enemy076_at02.spr	enemy076_st02.spr	enemy076_wlk.spr
enemy077	enemy077_st01.spr	enemy077_st02.spr	enemy077_st02.spr	enemy077_wlk.spr	enemy077_wlk.spr	enemy077_wlk.spr	enemy077_wlk.spr	enemy077_bat.spr	enemy077_die.spr	enemy077_at01.spr	enemy077_at02.spr	enemy077_at02.spr	enemy077_st02.spr	enemy077_wlk.spr
enemy078	enemy078_st01.spr	enemy078_st02.spr	enemy078_st02.spr	enemy078_wlk.spr	enemy078_wlk.spr	enemy078_wlk.spr	enemy078_wlk.spr	enemy078_bat.spr	enemy078_die.spr	enemy078_at01.spr	enemy078_at02.spr	enemy078_at02.spr	enemy078_st02.spr	enemy078_wlk.spr
enemy079	enemy079_st01.spr	enemy079_st02.spr	enemy079_st02.spr	enemy079_wlk.spr	enemy079_wlk.spr	enemy079_wlk.spr	enemy079_wlk.spr	enemy079_bat.spr	enemy079_die.spr	enemy079_at01.spr	enemy079_at02.spr	enemy079_at02.spr	enemy079_st02.spr	enemy079_wlk.spr
enemy080	enemy080_st01.spr	enemy080_st02.spr	enemy080_st02.spr	enemy080_wlk.spr	enemy080_wlk.spr	enemy080_wlk.spr	enemy080_wlk.spr	enemy080_bat.spr	enemy080_die.spr	enemy080_at01.spr	enemy080_at02.spr	enemy080_at02.spr	enemy080_st02.spr	enemy080_wlk.spr
enemy081	enemy081_st01.spr	enemy081_st02.spr	enemy081_st02.spr	enemy081_wlk.spr	enemy081_wlk.spr	enemy081_wlk.spr	enemy081_wlk.spr	enemy081_bat.spr	enemy081_die.spr	enemy081_at01.spr	enemy081_at01.spr	enemy081_at01.spr	enemy081_st02.spr	enemy081_wlk.spr
enemy082	enemy082_st01.spr	enemy082_st02.spr	enemy082_st02.spr	enemy082_wlk.spr	enemy082_wlk.spr	enemy082_wlk.spr	enemy082_wlk.spr	enemy082_bat.spr	enemy082_die.spr	enemy082_at01.spr	enemy082_at01.spr	enemy082_at01.spr	enemy082_st02.spr	enemy082_wlk.spr
enemy083	enemy083_st01.spr	enemy083_st02.spr	enemy083_st02.spr	enemy083_wlk.spr	enemy083_wlk.spr	enemy083_wlk.spr	enemy083_wlk.spr	enemy083_bat.spr	enemy083_die.spr	enemy083_at01.spr	enemy083_at01.spr	enemy083_at01.spr	enemy083_st02.spr	enemy083_wlk.spr
enemy084	enemy084_st01.spr	enemy084_st02.spr	enemy084_st02.spr	enemy084_wlk.spr	enemy084_wlk.spr	enemy084_wlk.spr	enemy084_wlk.spr	enemy084_bat.spr	enemy084_die.spr	enemy084_at01.spr	enemy084_at02.spr	enemy084_at02.spr	enemy084_st02.spr	enemy084_wlk.spr
enemy085	enemy085_st01.spr	enemy085_st02.spr	enemy085_st02.spr	enemy085_wlk.spr	enemy085_wlk.spr	enemy085_wlk.spr	enemy085_wlk.spr	enemy085_bat.spr	enemy085_die.spr	enemy085_at01.spr	enemy085_at02.spr	enemy085_at02.spr	enemy085_st02.spr	enemy085_wlk.spr
enemy086	enemy086_st01.spr	enemy086_st02.spr	enemy086_st02.spr	enemy086_wlk.spr	enemy086_wlk.spr	enemy086_wlk.spr	enemy086_wlk.spr	enemy086_bat.spr	enemy086_die.spr	enemy086_at01.spr	enemy086_at02.spr	enemy086_at02.spr	enemy086_st02.spr	enemy086_wlk.spr
enemy087	enemy087_st01.spr	enemy087_st02.spr	enemy087_st02.spr	enemy087_wlk.spr	enemy087_wlk.spr	enemy087_wlk.spr	enemy087_wlk.spr	enemy087_bat.spr	enemy087_die.spr	enemy087_at01.spr	enemy087_at01.spr	enemy087_at01.spr	enemy087_st02.spr	enemy087_wlk.spr
enemy088	enemy088_st01.spr	enemy088_st02.spr	enemy088_st02.spr	enemy088_wlk.spr	enemy088_wlk.spr	enemy088_wlk.spr	enemy088_wlk.spr	enemy088_bat.spr	enemy088_die.spr	enemy088_at01.spr	enemy088_at01.spr	enemy088_at01.spr	enemy088_st02.spr	enemy088_wlk.spr
enemy089	enemy089_st01.spr	enemy089_st02.spr	enemy089_st02.spr	enemy089_wlk.spr	enemy089_wlk.spr	enemy089_wlk.spr	enemy089_wlk.spr	enemy089_bat.spr	enemy089_die.spr	enemy089_at01.spr	enemy089_at02.spr	enemy089_at02.spr	enemy089_st02.spr	enemy089_wlk.spr
enemy090	enemy090_st01.spr	enemy090_st02.spr	enemy090_st02.spr	enemy090_wlk.spr	enemy090_wlk.spr	enemy090_wlk.spr	enemy090_wlk.spr	enemy090_bat.spr	enemy090_die.spr	enemy090_at01.spr	enemy090_at02.spr	enemy090_at02.spr	enemy090_st02.spr	enemy090_wlk.spr
enemy091	enemy091_st01.spr	enemy091_st02.spr	enemy091_st02.spr	enemy091_wlk.spr	enemy091_wlk.spr	enemy091_wlk.spr	enemy091_wlk.spr	enemy091_bat.spr	enemy091_die.spr	enemy091_at01.spr	enemy091_at02.spr	enemy091_at02.spr	enemy091_st02.spr	enemy091_wlk.spr
enemy092	enemy092_st01.spr	enemy092_st02.spr	enemy092_st02.spr	enemy092_wlk.spr	enemy092_wlk.spr	enemy092_wlk.spr	enemy092_wlk.spr	enemy092_bat.spr	enemy092_die.spr	enemy092_at01.spr	enemy092_at02.spr	enemy092_at02.spr	enemy092_st02.spr	enemy092_wlk.spr
enemy093	enemy093_st01.spr	enemy093_st02.spr	enemy093_st02.spr	enemy093_wlk.spr	enemy093_wlk.spr	enemy093_wlk.spr	enemy093_wlk.spr	enemy093_bat.spr	enemy093_die.spr	enemy093_at01.spr	enemy093_at02.spr	enemy093_at02.spr	enemy093_st02.spr	enemy093_wlk.spr
enemy094	enemy094_st01.spr	enemy094_st02.spr	enemy094_st02.spr	enemy094_wlk.spr	enemy094_wlk.spr	enemy094_wlk.spr	enemy094_wlk.spr	enemy094_bat.spr	enemy094_die.spr	enemy094_at01.spr	enemy094_at02.spr	enemy094_at02.spr	enemy094_st02.spr	enemy094_wlk.spr
enemy095	enemy095_st01.spr	enemy095_st01.spr	enemy095_st01.spr	enemy095_wlk.spr	enemy095_wlk.spr	enemy095_wlk.spr	enemy095_wlk.spr	enemy095_bat.spr	enemy095_die.spr	enemy095_at01.spr	enemy095_at02.spr	enemy095_at02.spr	enemy095_st01.spr	enemy095_wlk.spr
enemy096	enemy096_st01.spr	enemy096_st02.spr	enemy096_st02.spr	enemy096_wlk.spr	enemy096_wlk.spr	enemy096_wlk.spr	enemy096_wlk.spr	enemy096_bat.spr	enemy096_die.spr	enemy096_at01.spr	enemy096_at02.spr	enemy096_at02.spr	enemy096_st02.spr	enemy096_wlk.spr
enemy097	enemy097_st01.spr	enemy097_st02.spr	enemy097_st02.spr	enemy097_wlk.spr	enemy097_wlk.spr	enemy097_wlk.spr	enemy097_wlk.spr	enemy097_bat.spr	enemy097_die.spr	enemy097_at01.spr	enemy097_at02.spr	enemy097_at02.spr	enemy097_st02.spr	enemy097_wlk.spr
enemy098	enemy098_st01.spr	enemy098_st02.spr	enemy098_st02.spr	enemy098_wlk.spr	enemy098_wlk.spr	enemy098_wlk.spr	enemy098_wlk.spr	enemy098_bat.spr	enemy098_die.spr	enemy098_at01.spr	enemy098_at02.spr	enemy098_at02.spr	enemy098_st02.spr	enemy098_wlk.spr
enemy099	enemy099_st01.spr	enemy099_st02.spr	enemy099_st02.spr	enemy099_wlk.spr	enemy099_wlk.spr	enemy099_wlk.spr	enemy099_wlk.spr	enemy099_bat.spr	enemy099_die.spr	enemy099_at01.spr	enemy099_at02.spr	enemy099_at02.spr	enemy099_st02.spr	enemy099_wlk.spr
enemy100	enemy100_st01.spr	enemy100_st02.spr	enemy100_st02.spr	enemy100_wlk.spr	enemy100_wlk.spr	enemy100_wlk.spr	enemy100_wlk.spr	enemy100_bat.spr	enemy100_die.spr	enemy100_at01.spr	enemy100_at02.spr	enemy100_at02.spr	enemy100_st02.spr	enemy100_wlk.spr
enemy101	enemy101_st01.spr	enemy101_st02.spr	enemy101_st02.spr	enemy101_wlk.spr	enemy101_wlk.spr	enemy101_wlk.spr	enemy101_wlk.spr	enemy101_bat.spr	enemy101_die.spr	enemy101_at01.spr	enemy101_at02.spr	enemy101_at02.spr	enemy101_st02.spr	enemy101_wlk.spr
enemy102	enemy102_st01.spr	enemy102_st02.spr	enemy102_st02.spr	enemy102_wlk.spr	enemy102_wlk.spr	enemy102_wlk.spr	enemy102_wlk.spr	enemy102_bat.spr	enemy102_die.spr	enemy102_at01.spr	enemy102_at02.spr	enemy102_at02.spr	enemy102_st02.spr	enemy102_wlk.spr
enemy103	enemy103_st01.spr	enemy103_st02.spr	enemy103_st02.spr	enemy103_wlk.spr	enemy103_wlk.spr	enemy103_wlk.spr	enemy103_wlk.spr	enemy103_bat.spr	enemy103_die.spr	enemy103_at01.spr	enemy103_at02.spr	enemy103_at02.spr	enemy103_st02.spr	enemy103_wlk.spr
enemy104	enemy104_st01.spr	enemy104_st02.spr	enemy104_st02.spr	enemy104_wlk.spr	enemy104_wlk.spr	enemy104_wlk.spr	enemy104_wlk.spr	enemy104_bat.spr	enemy104_die.spr	enemy104_at01.spr	enemy104_at02.spr	enemy104_at02.spr	enemy104_st02.spr	enemy104_wlk.spr
enemy105	enemy105_st01.spr	enemy105_st02.spr	enemy105_st02.spr	enemy105_wlk.spr	enemy105_wlk.spr	enemy105_wlk.spr	enemy105_wlk.spr	enemy105_bat.spr	enemy105_die.spr	enemy105_at01.spr	enemy105_at02.spr	enemy105_at02.spr	enemy105_st02.spr	enemy105_wlk.spr
enemy106	enemy106_st01.spr	enemy106_st02.spr	enemy106_st02.spr	enemy106_wlk.spr	enemy106_wlk.spr	enemy106_wlk.spr	enemy106_wlk.spr	enemy106_bat.spr	enemy106_die.spr	enemy106_at01.spr	enemy106_at02.spr	enemy106_at02.spr	enemy106_st02.spr	enemy106_wlk.spr
enemy107	enemy107_st01.spr	enemy107_st02.spr	enemy107_st02.spr	enemy107_wlk.spr	enemy107_wlk.spr	enemy107_wlk.spr	enemy107_wlk.spr	enemy107_bat.spr	enemy107_die.spr	enemy107_at01.spr	enemy107_at02.spr	enemy107_at02.spr	enemy107_st02.spr	enemy107_wlk.spr
enemy108	enemy108_st01.spr	enemy108_st02.spr	enemy108_st02.spr	enemy108_wlk.spr	enemy108_wlk.spr	enemy108_wlk.spr	enemy108_wlk.spr	enemy108_bat.spr	enemy108_die.spr	enemy108_at01.spr	enemy108_at02.spr	enemy108_at02.spr	enemy108_st02.spr	enemy108_wlk.spr
enemy109	enemy109_st01.spr	enemy109_st02.spr	enemy109_st02.spr	enemy109_wlk.spr	enemy109_wlk.spr	enemy109_wlk.spr	enemy109_wlk.spr	enemy109_bat.spr	enemy109_die.spr	enemy109_at01.spr	enemy109_at02.spr	enemy109_at02.spr	enemy109_st02.spr	enemy109_wlk.spr
enemy110	enemy110_st01.spr	enemy110_st02.spr	enemy110_st02.spr	enemy110_wlk.spr	enemy110_wlk.spr	enemy110_wlk.spr	enemy110_wlk.spr	enemy110_bat.spr	enemy110_die.spr	enemy110_at01.spr	enemy110_at02.spr	enemy110_at02.spr	enemy110_st02.spr	enemy110_wlk.spr
enemy111	enemy111_st01.spr	enemy111_st02.spr	enemy111_st02.spr	enemy111_wlk.spr	enemy111_wlk.spr	enemy111_wlk.spr	enemy111_wlk.spr	enemy111_bat.spr	enemy111_die.spr	enemy111_at01.spr	enemy111_at02.spr	enemy111_at02.spr	enemy111_st02.spr	enemy111_wlk.spr
enemy112	enemy112_st01.spr	enemy112_st02.spr	enemy112_st02.spr	enemy112_wlk.spr	enemy112_wlk.spr	enemy112_wlk.spr	enemy112_wlk.spr	enemy112_bat.spr	enemy112_die.spr	enemy112_at01.spr	enemy112_at02.spr	enemy112_at02.spr	enemy112_st02.spr	enemy112_wlk.spr
enemy113	enemy113_st01.spr	enemy113_st02.spr	enemy113_st02.spr	enemy113_wlk.spr	enemy113_wlk.spr	enemy113_wlk.spr	enemy113_wlk.spr	enemy113_bat.spr	enemy113_die.spr	enemy113_at01.spr	enemy113_at02.spr	enemy113_at02.spr	enemy113_st02.spr	enemy113_wlk.spr
enemy114	enemy114_st01.spr	enemy114_st02.spr	enemy114_st02.spr	enemy114_wlk.spr	enemy114_wlk.spr	enemy114_wlk.spr	enemy114_wlk.spr	enemy114_bat.spr	enemy114_die.spr	enemy114_at01.spr	enemy114_at02.spr	enemy114_at02.spr	enemy114_st02.spr	enemy114_wlk.spr
enemy115	enemy115_st01.spr	enemy115_st02.spr	enemy115_st02.spr	enemy115_wlk.spr	enemy115_wlk.spr	enemy115_wlk.spr	enemy115_wlk.spr	enemy115_bat.spr	enemy115_die.spr	enemy115_at01.spr	enemy115_at02.spr	enemy115_at02.spr	enemy115_st02.spr	enemy115_wlk.spr
enemy116	enemy116_st01.spr	enemy116_st02.spr	enemy116_st02.spr	enemy116_wlk.spr	enemy116_wlk.spr	enemy116_wlk.spr	enemy116_wlk.spr	enemy116_bat.spr	enemy116_die.spr	enemy116_at01.spr	enemy116_at02.spr	enemy116_at02.spr	enemy116_st02.spr	enemy116_wlk.spr
enemy117	enemy117_st01.spr	enemy117_st02.spr	enemy117_st02.spr	enemy117_wlk.spr	enemy117_wlk.spr	enemy117_wlk.spr	enemy117_wlk.spr	enemy117_bat.spr	enemy117_die.spr	enemy117_at01.spr	enemy117_at02.spr	enemy117_at02.spr	enemy117_st02.spr	enemy117_wlk.spr
enemy118	enemy118_st01.spr	enemy118_st02.spr	enemy118_st02.spr	enemy118_wlk.spr	enemy118_wlk.spr	enemy118_wlk.spr	enemy118_wlk.spr	enemy118_bat.spr	enemy118_die.spr	enemy118_at01.spr	enemy118_at02.spr	enemy118_at02.spr	enemy118_st02.spr	enemy118_wlk.spr
enemy119	enemy119_st01.spr	enemy119_st02.spr	enemy119_st02.spr	enemy119_wlk.spr	enemy119_wlk.spr	enemy119_wlk.spr	enemy119_wlk.spr	enemy119_bat.spr	enemy119_die.spr	enemy119_at01.spr	enemy119_at02.spr	enemy119_at02.spr	enemy119_st02.spr	enemy119_wlk.spr
enemy120	enemy120_st01.spr	enemy120_st02.spr	enemy120_st02.spr	enemy120_wlk.spr	enemy120_wlk.spr	enemy120_wlk.spr	enemy120_wlk.spr	enemy120_bat.spr	enemy120_die.spr	enemy120_at01.spr	enemy120_at02.spr	enemy120_at02.spr	enemy120_st02.spr	enemy120_wlk.spr
enemy121	enemy121_st01.spr	enemy121_st02.spr	enemy121_st02.spr	enemy121_wlk.spr	enemy121_wlk.spr	enemy121_wlk.spr	enemy121_wlk.spr	enemy121_bat.spr	enemy121_die.spr	enemy121_at01.spr	enemy121_at02.spr	enemy121_at02.spr	enemy121_st02.spr	enemy121_wlk.spr
enemy122	enemy122_st01.spr	enemy122_st02.spr	enemy122_st02.spr	enemy122_wlk.spr	enemy122_wlk.spr	enemy122_wlk.spr	enemy122_wlk.spr	enemy122_bat.spr	enemy122_die.spr	enemy122_at01.spr	enemy122_at02.spr	enemy122_at02.spr	enemy122_st02.spr	enemy122_wlk.spr
enemy123	enemy123_st01.spr	enemy123_st02.spr	enemy123_st02.spr	enemy123_wlk.spr	enemy123_wlk.spr	enemy123_wlk.spr	enemy123_wlk.spr	enemy123_bat.spr	enemy123_die.spr	enemy123_at01.spr	enemy123_at02.spr	enemy123_at02.spr	enemy123_st02.spr	enemy123_wlk.spr
enemy124	enemy124_st01.spr	enemy124_st02.spr	enemy124_st02.spr	enemy124_wlk.spr	enemy124_wlk.spr	enemy124_wlk.spr	enemy124_wlk.spr	enemy124_bat.spr	enemy124_die.spr	enemy124_at01.spr	enemy124_at02.spr	enemy124_at02.spr	enemy124_st02.spr	enemy124_wlk.spr
enemy125	enemy125_st01.spr	enemy125_st02.spr	enemy125_st02.spr	enemy125_wlk.spr	enemy125_wlk.spr	enemy125_wlk.spr	enemy125_wlk.spr	enemy125_bat.spr	enemy125_die.spr	enemy125_at01.spr	enemy125_at02.spr	enemy125_at02.spr	enemy125_st02.spr	enemy125_wlk.spr
enemy126	enemy126_st01.spr	enemy126_st02.spr	enemy126_st02.spr	enemy126_wlk.spr	enemy126_wlk.spr	enemy126_wlk.spr	enemy126_wlk.spr	enemy126_bat.spr	enemy126_die.spr	enemy126_at01.spr	enemy126_at02.spr	enemy126_at02.spr	enemy126_st02.spr	enemy126_wlk.spr
enemy127	enemy127_st01.spr	enemy127_st02.spr	enemy127_st02.spr	enemy127_wlk.spr	enemy127_wlk.spr	enemy127_wlk.spr	enemy127_wlk.spr	enemy127_bat.spr	enemy127_die.spr	enemy127_at01.spr	enemy127_at02.spr	enemy127_at02.spr	enemy127_st02.spr	enemy127_wlk.spr
enemy128	enemy128_st01.spr	enemy128_st02.spr	enemy128_st02.spr	enemy128_wlk.spr	enemy128_wlk.spr	enemy128_wlk.spr	enemy128_wlk.spr	enemy128_bat.spr	enemy128_die.spr	enemy128_at01.spr	enemy128_at02.spr	enemy128_at02.spr	enemy128_st02.spr	enemy128_wlk.spr
enemy129	enemy129_st01.spr	enemy129_st02.spr	enemy129_st02.spr	enemy129_wlk.spr	enemy129_wlk.spr	enemy129_wlk.spr	enemy129_wlk.spr	enemy129_bat.spr	enemy129_die.spr	enemy129_at01.spr	enemy129_at02.spr	enemy129_at02.spr	enemy129_st02.spr	enemy129_wlk.spr
enemy130	enemy130_st01.spr	enemy130_st02.spr	enemy130_st02.spr	enemy130_wlk.spr	enemy130_wlk.spr	enemy130_wlk.spr	enemy130_wlk.spr	enemy130_bat.spr	enemy130_die.spr	enemy130_at01.spr	enemy130_at02.spr	enemy130_at02.spr	enemy130_st02.spr	enemy130_wlk.spr
enemy131	enemy131_st01.spr	enemy131_st02.spr	enemy131_st02.spr	enemy131_wlk.spr	enemy131_wlk.spr	enemy131_wlk.spr	enemy131_wlk.spr	enemy131_bat.spr	enemy131_die.spr	enemy131_at01.spr	enemy131_at02.spr	enemy131_at02.spr	enemy131_st02.spr	enemy131_wlk.spr
enemy132	enemy132_st01.spr	enemy132_st02.spr	enemy132_st02.spr	enemy132_wlk.spr	enemy132_wlk.spr	enemy132_wlk.spr	enemy132_wlk.spr	enemy132_bat.spr	enemy132_die.spr	enemy132_at01.spr	enemy132_at02.spr	enemy132_at02.spr	enemy132_st02.spr	enemy132_wlk.spr
enemy133	enemy133_st01.spr	enemy133_st02.spr	enemy133_st02.spr	enemy133_wlk.spr	enemy133_wlk.spr	enemy133_wlk.spr	enemy133_wlk.spr	enemy133_bat.spr	enemy133_die.spr	enemy133_at01.spr	enemy133_at02.spr	enemy133_at02.spr	enemy133_st02.spr	enemy133_wlk.spr
enemy134	enemy134_st01.spr	enemy134_st02.spr	enemy134_st02.spr	enemy134_wlk.spr	enemy134_wlk.spr	enemy134_wlk.spr	enemy134_wlk.spr	enemy134_bat.spr	enemy134_die.spr	enemy134_at01.spr	enemy134_at02.spr	enemy134_at02.spr	enemy134_st02.spr	enemy134_wlk.spr
enemy135	enemy135_st01.spr	enemy135_st02.spr	enemy135_st02.spr	enemy135_wlk.spr	enemy135_wlk.spr	enemy135_wlk.spr	enemy135_wlk.spr	enemy135_bat.spr	enemy135_die.spr	enemy135_at01.spr	enemy135_at02.spr	enemy135_at02.spr	enemy135_st02.spr	enemy135_wlk.spr
enemy136	enemy136_st01.spr	enemy136_st02.spr	enemy136_st02.spr	enemy136_wlk.spr	enemy136_wlk.spr	enemy136_wlk.spr	enemy136_wlk.spr	enemy136_bat.spr	enemy136_die.spr	enemy136_at01.spr	enemy136_at02.spr	enemy136_at02.spr	enemy136_st02.spr	enemy136_wlk.spr
