MissileId	MissileName	MoveKind	ColFollowTarget	MissileHeight	CollidRange	RangeType	DmgRange	CanRepeatDamage	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ColVanish	AutoExplode	MissRate	MultiShow	Param1	Param2	Param3	HurtRandX	HurtRandY	BlurMaxNum	BlurDistance	BlurAlphaAttenuateP	AnimFile1	SndFile1	AnimFile2	SndFile2	AnimFile3	SndFile3	AnimFile4	SndFile4	AnimFileB1	SndFileB1	AnimFileB2	SndFileB2	AnimFileB3	SndFileB3	AnimFileB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
95	Thiên Hạ Vô Cẩu	5	1	10	1	0	3	0	0	19	40	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0						\image\effect\fightskill\gaibang\gb_90_txwg_c.spr	\audio\fightskill\gaibang\gb_txwg_f.wav			\image\effect\fightskill\gaibang\gb_90_txwg_d.spr	\audio\fightskill\gaibang\gb_txwg_c.wav									255	255	255	0
96	Tàn Dương Như Huyết	1	1	10	1	0	1	0	0	2	90	0	0	1	0	0	0	1	0	0	0	0	0	0	50	0										\image\effect\fightskill\tianren\tr_10_cyrx_d.spr	\audio\fightskill\tianren\tr_cyrx_c.wav									255	255	255	0
97	Liệt Hỏa Tình Thiên	1	1	10	1	0	1	0	0	2	90	0	0	1	0	0	0	1	0	0	0	0	0	0	50	0										\image\effect\fightskill\tianren\tr_50_lhqt_d.spr	\audio\fightskill\tianren\tr_lhqt_c.wav									255	255	255	0
98	Bi Tô Thanh Phong	0	1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_50_bsqf_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
99	Ma Âm Phệ Phách	0	1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_50_bsqf_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
100	Vân Long Kích	1	1	10	3	0	3	0	0	3	90	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50						\image\effect\fightskill\tianren\tr_90_ylj_c.spr				\image\effect\fightskill\tianren\tr_90_ylj_d.spr	\audio\fightskill\tianren\tr_ylj_c.wav									255	255	255	0
101	Đạn Chỉ Liệt Diệm	0	0	10	5	0	5	0	14	45	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_10_tzly_d1.spr	\audio\fightskill\tianren\tr_tzly_f.wav	\image\effect\fightskill\tianren\tr_10_tzly_d2.spr	\audio\fightskill\tianren\tr_tzly_v.wav		\audio\fightskill\tianren\tr_tzly_c.wav									255	255	255	0
102	Thôi Sơn Điền Hải	0	0	10	3	0	3	0	12	120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_50_tsth_d1.spr	\audio\fightskill\tianren\tr_tsth_f.wav	\image\effect\fightskill\tianren\tr_50_tsth_d2.spr	\audio\fightskill\tianren\tr_tsth_v.wav		\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
103	Lệ Ma Đoạt Hồn	0	1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_10_lmdp_d.spr	\audio\fightskill\tianren\tr_lmdh_c.wav									255	255	255	0
104	Nhiếp Hồn Loạn Tâm	0	1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_10_lmdp_d.spr	\audio\fightskill\tianren\tr_lmdh_c.wav									255	255	255	0
105	Thiên Ngoại Lưu Tinh	0	0	320	9	0	9	0	19	17	0	-81920	1024	1	0	0	0	0	1	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_90_twlx_c.spr	\audio\fightskill\tianren\tr_twlx_f.wav			\image\effect\fightskill\tianren\tr_90_twlx_d.spr	\audio\fightskill\tianren\tr_twlx_c.wav									255	255	255	0
106	Nghiệp Hỏa Phần Thành	0	1	10	9	0	9	0	4	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_90_yhfc_d.spr					\audio\fightskill\tianren\tr_yhfc_c.wav									255	255	255	0
107	Bác Cập Nhi Phục	0	1	10	1	0	1	0	17	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\wudang\wd_10_bjef_c.spr	\audio\fightskill\wudang\wd_bjef_f.wav			\image\effect\fightskill\wudang\wd_10_bjef_d.spr										255	255	255	0
108	Vô Ngã Vô Kiếm	0	1	10	7	0	7	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\wudang\wd_50_wwwj_c.spr	\audio\fightskill\wudang\wd_wwwj_f.wav			\image\effect\fightskill\wudang\wd_50_wwwj_d.spr										255	255	255	0
109	Chân Vũ Thất Tiệt	0	1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
110	Thiên Địa Vô Cực	0	1	10	10	0	10	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\wudang\wd_90_tdwj_c.spr	\audio\fightskill\wudang\wd_bjef_f.wav			\image\effect\fightskill\wudang\wd_90_tdwj_d.spr										255	255	255	0
111	Kiếm Phi Kinh Thiên	1	1	10	1	0	1	0	0	3	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\wudang\wd_10_jfjt_c.spr	\audio\fightskill\wudang\wd_jfjt_f.wav			\image\effect\fightskill\wudang\wd_10_jfjt_d.spr										255	255	255	0
112	Tam Hoàn Sáo Nguyệt	1	1	10	1	0	1	0	0	3	70	0	0	0	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\wudang\wd_50_shty_c.spr				\image\effect\fightskill\wudang\wd_50_shty_d.spr	\audio\fightskill\wudang\wd_shty_c.wav									255	255	255	0
113	Thất Tinh Quyết	0	1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
114	Nhân Kiếm Hợp Nhất	1	1	10	3	0	3	0	0	4	70	0	0	1	0	0	0	2	0	0	1	0	0	0	50	50						\image\effect\fightskill\wudang\wd_90_rjhy_c.spr				\image\effect\fightskill\wudang\wd_90_rjhy_d.spr	\audio\fightskill\wudang\wd_rjhy_c.wav			\image\effect\fightskill\wudang\wd_90_rjhy_c2.spr						255	255	255	0
115	Thái Cực Kiếm Ý	0	0	10	5	0	5	0	16	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudang\wd_90_xywx_d.spr										255	255	255	0
116	Huyền Nhất Vô Tượng	0	1	10	1	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\wudang\wd_90_xywx_d.spr	\audio\fightskill\wudang\wd_xywx_c.wav									255	255	255	0
117	Hô Phong Pháp	1	1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\kunlun\kl_10_hff_c.spr	\audio\fightskill\kunlun\kl_hff_f.wav			\image\effect\fightskill\kunlun\kl_10_hff_d.spr	\audio\fightskill\kunlun\kl_hff_c.wav									255	255	255	0
118	Thanh Phong Phù	0	0	10	31	0	31	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\kunlun\kl_30_qff_d.spr	\audio\fightskill\kunlun\kl_qff_c.wav									255	255	255	0
119	Cuồng Phong Sậu Điện	1	1	10	3	0	3	0	0	16	40	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50						\image\effect\fightskill\kunlun\kl_50_kfzd_c.spr	\audio\fightskill\kunlun\kl_kfzd_f.wav			\image\effect\fightskill\kunlun\kl_50_kfzd_d.spr	\audio\fightskill\kunlun\kl_kfzd_c.wav									255	255	255	0
120	Nhất Khí Tam Thanh	0	0	10	31	0	31	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\kunlun\kl_70_yqsq_d.spr	\audio\fightskill\kunlun\kl_yqsq_c.wav									255	255	255	0
121	Ngạo Tuyết Tiếu Phong	1	1	10	3	0	3	0	0	16	40	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50						\image\effect\fightskill\kunlun\kl_90_axxf_c.spr	\audio\fightskill\kunlun\kl_axxf_f.wav			\image\effect\fightskill\kunlun\kl_90_axxf_d.spr	\audio\fightskill\kunlun\kl_axxf_c.wav									255	255	255	0
122	Tiếu Phong Tam Liên Kích	0	0	10	5	0	5	0	6	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\kunlun\kl_90_xfslj_d.spr	\audio\fightskill\kunlun\kl_xfslj_c.wav													255	255	255	0
123	Cuồng Lôi Chấn Địa	0	1	10	1	0	1	0	16	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\kunlun\kl_10_klzd_c.spr	\audio\fightskill\kunlun\kl_axxf_f.wav			\image\effect\fightskill\kunlun\kl_10_klzd_d.spr	\audio\fightskill\kunlun\kl_axxf_c.wav									255	255	255	0
124	Thiên Tế Tấn Lôi	0	1	10	3	0	3	0	16	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\kunlun\kl_50_tjxl_c.spr	\audio\fightskill\wudang\wd_bjef_f.wav			\image\effect\fightskill\kunlun\kl_50_tjxl_d.spr	\audio\fightskill\kunlun\kl_axxf_c.wav									255	255	255	0
125	Đạo Cốt Tiên Phong	0	0	10	31	0	31	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\kunlun\kl_70_dgxf_d.spr	\audio\fightskill\kunlun\kl_bdbq_c.wav									255	255	255	0
126	Lôi Động Cửu Thiên	0	1	10	39	0	25	0	0	9	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\public\rage_earth_c1.spr	\audio\fightskill\kunlun\kl_axxf_c.wav									255	255	255	0
127	Khai Thiên Thức_Tử	1	1	10	1	0	1	0	0	1	80	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\mingjiao\mj_10_kts_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
128	Phách Địa Thế	1	1	10	2	0	2	0	0	7	80	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\mingjiao\mj_50_pds_c.spr				\image\effect\fightskill\mingjiao\mj_50_pds_d.spr	\audio\fightskill\tianwang\tw_clj_c.wav									255	255	255	0
129	Khốn Hổ Vân Tiếu_Tử	1	1	10	2	0	2	0	0	1	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1										\image\effect\fightskill\mingjiao\mj_70_jgtm_d.spr	\audio\fightskill\tianwang\tw_dhc_c.wav									255	255	255	0
130	Kim Qua Thiết Mã	0	1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
131	Long Thôn Thức_Tử	1	1	10	1	0	1	0	0	2	80	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50										\image\effect\fightskill\mingjiao\mj_90_lts_d.spr	\audio\fightskill\tianwang\tw_ptz_c.wav									255	255	255	0
132	Thánh Hỏa Phần Tâm	0	0	10	3	0	3	0	14	45	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\mingjiao\mj_10_shfx_d1.spr	\audio\fightskill\tianren\tr_tzly_f.wav	\image\effect\fightskill\mingjiao\mj_10_shfx_d2.spr			\audio\fightskill\tianren\tr_tzly_c.wav									255	255	255	0
133	Vạn Vật Câu Phần	0	0	10	3	0	3	0	21	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\mingjiao\mj_50_wwjf_d.spr	\audio\fightskill\tianren\tr_tzly_f.wav													255	255	255	0
134	Càn Khôn Đại Na Di	0	1	10	15	0	15	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\mingjiao\mj_70_qkdny_a.spr	\audio\fightskill\tianren\tr_hlfh_c.wav													255	255	255	0
135	Thánh Hỏa Liêu Nguyên	0	0	240	4	0	4	0	16	15	0	-30720	1024	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\mingjiao\mj_90_shly_c.spr	\audio\fightskill\tianren\tr_twlx_f.wav	\image\effect\fightskill\mingjiao\mj_90_shly_d.spr	\audio\fightskill\tianren\tr_twlx_c.wav											255	255	255	0
136	Thần Chỉ Điểm Huyệt_Tử	1	1	10	1	0	1	0	0	1	80	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\daliduanshi\ds_10_szdx_d.spr	\audio\fightskill\shaolin\sl_lhq_c.wav									255	255	255	0
137	Nhất Dương Chỉ	1	1	10	3	0	3	0	0	6	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1						\image\effect\fightskill\daliduanshi\ds_30_yyz_c.spr	\audio\fightskill\shaolin\sl_wxjz_f.wav			\image\effect\fightskill\daliduanshi\ds_30_yyz_d.spr	\audio\fightskill\shaolin\sl_wxjz_c.wav									255	255	255	0
138	Nhất Chỉ Càn Khôn_Tử	1	1	10	1	0	1	0	0	1	80	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\daliduanshi\ds_50_yzqk_d.spr	\audio\fightskill\shaolin\sl_lzhz_c.wav									255	255	255	0
139	Thí Nguyên Quyết_Tử	0	1	10	17	0	17	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\daliduanshi\ds_70_syj_a.spr				\image\effect\fightskill\daliduanshi\ds_70_syj_d.spr	\audio\fightskill\shaolin\sl_xlfh_c.wav									255	255	255	0
140	Càn Dương Thần Chỉ_Tử	0	1	10	5	0	5	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\daliduanshi\ds_90_qysz_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav									255	255	255	0
141	Phong Vân Biến Huyễn	1	1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50	5	40	9			\image\effect\fightskill\daliduanshi\ds_10_fybh_c.spr	\audio\fightskill\emei\em_yyzq_f.wav			\image\effect\fightskill\daliduanshi\ds_10_fybh_d.spr	\audio\fightskill\emei\em_yyzq_c.wav									255	255	255	0
142	Bắc Minh Thần Công	0	1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
143	Kim Ngọc Mãn Đường	1	1	10	2	1	2	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\daliduanshi\ds_50_jymt_c.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\daliduanshi\ds_50_jymt_d.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
144	Loạn Hoàn Kích_Tử 2	0	0	10	3	0	3	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tangmen\tm_90_lhj_d.spr	\audio\fightskill\tangmen\tm_dcg_c.wav													255	255	255	0
145	Hiệu ứng bay Tiểu Lý Phi Đao	1	1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	35	8			\image\effect\fightskill\tangmen\tm_50_xlfd_c.spr														255	255	255	0
146	Vòng sáng bản thân_Tử Đạn	0	1	10	5	0	5	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
147	Vạn Vật Câu Phần_Tử	1	0	10	3	0	3	0	0	10	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\mingjiao\mj_50_wwjf_c.spr	\audio\fightskill\tianren\tr_tzly_f.wav			\image\effect\fightskill\mingjiao\mj_50_wwjf_d.spr	\audio\fightskill\tianren\tr_tzly_c.wav									255	255	255	0
148	Hàng Long Phục Hổ_Tử	0	1	10	13	0	13	0	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\shaolin\sl_50_xlfh_a.spr				\image\effect\fightskill\shaolin\sl_50_xlfh_d.spr	\audio\fightskill\shaolin\sl_bdmw_c.wav									255	255	255	0
149	Hấp Tinh Trận	0	0	10	7	0	7	0	0	540	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0						\image\effect\fightskill\tangmen\tm_60_xxz_b.spr				\image\effect\fightskill\tangmen\tm_10_dhb_a.spr	\audio\fightskill\tangmen\tm_csc_c.wav									255	255	255	0
150	Hấp Tinh Trận_Tử	0	0	10	5	0	5	0	14	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tangmen\tm_10_dhb_a.spr	\audio\fightskill\tangmen\tm_csc_c.wav													255	255	255	0
151	Đoạn Cân Nhẫn	1	1	10	2	0	2	0	0	13	40	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_10_dhb_c.spr	\audio\fightskill\tangmen\tm_dhb_f.wav			\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_dhb_c.wav									255	255	255	0
152	Ôn Cổ Chi Khí	0	1	10	1	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0											\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
153	Ôn Cổ Chi Khí_Tử	0	1	10	7	0	7	0	82	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\wudu\wu_50_wgzq_c.spr				\image\effect\fightskill\wudu\wu_50_wgzq_d.spr	\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
154	Khu Độc Thuật_Tử	0	1	10	13	0	13	0	82	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\wudu\wu_50_wgzq_c.spr				\image\effect\fightskill\wudu\wu_50_wgzq_d.spr	\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
155	Huyền Băng Vô Tức_Tử	0	1	10	13	0	13	0	16	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\cuiyan\cy_10_fjcx_a.spr														255	255	255	0
156	Thời Thừa Lục Long_Tử	0	1	10	7	0	7	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\gaibang\gb_10_ymtb_d.spr	\audio\fightskill\gaibang\gb_ymtb_c.wav									255	255	255	0
157	Ác Cẩu Lan Lộ	0	1	10	11	0	11	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\gaibang\gb_50_bdeg_d.spr	\audio\fightskill\gaibang\gb_bdeg_c.wav									255	255	255	0
158	Huyễn Ảnh Truy Hồn Thương	1	1	10	1	0	1	0	0	8	100	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\tianren\tr_90_ylj_c.spr				\image\effect\fightskill\tianren\tr_90_ylj_d.spr	\audio\fightskill\tianren\tr_ylj_c.wav									255	255	255	0
159	Hỏa Liên Phần Hoa	0	1	10	11	0	11	0	36	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_70_hflh_b.spr														255	255	255	0
160	Túy Tiên Thác Cốt	0	1	10	9	0	9	0	36	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\public\rage_earth_c1.spr														255	255	255	0
161	Lục Kiếm Tề Phát	5	1	10	1	0	1	0	10	20	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\cuiyan\cy_50_mylx_c.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\cuiyan\cy_10_fhxy_d.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
162	Ba La Tâm Kinh_Tử	0	1	10	63	0	63	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\emei\em_90_fgpz_a.spr										255	255	255	0
163	Ngư Việt Vu Uyên	1	1	10	1	0	1	0	0	1	32	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\gaibang\gb_50_klyh_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
164	Thừa Long Quyết_Tử Tử	1	1	10	0	0	0	0	0	4	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	16	10			\image\effect\fightskill\tianwang\tw_90_clj_c.spr														255	255	255	0
165	Lục Mạch Thần Kiếm	5	1	10	3	0	3	0	0	19	40	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0						\image\effect\fightskill\daliduanshi\ds_90_lmsj_c.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\daliduanshi\ds_90_lmsj_d.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
166	Lục Mạch Thần Kiếm_Tử 1	5	1	10	3	0	3	0	0	19	40	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0						\image\effect\fightskill\daliduanshi\ds_90_lmsj_c1.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\daliduanshi\ds_90_lmsj_d1.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
167	Lục Mạch Thần Kiếm_Tử 2	5	1	10	3	0	3	0	0	19	40	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0						\image\effect\fightskill\daliduanshi\ds_90_lmsj_c2.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\daliduanshi\ds_90_lmsj_d2.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
168	Lục Mạch Thần Kiếm_Tử 3	5	1	10	3	0	3	0	0	19	40	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0						\image\effect\fightskill\daliduanshi\ds_90_lmsj_c3.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\daliduanshi\ds_90_lmsj_d3.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
169	Lục Mạch Thần Kiếm_Tử 4	5	1	10	3	0	3	0	0	19	40	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0						\image\effect\fightskill\daliduanshi\ds_90_lmsj_c4.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\daliduanshi\ds_90_lmsj_d4.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
170	Lục Mạch Thần Kiếm_Tử 5	5	1	10	3	0	3	0	0	19	40	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0						\image\effect\fightskill\daliduanshi\ds_90_lmsj_c5.spr	\audio\fightskill\cuiyan\cy_mylx_f.wav			\image\effect\fightskill\daliduanshi\ds_90_lmsj_d5.spr	\audio\fightskill\cuiyan\cy_mylx_c.wav									255	255	255	0
171	npc Tấn công tay cận chiến (Không)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_none_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
172	npc Tấn công tay cận chiến (Kim)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_gold_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
173	npc Tấn công tay cận chiến (Mộc)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_wood_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
174	npc Tấn công tay cận chiến (Thuỷ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_water_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
175	npc Tấn công tay cận chiến (Hỏa)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_fire_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
176	npc Tấn công tay cận chiến (Thổ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_earth_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
177	npc Tấn công khí tầm trung (Không)	1	1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_none_c.spr				\image\effect\fightskill\npc\npc_l_range_none_d.spr	\audio\fightskill\public\SB020.wav									255	255	255	0
178	npc Tấn công khí tầm trung (Kim)	1	1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_gold_c.spr				\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
179	npc Tấn công khí tầm trung (Mộc)	1	1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_wood_c.spr				\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
180	npc Tấn công khí tầm trung (Thủy)	1	1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_water_c.spr				\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
181	npc Tấn công khí tầm trung (Hỏa)	1	1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_fire_c.spr				\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
182	npc Tấn công khí tầm trung (Thổ)	1	1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_earth_c.spr				\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
183	npc Tấn công khí tầm xa (Không)	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_none_c.spr				\image\effect\fightskill\npc\npc_l_range_none_d.spr	\audio\fightskill\kunlun\kl_hff_c.wav									255	255	255	0
184	npc Tấn công khí tầm xa (Kim)	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_gold_c.spr				\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
